Zugnummer;Zug;Ergebnis
52;Ng4+;0-1
53;Kf1;0-1
54;Qxe3;0-1
55;Qd6;0-1
56;Nxh2#;0-1
1;e4;0-1
2;h5;0-1
3;d4;0-1
4;c6;0-1
5;Nf3;0-1
6;d5;0-1
7;Nbd2;0-1
8;Bg4;0-1
9;c3;0-1
10;dxe4;0-1
11;c4;0-1
12;exf3;0-1
13;Qb3;0-1
14;Nd7;0-1
15;c5;0-1
16;Rb8;0-1
17;Nc4;0-1
18;Be6;0-1
19;Bf4;0-1
20;g6;0-1
21;O-O-O;0-1
22;Bh6;0-1
23;Bxh6;0-1
24;Nxh6;0-1
25;Qc3;0-1
26;Nf6;0-1
27;g3;0-1
28;Bxc4;0-1
29;Rd2;0-1
30;Bxf1;0-1
31;d5;0-1
32;Rc8;0-1
33;Qe3;0-1
34;Nf5;0-1
35;Qa3;0-1
36;Bg2;0-1
37;d6;0-1
38;Bxh1;0-1
39;h3;0-1
40;O-O;0-1
41;Qa5;0-1
42;Qxa5;0-1
43;Rc2;0-1
44;Qe1#;0-1
1;e4;0-1
2;c5;0-1
3;d3;0-1
4;Nc6;0-1
5;Nf3;0-1
6;g6;0-1
7;c3;0-1
8;Nf6;0-1
9;e5;0-1
10;Nd5;0-1
11;Qb3;0-1
12;e6;0-1
13;d4;0-1
14;Bg7;0-1
15;Be3;0-1
16;Ke7;0-1
17;Bg5+;0-1
18;Bf6;0-1
19;exf6+;0-1
20;Kd6;0-1
21;c4;0-1
22;cxd4;0-1
23;cxd5;0-1
24;Qa5+;0-1
25;Nbd2;0-1
26;exd5;0-1
27;Bf4+;0-1
28;Ke6;0-1
29;Bg3;0-1
30;Kxf6;0-1
31;Bb5;0-1
32;Re8+;0-1
33;Kf1;0-1
34;a6;0-1
35;Bxc6;0-1
36;dxc6;0-1
37;h3;0-1
38;Bf5;0-1
39;Re1;0-1
40;Rxe1+;0-1
41;Kxe1;0-1
42;Re8+;0-1
43;Kf1;0-1
44;h5;0-1
45;Nc4;0-1
46;dxc4;0-1
47;Qxc4;0-1
48;Re4;0-1
49;Qc1;0-1
50;Re7;0-1
51;b4;0-1
52;Qxb4;0-1
53;Qa1;0-1
54;g5;0-1
55;Kg1;0-1
56;Qc3;0-1
57;Qd1;0-1
58;d3;0-1
59;Kh2;0-1
60;b5;0-1
61;Re1;0-1
62;Rxe1;0-1
63;Nxe1;0-1
64;Ke7;0-1
65;Nf3;0-1
66;f6;0-1
67;Nd2;0-1
68;Qb4;0-1
69;Qe1+;0-1
70;Kd8;0-1
71;Qe3;0-1
72;h4;0-1
73;Qxg5;0-1
74;Qa4;0-1
75;Qxf6+;0-1
76;Kd7;0-1
77;f3;0-1
78;hxg3+;0-1
79;Kxg3;0-1
80;Be6;0-1
81;Qg7+;0-1
82;Kd8;0-1
83;Qh8+;0-1
84;Kd7;0-1
85;Qh7+;0-1
86;Kc8;0-1
87;Qh8+;0-1
88;Kd7;0-1
89;h4;0-1
90;Qxa2;0-1
91;Ne4;0-1
92;d2;0-1
93;Qg7+;0-1
94;Bf7;0-1
95;Nxd2;0-1
96;Qe6;0-1
97;h5;0-1
98;Qe1+;0-1
99;Kg4;0-1
100;Qe6+;0-1
101;Kg3;0-1
102;Qe1+;0-1
103;Kh2;0-1
104;Qh4+;0-1
105;Kg1;0-1
106;Qxh5;0-1
107;Nf1;0-1
108;Qc5+;0-1
109;Kh1;0-1
110;Qe7;0-1
111;Qd4+;0-1
112;Kc8;0-1
113;Qb6;0-1
114;Qb7;0-1
115;Qc5;0-1
116;Kb8;0-1
117;Qf8+;0-1
118;Be8;0-1
119;Qxe8+;0-1
120;Qc8;0-1
121;Qe3;0-1
122;c5;0-1
123;Nd2;0-1
124;Qh8+;0-1
125;Kg1;0-1
126;Qd8;0-1
127;g4;0-1
128;a5;0-1
129;Qd4;0-1
130;Qxd4+;0-1
131;Kf1;0-1
132;Kb7;0-1
133;Nb3;0-1
134;Qd1+;0-1
135;Kf2;0-1
136;Qxb3;0-1
137;Kg3;0-1
138;a4;0-1
139;Kh4;0-1
140;a3;0-1
141;Kg3;0-1
142;a2;0-1
143;Kh4;0-1
144;Qxf3;0-1
145;Kg5;0-1
146;a1=Q;0-1
147;Kh6;0-1
148;Qh8+;0-1
149;Kg5;0-1
150;Qff6#;0-1
1;e4;0-1
2;h6;0-1
3;b4;0-1
4;e5;0-1
5;Nf3;0-1
6;d5;0-1
7;Ng5;0-1
8;hxg5;0-1
9;exd5;0-1
10;Na6;0-1
11;Bxa6;0-1
12;bxa6;0-1
13;c4;0-1
14;f6;0-1
15;d4;0-1
16;Bxb4+;0-1
17;Nd2;0-1
18;Qd6;0-1
19;O-O;0-1
20;Bxd2;0-1
21;h4;0-1
22;Bxc1;0-1
23;dxe5;0-1
24;fxe5;0-1
25;Qxc1;0-1
26;Rh7;0-1
27;Qc2;0-1
28;Rxh4;0-1
29;Qh7;0-1
30;Rxh7;0-1
31;Rae1;0-1
32;Ne7;0-1
33;f3;0-1
34;Rb8;0-1
35;Re2;0-1
36;Qb6+;0-1
37;Ref2;0-1
38;Qh6;0-1
39;Re2;0-1
40;g4;0-1
41;fxg4;0-1
42;Qh2+;0-1
43;Kf2;0-1
44;Bxg4;0-1
45;Rc2;0-1
46;Nf5;0-1
47;d6;0-1
48;Qg3+;0-1
49;Kg1;0-1
50;Qe3+;0-1
51;Rcf2;0-1
52;Ng3;0-1
53;d7+;0-1
54;Bxd7;0-1
55;a3;0-1
56;Rh1#;0-1
1;e4;0-1
2;c5;0-1
3;h3;0-1
4;d6;0-1
5;Nf3;0-1
6;Nf6;0-1
7;Nc3;0-1
8;Nc6;0-1
9;g3;0-1
10;e5;0-1
11;Bg2;0-1
12;Be6;0-1
13;Ng5;0-1
14;Bd7;0-1
15;Nf3;0-1
16;Be6;0-1
17;Ng5;0-1
18;Bd7;0-1
19;Nf3;0-1
20;b5;0-1
21;Nb1;0-1
22;Nxe4;0-1
23;Nxe5;0-1
24;dxe5;0-1
25;Nc3;0-1
26;Nf6;0-1
27;O-O;0-1
28;Be7;0-1
29;g4;0-1
30;b4;0-1
31;d4;0-1
32;cxd4;0-1
33;g5;0-1
34;Ng8;0-1
35;Re1;0-1
36;dxc3;0-1
37;Bd5;0-1
38;Qc7;0-1
39;Rxe5;0-1
40;Nxe5;0-1
41;Bxa8;0-1
42;Kf8;0-1
43;bxc3;0-1
44;h6;0-1
45;Bf4;0-1
46;bxc3;0-1
47;g6;0-1
48;Nf6;0-1
49;Qd6;0-1
50;Bxd6;0-1
51;Bxe5;0-1
52;Bxe5;0-1
53;Re1;0-1
54;Qc6;0-1
55;Bxc6;0-1
56;Be6;0-1
57;Rxe5;0-1
58;Ke7;0-1
59;Ra5;0-1
60;fxg6;0-1
61;Rxa7+;0-1
62;Kd6;0-1
63;Ra6;0-1
64;Bf5;0-1
65;Bg2+;0-1
66;Kc5;0-1
67;Ra3;0-1
68;Kb4;0-1
69;Rb3+;0-1
70;Kc4;0-1
71;Bf1+;0-1
72;Kd4;0-1
73;Rb4+;0-1
74;Ke5;0-1
75;Rb5+;0-1
76;Kd6;0-1
77;a3;0-1
78;Rc8;0-1
79;Rb6+;0-1
80;Rc6;0-1
81;Rb7;0-1
82;Bxc2;0-1
83;Rb4;0-1
84;Be4;0-1
85;f3;0-1
86;c2;0-1
87;fxe4;0-1
88;Ne8;0-1
89;Rb8;0-1
90;Rb6;0-1
91;Kh1;0-1
92;Rxb8;0-1
93;a4;0-1
94;c1=Q;0-1
95;Kg1;0-1
96;Nc7;0-1
97;Kh2;0-1
98;Qxf1;0-1
99;h4;0-1
100;Qf2+;0-1
101;Kh3;0-1
102;Rb3+;0-1
103;Kg4;0-1
104;Qf3#;0-1
1;e4;0-1
2;c5;0-1
3;Nf3;0-1
4;d6;0-1
5;d4;0-1
6;cxd4;0-1
7;Nxd4;0-1
8;Nf6;0-1
9;Ba6;0-1
10;g5;0-1
11;Bd3;0-1
12;h6;0-1
13;Be3;0-1
14;e6;0-1
15;Bc1;0-1
16;Nbd7;0-1
17;Nc3;0-1
18;a6;0-1
19;h4;0-1
20;gxh4;0-1
21;Rxh4;0-1
22;b5;0-1
23;a3;0-1
24;Bb7;0-1
25;Nd5;0-1
26;Nxd5;0-1
27;Kd2;0-1
28;b4;0-1
29;g3;0-1
30;N5f6;0-1
31;axb4;0-1
32;Be7;0-1
33;Nf5;0-1
34;exf5;0-1
35;exf5;0-1
36;Ne5;0-1
37;Be2;0-1
38;h5;0-1
39;Rd4;0-1
40;h4;0-1
41;Rxh4;0-1
42;Rxh4;0-1
43;gxh4;0-1
44;Qd7;0-1
45;f3;0-1
46;Qxf5;0-1
47;Kc3;0-1
48;Qc8+;0-1
49;Kd2;0-1
50;Qf5;0-1
51;Kc3;0-1
52;Qe6;0-1
53;Kd2;0-1
54;Nd5;0-1
55;c3;0-1
56;Nf4;0-1
57;Ra5;0-1
58;Qg6;0-1
59;Qf1;0-1
60;Nxe2;0-1
61;Qxe2;0-1
62;Bxf3;0-1
63;Ra2;0-1
64;Bxe2;0-1
65;Kxe2;0-1
66;O-O-O;0-1
67;Bg5;0-1
68;Bxg5;0-1
69;Ra5;0-1
70;Qd3+;0-1
71;Kf2;0-1
72;Qf3+;0-1
73;Kg1;0-1
74;Be3+;0-1
75;Kh2;0-1
76;Ng4#;0-1
1;e4;0-1
2;c5;0-1
3;Nf3;0-1
4;e6;0-1
5;d4;0-1
6;cxd4;0-1
7;Ke2;0-1
8;Nf6;0-1
9;Ng1;0-1
10;g6;0-1
11;e5;0-1
12;Nd5;0-1
13;Nf3;0-1
14;Nc6;0-1
15;g4;0-1
16;Qc7;0-1
17;Ke1;0-1
18;b5;0-1
19;h4;0-1
20;Bg7;0-1
21;h5;0-1
22;O-O;0-1
23;Ke2;0-1
24;Nxe5;0-1
25;Ke1;0-1
26;Bb7;0-1
27;g5;0-1
28;Nxf3+;0-1
29;Qxf3;0-1
30;Ne3;0-1
31;Qxb7;0-1
32;Nxc2+;0-1
33;Kd1;0-1
34;Qxb7;0-1
35;Rh3;0-1
36;Rac8;0-1
37;h6;0-1
38;Nxa1;0-1
39;Nd2;0-1
40;Be5;0-1
41;Re3;0-1
42;dxe3;0-1
43;Nb3;0-1
44;Qf3+;0-1
45;Be2;0-1
46;Qh1+;0-1
47;Bf1;0-1
48;Qxf1#;0-1
1;f4;1-0
2;d5;1-0
3;Nf3;1-0
4;Nf6;1-0
5;e3;1-0
6;Na6;1-0
7;Ke2;1-0
8;g6;1-0
9;c3;1-0
10;Nc5;1-0
11;Ke1;1-0
12;Bg7;1-0
13;a4;1-0
14;Nce4;1-0
15;d3;1-0
16;Nd6;1-0
17;Qe2;1-0
18;O-O;1-0
19;g3;1-0
20;Nd7;1-0
21;d4;1-0
22;c5;1-0
23;Nbd2;1-0
24;Nf6;1-0
25;Ne5;1-0
26;Qc7;1-0
27;Ra3;1-0
28;b6;1-0
29;Ra1;1-0
30;Rd8;1-0
31;Qg2;1-0
32;Nfe4;1-0
33;h3;1-0
34;f6;1-0
35;Nxe4;1-0
36;Nxe4;1-0
37;Bc4;1-0
38;dxc4;1-0
39;h4;1-0
40;fxe5;1-0
41;h5;1-0
42;exd4;1-0
43;Rh4;1-0
44;Bb7;1-0
45;hxg6;1-0
46;Rdb8;1-0
47;Qh3;1-0
48;Qd6;1-0
49;exd4;1-0
50;Qxg6;1-0
51;b3;1-0
52;Qd6;1-0
53;bxc4;1-0
54;cxd4;1-0
55;c5;1-0
56;d3;1-0
57;cxd6;1-0
58;Bxc3+;1-0
59;Bd2;1-0
60;Bxd2+;1-0
61;Kf1;1-0
62;Bc3;1-0
63;dxe7;1-0
64;Nxg3+;1-0
65;Qxg3+;1-0
66;Bg7;1-0
67;Qxd3;1-0
68;h6;1-0
69;Re1;1-0
70;Rf8;1-0
71;Re6;1-0
72;h5;1-0
73;Qb3;1-0
74;Rac8;1-0
75;Rd6+;1-0
76;Rf7;1-0
77;Rd8+;1-0
78;Rxd8;1-0
79;exd8=Q+;1-0
80;Bf8;1-0
81;Qe8;1-0
82;Ba6+;1-0
83;Ke1;1-0
84;Bc4;1-0
85;Qxc4;1-0
86;b5;1-0
87;Qcxf7+;1-0
88;Kh8;1-0
89;Qexf8#;1-0
1;e4;0-1
2;c5;0-1
3;Nf3;0-1
4;d6;0-1
5;d4;0-1
6;cxd4;0-1
7;Nxd4;0-1
8;e6;0-1
9;Nc3;0-1
10;f5;0-1
11;Bb5+;0-1
12;Kf7;0-1
13;exf5;0-1
14;exf5;0-1
15;O-O;0-1
16;h6;0-1
17;Bc4+;0-1
18;Ke7;0-1
19;Qh5;0-1
20;Be6;0-1
21;Nxf5+;0-1
22;Bxf5;0-1
23;Qg6;0-1
24;Bxg6;0-1
25;Ne4;0-1
26;Bh5;0-1
27;Bf4;0-1
28;Nc6;0-1
29;b4;0-1
30;d5;0-1
31;Bc7;0-1
32;dxc4;0-1
33;Bxd8+;0-1
34;Rxd8;0-1
35;Nc5;0-1
36;g5;0-1
37;f4;0-1
38;g4;0-1
39;Nxb7;0-1
40;Rb8;0-1
41;b5;0-1
42;Kd7;0-1
43;bxc6+;0-1
44;Kxc6;0-1
45;Na5+;0-1
46;Kb6;0-1
47;Rf2;0-1
48;Kxa5;0-1
49;Rc1;0-1
50;Bc5;0-1
51;Kf1;0-1
52;Nf6;0-1
53;g3;0-1
54;Ne8;0-1
55;Re2;0-1
56;Nf6;0-1
57;Re5;0-1
58;Rhd8;0-1
59;Rxc5+;0-1
60;Kb4;0-1
61;Rc6;0-1
62;Kc3;0-1
63;Rxf6;0-1
64;Rb6;0-1
65;Rxb6;0-1
66;axb6;0-1
67;Kg1;0-1
68;Be8;0-1
69;h3;0-1
70;gxh3;0-1
71;Kh2;0-1
72;Rd2+;0-1
73;Kxh3;0-1
74;Bd7+;0-1
75;g4;0-1
76;h5;0-1
77;Ra1;0-1
78;Kxc2;0-1
79;Kh4;0-1
80;Rf2;0-1
81;gxh5;0-1
82;Rxf4+;0-1
83;Kg5;0-1
84;Rf5+;0-1
85;Kg6;0-1
86;Ra5;0-1
87;h6;0-1
88;Bf5+;0-1
89;Kf6;0-1
90;c3;0-1
91;Rf1;0-1
92;Be4;0-1
93;Kg7;0-1
94;Kb2;0-1
95;Rf2+;0-1
96;c2;0-1
97;Kf6;0-1
98;Kc3;0-1
99;Rh2;0-1
100;c1=Q;0-1
101;Rb2;0-1
102;Qxh6+;0-1
103;Kf7;0-1
104;Ra7+;0-1
105;Kg8;0-1
106;Qg7#;0-1
1;e3;0-1
2;e5;0-1
3;c3;0-1
4;Nc6;0-1
5;c4;0-1
6;Nf6;0-1
7;h4;0-1
8;d5;0-1
9;e4;0-1
10;dxe4;0-1
11;Nc3;0-1
12;Bc5;0-1
13;d3;0-1
14;Bf5;0-1
15;dxe4;0-1
16;h6;0-1
17;exf5;0-1
18;Qe7;0-1
19;Bd3;0-1
20;O-O-O;0-1
21;Qe2;0-1
22;Nd4;0-1
23;Qd2;0-1
24;Nc6;0-1
25;a3;0-1
26;e4;0-1
27;Rh3;0-1
28;exd3+;0-1
29;Kf1;0-1
30;Rhe8;0-1
31;Qxd3;0-1
32;Qe1#;0-1
1;e4;1-0
2;e5;1-0
3;Nf3;1-0
4;Nc6;1-0
5;Bb5;1-0
6;a6;1-0
7;Ba4;1-0
8;Nf6;1-0
9;a3;1-0
10;b5;1-0
11;O-O;1-0
12;Ng8;1-0
13;Bb3;1-0
14;Bb7;1-0
15;d4;1-0
16;d6;1-0
17;Ng5;1-0
18;Ra7;1-0
19;Bxf7+;1-0
20;Kd7;1-0
21;Qg4+;1-0
22;Ke7;1-0
23;Qe6#;1-0
1;e4;1-0
2;e5;1-0
3;Nf3;1-0
4;Nc6;1-0
5;a4;1-0
6;Nb8;1-0
7;Nxe5;1-0
8;Qe7;1-0
9;b4;1-0
10;Qxe5;1-0
11;Qg4;1-0
12;Qxa1;1-0
13;Bc4;1-0
14;Nh6;1-0
15;Qd1;1-0
16;d6;1-0
17;Nc3;1-0
18;g6;1-0
19;Nd5;1-0
20;c6;1-0
21;Nc7+;1-0
22;Kd8;1-0
23;Nxa8;1-0
24;Bg4;1-0
25;Be2;1-0
26;Bxe2;1-0
27;Kxe2;1-0
28;Kc8;1-0
29;d3;1-0
30;Bg7;1-0
31;Bf4;1-0
32;Qxd1+;1-0
33;Rxd1;1-0
34;Kd8;1-0
35;Be3;1-0
36;c5;1-0
37;bxc5;1-0
38;dxc5;1-0
39;Bxc5;1-0
40;Nc6;1-0
41;Rb1;1-0
42;Kc8;1-0
43;g3;1-0
44;Kb8;1-0
45;Nb6;1-0
46;axb6;1-0
47;Rxb6;1-0
48;Rd8;1-0
49;Rb5;1-0
50;Bd4;1-0
51;Bb4;1-0
52;Ng4;1-0
53;Be1;1-0
54;Ba7;1-0
55;c3;1-0
56;Rd5;1-0
57;Rxd5;1-0
58;Nd4+;1-0
59;Kf1;1-0
60;Ne5;1-0
61;cxd4;1-0
62;Nc6;1-0
63;Bc3;1-0
64;Bxd4;1-0
65;Bxd4;1-0
66;Kc7;1-0
67;Ke2;1-0
68;Ne7;1-0
69;Be5+;1-0
70;Kc8;1-0
71;Ke3;1-0
72;Nxd5+;1-0
73;Kd2;1-0
74;Nb6;1-0
75;a5;1-0
76;Nd7;1-0
77;Bh8;1-0
78;f6;1-0
79;Bg7;1-0
80;Kd8;1-0
81;d4;1-0
82;Ke7;1-0
83;Bh6;1-0
84;Kd6;1-0
85;Kd3;1-0
86;f5;1-0
87;f3;1-0
88;Nf6;1-0
89;e5+;1-0
90;Ke7;1-0
91;exf6+;1-0
92;Kxf6;1-0
93;Kc4;1-0
94;g5;1-0
95;Bxg5+;1-0
96;Kxg5;1-0
97;d5;1-0
98;Kf6;1-0
99;Kc5;1-0
100;Kf7;1-0
101;Kb6;1-0
102;f4;1-0
103;h3;1-0
104;fxg3;1-0
105;Kc5;1-0
106;b5;1-0
107;axb6;1-0
108;g2;1-0
109;Kc6;1-0
110;g1=Q;1-0
111;b7;1-0
112;Qd4;1-0
113;b8=B;1-0
114;Qc4+;1-0
115;Kd6;1-0
116;Qc3;1-0
117;Bc7;1-0
118;Kg8;1-0
119;Bd8;1-0
120;Qxf3;1-0
121;h4;1-0
122;Kf7;1-0
123;Bg5;1-0
124;Qg3+;1-0
125;Kc5;1-0
126;Qe5;1-0
127;Kc4;1-0
128;Ke8;1-0
129;d6;1-0
130;Qxd6;1-0
131;Kc3;1-0
132;Qd5;1-0
133;Bd2;1-0
134;Qd6;1-0
135;Bg5;1-0
136;Qd5;1-0
137;Kb4;1-0
138;Qb3+;1-0
139;Kxb3;1-0
140;Kf7;1-0
141;Kc3;1-0
142;Kf8;1-0
143;Kb4;1-0
144;Kf7;1-0
145;Kc3;1-0
146;Kg7;1-0
147;Kd4;1-0
148;h5;1-0
149;Bh6+;1-0
150;Kxh6;1-0
151;Ke5;1-0
152;Kh7;1-0
153;Kd5;1-0
154;Kg6;1-0
155;Ke5;1-0
156;Kh6;1-0
157;Kf6;1-0
158;Kh7;1-0
159;Kf7;1-0
160;Kh6;1-0
161;Kf6;1-0
162;Kh7;1-0
163;Kg5;1-0
164;Kg7;1-0
165;Kxh5;1-0
166;Kf7;1-0
167;Kh6;1-0
168;Kf6;1-0
169;h5;1-0
170;Kf7;1-0
171;Kg5;1-0
172;Kg7;1-0
173;Kf4;1-0
174;Kf6;1-0
175;Kg4;1-0
176;Kg7;1-0
177;Kg5;1-0
178;Kg8;1-0
179;Kg6;1-0
180;Kh8;1-0
181;Kh6;1-0
182;Kg8;1-0
183;Kg5;1-0
184;Kg7;1-0
185;Kf5;1-0
186;Kh6;1-0
187;Kg4;1-0
188;Kh7;1-0
189;Kg3;1-0
190;Kh8;1-0
191;Kf4;1-0
192;Kh7;1-0
193;Kf5;1-0
194;Kg8;1-0
195;Kg6;1-0
196;Kf8;1-0
197;Kh7;1-0
198;Kf7;1-0
199;h6;1-0
200;Kf8;1-0
201;Kg6;1-0
202;Kg8;1-0
203;Kf6;1-0
204;Kh7;1-0
205;Kg5;1-0
206;Kg8;1-0
207;Kg6;1-0
208;Kf8;1-0
209;h7;1-0
210;Ke7;1-0
211;Kf5;1-0
212;Kd6;1-0
213;h8=Q;1-0
214;Kc5;1-0
215;Ke6;1-0
216;Kc4;1-0
217;Qe5;1-0
218;Kb3;1-0
219;Qd4;1-0
220;Ka2;1-0
221;Kd5;1-0
222;Kb3;1-0
223;Qd2;1-0
224;Ka4;1-0
225;Qb2;1-0
226;Ka5;1-0
227;Kc5;1-0
228;Ka4;1-0
229;Qa2#;1-0
1;Na3;1-0
2;e5;1-0
3;h3;1-0
4;Nf6;1-0
5;e3;1-0
6;Nc6;1-0
7;d4;1-0
8;Nxd4;1-0
9;exd4;1-0
10;exd4;1-0
11;Qxd4;1-0
12;d5;1-0
13;Be2;1-0
14;Nh5;1-0
15;Bxh5;1-0
16;Be6;1-0
17;g4;1-0
18;c5;1-0
19;Qe5;1-0
20;a5;1-0
21;Qxe6+;1-0
22;Be7;1-0
23;Qxf7+;1-0
24;Kd7;1-0
25;Qxd5+;1-0
26;Kc8;1-0
27;Qe6+;1-0
28;Qd7;1-0
29;Qxd7+;1-0
30;Kxd7;1-0
31;g5;1-0
32;Rad8;1-0
33;Nf3;1-0
34;g6;1-0
35;Bg4+;1-0
36;Ke8;1-0
37;Nb5;1-0
38;Rf8;1-0
39;Nc7+;1-0
40;Kf7;1-0
41;Ne6;1-0
42;Rd4;1-0
43;Nxf8;1-0
44;Re4+;1-0
45;Be3;1-0
46;Kxf8;1-0
47;O-O;1-0
48;c4;1-0
49;Nd2;1-0
50;Rxg4+;1-0
51;hxg4;1-0
52;Kg7;1-0
53;f3;1-0
54;b5;1-0
55;Rf2;1-0
56;Kf7;1-0
57;Kg2;1-0
58;a4;1-0
59;a3;1-0
60;c3;1-0
61;Ba7;1-0
62;cxb2;1-0
63;Rb1;1-0
64;Bxa3;1-0
65;Kh1;1-0
66;Kf8;1-0
67;Ne4;1-0
68;Kf7;1-0
69;Bd4;1-0
70;Bf8;1-0
71;Bxb2;1-0
72;a3;1-0
73;Re1;1-0
74;axb2;1-0
75;Rd2;1-0
76;Bb4;1-0
77;Rd7+;1-0
78;Kf8;1-0
79;Rb1;1-0
80;Be7;1-0
81;Rd6;1-0
82;Bxd6;1-0
83;Nxd6;1-0
84;Ke7;1-0
85;Nxb5;1-0
86;Ke6;1-0
87;Nc3;1-0
88;Kd6;1-0
89;Kg2;1-0
90;Ke6;1-0
91;Rxb2;1-0
92;Kd6;1-0
93;Rb7;1-0
94;Kc6;1-0
95;Rxh7;1-0
96;Kd6;1-0
97;Rg7;1-0
98;Kc5;1-0
99;Rxg6;1-0
100;Kb4;1-0
101;Rc6;1-0
102;Ka5;1-0
103;g6;1-0
104;Kb4;1-0
105;g7;1-0
106;Ka3;1-0
107;Ne2;1-0
108;Ka2;1-0
109;Nd4;1-0
110;Kb2;1-0
111;Rc3;1-0
112;Kxc3;1-0
113;Ne2+;1-0
114;Kc4;1-0
115;Nc1;1-0
116;Kd4;1-0
117;Kh2;1-0
118;Ke5;1-0
119;g8=Q;1-0
120;Kd4;1-0
121;Nd3;1-0
122;Kc3;1-0
123;Qb3+;1-0
124;Kd2;1-0
125;Kg3;1-0
126;Ke2;1-0
127;Qc3;1-0
128;Kd1;1-0
129;Kg2;1-0
130;Ke2;1-0
131;Qe1#;1-0
1;g3;1-0
2;e5;1-0
3;c4;1-0
4;Nf6;1-0
5;Bg2;1-0
6;c6;1-0
7;Nf3;1-0
8;e4;1-0
9;Nd4;1-0
10;d5;1-0
11;d3;1-0
12;Bc5;1-0
13;Nb3;1-0
14;Bd7;1-0
15;Nxc5;1-0
16;Qa5+;1-0
17;Qd2;1-0
18;Qxc5;1-0
19;b3;1-0
20;exd3;1-0
21;O-O;1-0
22;dxe2;1-0
23;Qxe2+;1-0
24;Kf8;1-0
25;Ba3;1-0
26;Na6;1-0
27;Bxc5+;1-0
28;Kg8;1-0
29;Bd4;1-0
30;Re8;1-0
31;Qd2;1-0
32;h5;1-0
33;Nc3;1-0
34;Nc7;1-0
35;Rfc1;1-0
36;h4;1-0
37;Re1;1-0
38;Re5;1-0
39;Bxe5;1-0
40;hxg3;1-0
41;fxg3;1-0
42;Ng4;1-0
43;h4;1-0
44;Na6;1-0
45;Nd1;1-0
46;Rh6;1-0
47;Nf2;1-0
48;Nxe5;1-0
49;Rxe5;1-0
50;Be6;1-0
51;cxd5;1-0
52;cxd5;1-0
53;Bxd5;1-0
54;Bxd5;1-0
55;Qxd5;1-0
56;Re6;1-0
57;Rxe6;1-0
58;g5;1-0
59;Rg6+;1-0
60;Kh8;1-0
61;Qxf7;1-0
62;g4;1-0
63;Qg7#;1-0
1;e4;1-0
2;e5;1-0
3;Nf3;1-0
4;Nc6;1-0
5;d4;1-0
6;exd4;1-0
7;Nxd4;1-0
8;Nf6;1-0
9;Nxc6;1-0
10;bxc6;1-0
11;e5;1-0
12;Qe7;1-0
13;Qe2;1-0
14;Nd5;1-0
15;g3;1-0
16;a5;1-0
17;Bg2;1-0
18;Nb6;1-0
19;b3;1-0
20;Qe6;1-0
21;Bb2;1-0
22;Bb4+;1-0
23;c3;1-0
24;Bc5;1-0
25;O-O;1-0
26;O-O;1-0
27;Qc2;1-0
28;Qxe5;1-0
29;c4;1-0
30;Qf4;1-0
31;gxf4;1-0
32;Re8;1-0
33;Qc3;1-0
34;f6;1-0
35;Qxf6;1-0
36;a4;1-0
37;Qxg7#;1-0
1;e4;1-0
2;e5;1-0
3;Nf3;1-0
4;Ne7;1-0
5;Nxe5;1-0
6;d5;1-0
7;exd5;1-0
8;Qxd5;1-0
9;Nf3;1-0
10;Nbc6;1-0
11;Be2;1-0
12;Nf5;1-0
13;Nc3;1-0
14;Qd8;1-0
15;O-O;1-0
16;Be7;1-0
17;d3;1-0
18;O-O;1-0
19;Re1;1-0
20;Nfd4;1-0
21;Nxd4;1-0
22;Nxd4;1-0
23;Bh5;1-0
24;Ne2+;1-0
25;Rxe2;1-0
26;Bd6;1-0
27;Ne4;1-0
28;Bxh2+;1-0
29;Kxh2;1-0
30;a6;1-0
31;Kg1;1-0
32;a5;1-0
33;Bg5;1-0
34;Qd6;1-0
35;Bd8;1-0
36;Qxd8;1-0
37;Qd2;1-0
38;Ra6;1-0
39;Rf1;1-0
40;f5;1-0
41;Ng5;1-0
42;f4;1-0
43;Bf7+;1-0
44;Rxf7;1-0
45;Nf3;1-0
46;Bg4;1-0
47;Rfe1;1-0
48;Rf8;1-0
49;Re5;1-0
50;Rf7;1-0
51;Re8+;1-0
52;Rf8;1-0
53;Rxd8;1-0
54;Rxd8;1-0
55;Qxf4;1-0
56;Bh5;1-0
57;Qg5;1-0
58;Rf8;1-0
59;Qxh5;1-0
60;Rh6;1-0
61;Rf1;1-0
62;Rxh5;1-0
63;g3;1-0
64;Rxf3;1-0
65;Re1;1-0
66;Rf8;1-0
67;c4;1-0
68;Rg5;1-0
69;b3;1-0
70;Rg4;1-0
71;Re7;1-0
72;Re4;1-0
73;dxe4;1-0
74;Rb8;1-0
75;Rxc7;1-0
76;b6;1-0
77;Rd7;1-0
78;a4;1-0
79;Rd5;1-0
80;Kf7;1-0
81;Kg2;1-0
82;Ke6;1-0
83;Rg5;1-0
84;Rd8;1-0
85;Rxg7;1-0
86;Ke5;1-0
87;Ra7;1-0
88;Rd5;1-0
89;cxd5;1-0
90;Kd4;1-0
91;d6;1-0
92;Kxe4;1-0
93;d7;1-0
94;Kd5;1-0
95;bxa4;1-0
96;Kc4;1-0
97;d8=Q;1-0
98;Kc5;1-0
99;Rc7+;1-0
100;Kb4;1-0
101;Qd6+;1-0
102;Kxa4;1-0
