Datetime,price,volume,ma_short,ma_long,rsi,trad_signal,trad_signal_trend,amplitude,time_comp,fft_period,resonance_score,use_grid,direction_hint,res_signal
2024-09-01 00:00:00+00:00,58948.04296875,0,,,50.0,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 01:00:00+00:00,58836.39453125,21925888,,,50.0,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 02:00:00+00:00,58527.16015625,862864384,,,50.0,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 03:00:00+00:00,58521.00390625,252102656,,,50.0,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 04:00:00+00:00,58415.5859375,147733504,,,50.0,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 05:00:00+00:00,58020.26953125,1310215168,,,50.0,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 06:00:00+00:00,58205.1796875,332211200,,,50.0,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 07:00:00+00:00,58431.32421875,281401344,,,50.0,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 08:00:00+00:00,58240.390625,185065472,,,50.0,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 09:00:00+00:00,58211.0234375,38633472,,,50.0,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 10:00:00+00:00,57911.16796875,280508416,,,50.0,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 11:00:00+00:00,58211.90625,568800256,,,50.0,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 12:00:00+00:00,57983.6640625,300807168,,,50.0,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 13:00:00+00:00,58171.45703125,769710080,,,50.0,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 14:00:00+00:00,57867.35546875,1774979072,,,31.237148081232263,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 15:00:00+00:00,58180.9140625,783691776,,,39.365193242011685,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 16:00:00+00:00,58176.02734375,373288960,,,43.678799471182245,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 17:00:00+00:00,58067.53515625,122093568,,,42.12661655032839,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 18:00:00+00:00,58560.828125,505894912,,,52.222437400928136,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 19:00:00+00:00,58474.84765625,367636480,,,57.683105249536524,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 20:00:00+00:00,58416.31640625,238755840,,,53.72780428458517,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 21:00:00+00:00,58363.73046875,68499456,,,48.72865665500926,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 22:00:00+00:00,57428.62890625,1551511552,,,38.07119478053423,hold,hold,,,,0.0,False,0.0,hold
2024-09-01 23:00:00+00:00,57335.390625,1201321984,58229.422688802086,,37.36970333491849,hold,hold,,,,0.0,False,0.0,hold
2024-09-02 00:00:00+00:00,57307.37890625,794359808,58161.061686197914,,40.54971472451902,hold,hold,,,,0.0,False,0.0,hold
2024-09-02 01:00:00+00:00,57393.7734375,1045850112,58100.952473958336,,36.27391098050421,hold,hold,,,,0.0,False,0.0,hold
2024-09-02 02:00:00+00:00,57515.203125,0,58058.78759765625,,41.848312239154964,hold,hold,,,,0.0,False,0.0,hold
2024-09-02 03:00:00+00:00,57726.29296875,512741376,58025.674641927086,,42.316001262214215,hold,hold,,,,0.0,False,0.0,hold
2024-09-02 04:00:00+00:00,57459.90625,305461248,57985.854654947914,,42.87422171638436,hold,hold,,,,0.0,False,0.0,hold
2024-09-02 05:00:00+00:00,57805.14453125,0,57976.89111328125,,43.50028175333003,hold,hold,,,,0.0,False,0.0,hold
2024-09-02 06:00:00+00:00,57683.93359375,0,57955.172526041664,,41.81748741211866,hold,hold,,,,0.0,False,0.0,hold
2024-09-02 07:00:00+00:00,57530.3203125,67858432,57917.630696614586,,41.19927457864,hold,hold,,,,0.0,False,0.0,hold
2024-09-02 08:00:00+00:00,58092.36328125,1139023872,57911.462890625,,42.49460847448929,hold,hold,,,,0.0,False,0.0,hold
2024-09-02 09:00:00+00:00,58416.08984375,682905600,57920.00732421875,,49.12526372350843,hold,hold,,,,0.0,False,0.0,hold
2024-09-02 10:00:00+00:00,58478.5625,651939840,57943.648763020836,,50.92558064429938,hold,hold,,,,0.0,False,0.0,hold
2024-09-02 11:00:00+00:00,58418.4765625,146579456,57952.255859375,,50.81224622738721,hold,hold,,,,0.0,False,0.0,hold
2024-09-02 12:00:00+00:00,58389.23046875,20936704,57969.154459635414,,69.4912433104218,hold,hold,,,,0.0,False,0.0,hold
