Datetime,price,volume,ma_short,ma_long,rsi,trad_signal,trad_signal_trend,amplitude,time_comp,fft_period,resonance_score,use_grid,direction_hint,res_signal
2024-08-07 22:00:00+00:00,55285.26171875,0,56386.521809895836,59297.999604724704,24.811494035220605,hold,hold,8241.31640625,4.0120481927710845,336.0,0.7107434090722488,False,-1.0,hold
2024-08-07 23:00:00+00:00,55041.60546875,0,56346.464192708336,59240.71021670387,23.142352075519113,hold,hold,7545.08984375,3.9878048780487805,336.0,0.6528508146460513,False,-1.0,hold
2024-08-08 00:00:00+00:00,55326.60546875,0,56305.965169270836,59185.21033296131,27.74544969867118,hold,hold,7545.08984375,3.9878048780487805,336.0,0.6215106107144339,False,-1.0,hold
2024-08-08 01:00:00+00:00,56904.92578125,1432268800,56303.5712890625,59142.06689453125,49.05878226692779,hold,sell,7545.08984375,3.9878048780487805,336.0,0.6271602479658294,False,-1.0,hold
2024-08-08 02:00:00+00:00,57372.40234375,0,56328.802083333336,59102.174967447914,50.43551993102016,hold,sell,7545.08984375,3.9878048780487805,336.0,0.6286328074356181,False,-1.0,hold
2024-08-08 03:00:00+00:00,57142.47265625,0,56338.304850260414,59061.901460193454,53.0705917100157,hold,sell,7545.08984375,4.0,336.0,0.6236071573018342,False,-1.0,hold
2024-08-08 04:00:00+00:00,56776.59765625,0,56324.380696614586,59020.659830729164,55.21654967862452,hold,sell,7545.08984375,4.0,336.0,0.6228400843600423,False,-1.0,hold
2024-08-08 05:00:00+00:00,56989.26953125,0,56330.2216796875,58977.16587611607,57.97156994737118,hold,sell,7545.08984375,4.024390243902439,336.0,0.6122292778256777,False,-1.0,hold
2024-08-08 06:00:00+00:00,57269.7578125,0,56348.370442708336,58935.75732421875,59.51317417070232,hold,sell,7545.08984375,4.024390243902439,336.0,0.594980036394671,False,-1.0,hold
2024-08-08 07:00:00+00:00,57213.1328125,18202624,56359.206217447914,58893.56989397322,66.14190031560858,hold,sell,7545.08984375,4.0,336.0,0.5830191640380209,False,-1.0,hold
2024-08-08 08:00:00+00:00,57241.74609375,0,56354.12451171875,58850.49067615328,76.96009940369878,hold,sell,7545.08984375,4.0,336.0,0.5830131997388227,False,-1.0,hold
2024-08-08 09:00:00+00:00,57376.984375,0,56354.001302083336,58808.386881510414,77.71180113164412,hold,sell,7545.08984375,4.0,336.0,0.581570571751448,False,-1.0,hold
2024-08-08 10:00:00+00:00,57396.91015625,0,56354.388671875,58765.723725818454,76.74899877601408,hold,sell,7554.38671875,4.0,336.0,0.5679852241814943,False,-1.0,hold
2024-08-08 11:00:00+00:00,57383.94140625,0,56369.770182291664,58722.58784412203,74.13091281593105,hold,sell,7554.38671875,4.0,336.0,0.5680819835474034,False,-1.0,hold
2024-08-08 12:00:00+00:00,57960.125,1421766656,56396.435546875,58681.496977306546,79.76718851748521,hold,sell,5979.015625,4.0,336.0,0.42514459219202755,False,-1.0,hold
2024-08-08 13:00:00+00:00,57167.484375,635645952,56412.063802083336,58636.508393787204,71.08188242257742,hold,sell,4701.8828125,3.9879518072289155,336.0,0.3054726497237256,False,-1.0,hold
2024-08-08 14:00:00+00:00,58961.26953125,301486080,56526.90869140625,58606.66441127232,77.74238367551386,hold,sell,5703.02734375,3.9879518072289155,336.0,0.35448728497170195,False,-1.0,hold
2024-08-08 15:00:00+00:00,59515.77734375,1144844288,56669.282552083336,58585.904692150296,73.61936653911883,hold,sell,6257.53515625,3.9879518072289155,336.0,0.3907078794969163,False,-1.0,hold
2024-08-08 16:00:00+00:00,59634.63671875,1261256704,56813.783040364586,58566.65411086309,71.84335509878943,hold,sell,6376.39453125,3.9878048780487805,336.0,0.39772405509452236,False,-1.0,hold
2024-08-08 17:00:00+00:00,59527.953125,0,56980.408854166664,58545.10544549851,73.59494690119828,hold,sell,6376.39453125,3.9879518072289155,336.0,0.3951574924971308,False,-1.0,hold
2024-08-08 18:00:00+00:00,59388.7890625,0,57171.4345703125,58524.391206287204,77.0505291414083,hold,sell,6228.5,3.9879518072289155,336.0,0.361608188118601,False,-1.0,hold
2024-08-08 19:00:00+00:00,59359.70703125,0,57361.454427083336,58500.66692243303,75.51729937934167,hold,sell,5616.84765625,3.9879518072289155,336.0,0.3261703245710862,False,-1.0,hold
2024-08-08 20:00:00+00:00,59588.1875,0,57552.139322916664,58470.80378069197,75.24006035317151,hold,sell,5616.84765625,3.9634146341463414,336.0,0.3239309804896895,False,-1.0,hold
2024-08-08 21:00:00+00:00,61065.796875,490508288,57787.13916015625,58448.289876302086,82.03216850988426,hold,sell,7048.0078125,3.9634146341463414,336.0,0.4254173194333057,False,-1.0,hold
2024-08-08 22:00:00+00:00,62427.046875,2109374464,58084.713541666664,58432.12888299851,85.2915419107947,hold,sell,8409.2578125,3.9634146341463414,336.0,0.524835455428118,False,-1.0,hold
2024-08-08 23:00:00+00:00,61784.6796875,2241744896,58365.674967447914,58410.71335565476,78.06195280970186,hold,sell,7627.81640625,3.9879518072289155,336.0,0.47565670447002945,False,-1.0,hold
2024-08-09 00:00:00+00:00,61228.86328125,410607616,58611.602376302086,58388.79547991072,72.83806850722127,hold,hold,7627.81640625,3.9879518072289155,336.0,0.46936239506494626,False,1.0,hold
2024-08-09 01:00:00+00:00,61428.0546875,0,58800.066080729164,58369.501790364586,73.57912760509784,hold,hold,7627.81640625,3.9879518072289155,336.0,0.5073224025001529,False,1.0,hold
