signal_col,horizon,threshold,buy_count,buy_win,buy_winrate,buy_mean_ret,buy_median_ret,sell_count,sell_win,sell_winrate,sell_mean_ret,sell_median_ret
res_signal,1 days 00:00:00,0.01,614,269,0.4381107491856677,0.004951441879406581,0.004221758435771328,601,202,0.33610648918469216,0.001988595834156744,0.003403160954504214
res_signal,1 days 00:00:00,0.03,614,106,0.17263843648208468,0.004951441879406581,0.004221758435771328,601,84,0.13976705490848584,0.001988595834156744,0.003403160954504214
res_signal,1 days 00:00:00,0.05,614,36,0.05863192182410423,0.004951441879406581,0.004221758435771328,601,24,0.03993344425956739,0.001988595834156744,0.003403160954504214
res_signal,3 days 00:00:00,0.01,569,298,0.523725834797891,0.01053545833700016,0.011477426659959544,601,248,0.41264559068219636,0.001149523868604419,0.004400256266236635
res_signal,3 days 00:00:00,0.03,569,174,0.30579964850615116,0.01053545833700016,0.011477426659959544,601,143,0.23793677204658903,0.001149523868604419,0.004400256266236635
res_signal,3 days 00:00:00,0.05,569,51,0.08963093145869948,0.01053545833700016,0.011477426659959544,601,70,0.11647254575707154,0.001149523868604419,0.004400256266236635
res_signal,7 days 00:00:00,0.01,544,309,0.5680147058823529,0.020516905009850928,0.017992049874149707,597,249,0.41708542713567837,0.0029370242656981565,0.0036481552284792773
res_signal,7 days 00:00:00,0.03,544,223,0.4099264705882353,0.020516905009850928,0.017992049874149707,597,181,0.30318257956448913,0.0029370242656981565,0.0036481552284792773
res_signal,7 days 00:00:00,0.05,544,169,0.31066176470588236,0.020516905009850928,0.017992049874149707,597,126,0.21105527638190955,0.0029370242656981565,0.0036481552284792773
trad_signal,1 days 00:00:00,0.01,12,2,0.16666666666666666,-0.002573816056111224,-0.003915080313648789,14,6,0.42857142857142855,-0.005741936146990962,-0.0077764879691120115
trad_signal,1 days 00:00:00,0.03,12,1,0.08333333333333333,-0.002573816056111224,-0.003915080313648789,14,2,0.14285714285714285,-0.005741936146990962,-0.0077764879691120115
trad_signal,1 days 00:00:00,0.05,12,0,0.0,-0.002573816056111224,-0.003915080313648789,14,0,0.0,-0.005741936146990962,-0.0077764879691120115
trad_signal,3 days 00:00:00,0.01,12,7,0.5833333333333334,0.0025682927404046727,0.010699670474907719,14,6,0.42857142857142855,-0.0008269448002110047,0.005778911912539875
trad_signal,3 days 00:00:00,0.03,12,2,0.16666666666666666,0.0025682927404046727,0.010699670474907719,14,3,0.21428571428571427,-0.0008269448002110047,0.005778911912539875
trad_signal,3 days 00:00:00,0.05,12,1,0.08333333333333333,0.0025682927404046727,0.010699670474907719,14,2,0.14285714285714285,-0.0008269448002110047,0.005778911912539875
trad_signal,7 days 00:00:00,0.01,12,7,0.5833333333333334,0.015018408717132004,0.012311752243032381,13,1,0.07692307692307693,0.029882656344745902,0.015118169933129089
trad_signal,7 days 00:00:00,0.03,12,2,0.16666666666666666,0.015018408717132004,0.012311752243032381,13,0,0.0,0.029882656344745902,0.015118169933129089
trad_signal,7 days 00:00:00,0.05,12,2,0.16666666666666666,0.015018408717132004,0.012311752243032381,13,0,0.0,0.029882656344745902,0.015118169933129089
