,nav
2024-03-01 00:00:00+00:00,10000.0
2024-03-01 01:00:00+00:00,9974.120109439213
2024-03-01 02:00:00+00:00,9957.38290801334
2024-03-01 03:00:00+00:00,9968.738956618981
2024-03-01 04:00:00+00:00,9997.048748202498
2024-03-01 05:00:00+00:00,9983.292961986797
2024-03-01 06:00:00+00:00,10002.20097659605
2024-03-01 07:00:00+00:00,9996.504536736022
2024-03-01 08:00:00+00:00,10035.013689426709
2024-03-01 09:00:00+00:00,10054.66467651645
2024-03-01 10:00:00+00:00,10043.250206143111
2024-03-01 11:00:00+00:00,10030.22564455244
2024-03-01 12:00:00+00:00,10059.019638286705
2024-03-01 13:00:00+00:00,10077.449165918137
2024-03-01 14:00:00+00:00,10034.058303019105
2024-03-01 15:00:00+00:00,9979.069766703466
2024-03-01 16:00:00+00:00,9995.779344793526
2024-03-01 17:00:00+00:00,10031.347723503744
2024-03-01 18:00:00+00:00,10071.124057036155
2024-03-01 19:00:00+00:00,10055.858195129338
2024-03-01 20:00:00+00:00,10133.401978910377
2024-03-01 21:00:00+00:00,10090.907763141644
2024-03-01 22:00:00+00:00,10088.247667653804
2024-03-01 23:00:00+00:00,10077.064344274397
2024-03-02 00:00:00+00:00,10067.58096733112
2024-03-02 01:00:00+00:00,10045.641370993784
2024-03-02 02:00:00+00:00,10054.575138807262
2024-03-02 03:00:00+00:00,10068.791313953181
2024-03-02 04:00:00+00:00,10048.758045296556
2024-03-02 05:00:00+00:00,10042.723457705022
2024-03-02 06:00:00+00:00,10045.559136005559
2024-03-02 07:00:00+00:00,10046.721538676957
2024-03-02 08:00:00+00:00,10041.674723472945
2024-03-02 09:00:00+00:00,10033.094661361716
2024-03-02 10:00:00+00:00,10035.559488441222
2024-03-02 11:00:00+00:00,10033.838903880634
2024-03-02 12:00:00+00:00,10052.669446145766
2024-03-02 13:00:00+00:00,10031.581093064924
2024-03-02 14:00:00+00:00,10027.99482205333
2024-03-02 15:00:00+00:00,10027.286140610398
2024-03-02 16:00:00+00:00,10032.303109911349
2024-03-02 17:00:00+00:00,10026.975616214708
2024-03-02 18:00:00+00:00,10045.122877805476
2024-03-02 19:00:00+00:00,10052.24557082036
2024-03-02 20:00:00+00:00,10035.138470702277
2024-03-02 21:00:00+00:00,10034.392005616111
2024-03-02 22:00:00+00:00,10023.92625394863
2024-03-02 23:00:00+00:00,10041.640749944992
2024-03-03 00:00:00+00:00,10023.53698717039
2024-03-03 01:00:00+00:00,10025.877985503146
2024-03-03 02:00:00+00:00,10024.690499572791
2024-03-03 03:00:00+00:00,10037.153386668597
2024-03-03 04:00:00+00:00,10043.458174935728
2024-03-03 05:00:00+00:00,10034.001468799443
2024-03-03 06:00:00+00:00,10031.175633296723
2024-03-03 07:00:00+00:00,10014.040592333222
2024-03-03 08:00:00+00:00,10009.92281023943
2024-03-03 09:00:00+00:00,10019.2166339473
2024-03-03 10:00:00+00:00,10015.391278201601
2024-03-03 11:00:00+00:00,10024.627632670596
2024-03-03 12:00:00+00:00,10058.584332615445
2024-03-03 13:00:00+00:00,10069.28821648821
2024-03-03 14:00:00+00:00,10058.523053261284
2024-03-03 15:00:00+00:00,10057.421929944045
2024-03-03 16:00:00+00:00,10107.392544429913
2024-03-03 17:00:00+00:00,10089.727579932249
2024-03-03 18:00:00+00:00,10110.374594659297
2024-03-03 19:00:00+00:00,10101.859622017513
2024-03-03 20:00:00+00:00,10104.10600248737
2024-03-03 21:00:00+00:00,10108.000892837015
2024-03-03 22:00:00+00:00,10099.633562162508
2024-03-03 23:00:00+00:00,10133.306408518656
2024-03-04 00:00:00+00:00,10147.023776071905
2024-03-04 01:00:00+00:00,10166.39471968823
2024-03-04 02:00:00+00:00,10175.801259306603
2024-03-04 03:00:00+00:00,10157.4450763944
2024-03-04 04:00:00+00:00,10173.898424231571
2024-03-04 05:00:00+00:00,10156.56017711956
2024-03-04 06:00:00+00:00,10176.55089948884
2024-03-04 07:00:00+00:00,10208.330753567776
2024-03-04 08:00:00+00:00,10304.141500061438
2024-03-04 09:00:00+00:00,10314.302760015762
2024-03-04 10:00:00+00:00,10291.58526514116
2024-03-04 11:00:00+00:00,10296.354576948612
2024-03-04 12:00:00+00:00,10295.593188910912
2024-03-04 13:00:00+00:00,10293.615739078225
2024-03-04 14:00:00+00:00,10387.743684654539
2024-03-04 15:00:00+00:00,10403.292765130842
2024-03-04 16:00:00+00:00,10409.825207786223
2024-03-04 17:00:00+00:00,10459.70342697644
2024-03-04 18:00:00+00:00,10416.374160941174
2024-03-04 19:00:00+00:00,10485.09213017513
2024-03-04 20:00:00+00:00,10511.593387036908
2024-03-04 21:00:00+00:00,10482.420604341436
2024-03-04 22:00:00+00:00,10524.0556391135
2024-03-04 23:00:00+00:00,10556.284769286407
2024-03-05 00:00:00+00:00,10541.66408690111
2024-03-05 01:00:00+00:00,10582.86095841545
2024-03-05 02:00:00+00:00,10547.50435861313
2024-03-05 03:00:00+00:00,10546.163198032966
2024-03-05 04:00:00+00:00,10481.195652277449
2024-03-05 05:00:00+00:00,10447.013838021205
2024-03-05 06:00:00+00:00,10470.334283639588
2024-03-05 07:00:00+00:00,10393.919881530815
2024-03-05 08:00:00+00:00,10431.7530562681
2024-03-05 09:00:00+00:00,10394.125627756182
2024-03-05 10:00:00+00:00,10441.363437054197
2024-03-05 11:00:00+00:00,10420.1239494004
2024-03-05 12:00:00+00:00,10474.07137171453
2024-03-05 13:00:00+00:00,10516.357936200255
2024-03-05 14:00:00+00:00,10587.64011302072
2024-03-05 15:00:00+00:00,10439.389162317579
2024-03-05 16:00:00+00:00,10305.04005224938
2024-03-05 17:00:00+00:00,10327.616255348847
2024-03-05 18:00:00+00:00,10212.254537291661
2024-03-05 19:00:00+00:00,9973.873011664351
2024-03-05 20:00:00+00:00,10042.46876138981
2024-03-05 21:00:00+00:00,10174.622025182496
2024-03-05 22:00:00+00:00,10178.885811471268
2024-03-05 23:00:00+00:00,10226.546962163808
2024-03-06 00:00:00+00:00,10195.764011828709
2024-03-06 01:00:00+00:00,10160.494441426705
2024-03-06 02:00:00+00:00,10134.928445949676
2024-03-06 03:00:00+00:00,10178.473977315869
2024-03-06 04:00:00+00:00,10294.232430604901
2024-03-06 05:00:00+00:00,10467.783388143123
2024-03-06 06:00:00+00:00,10420.692738589369
2024-03-06 07:00:00+00:00,10507.290689226335
2024-03-06 08:00:00+00:00,10533.05851843958
2024-03-06 09:00:00+00:00,10456.73814387336
2024-03-06 10:00:00+00:00,10505.36335204582
2024-03-06 11:00:00+00:00,10567.00547509039
2024-03-06 12:00:00+00:00,10429.794312312682
2024-03-06 13:00:00+00:00,10483.88730917724
2024-03-06 14:00:00+00:00,10443.890784895262
2024-03-06 15:00:00+00:00,10488.879874698512
2024-03-06 16:00:00+00:00,10554.862784185554
2024-03-06 17:00:00+00:00,10565.46547201637
2024-03-06 18:00:00+00:00,10548.348882294189
2024-03-06 19:00:00+00:00,10530.0158456994
2024-03-06 20:00:00+00:00,10565.278027197764
2024-03-06 21:00:00+00:00,10499.927452306269
2024-03-06 22:00:00+00:00,10449.824463406214
2024-03-06 23:00:00+00:00,10455.678808425473
2024-03-07 00:00:00+00:00,10467.821499330308
2024-03-07 01:00:00+00:00,10473.7792890005
2024-03-07 02:00:00+00:00,10455.654697266235
2024-03-07 03:00:00+00:00,10430.23686875163
2024-03-07 04:00:00+00:00,10429.543089588991
2024-03-07 05:00:00+00:00,10424.650857601326
2024-03-07 06:00:00+00:00,10432.246650541158
2024-03-07 07:00:00+00:00,10480.591080375376
2024-03-07 08:00:00+00:00,10509.093581713998
2024-03-07 09:00:00+00:00,10519.5111580642
2024-03-07 10:00:00+00:00,10534.183187351213
2024-03-07 11:00:00+00:00,10530.477068842272
2024-03-07 12:00:00+00:00,10509.306693250504
2024-03-07 13:00:00+00:00,10544.185429539028
2024-03-07 14:00:00+00:00,10542.941760389858
2024-03-07 15:00:00+00:00,10590.317077178508
2024-03-07 16:00:00+00:00,10576.237715741196
2024-03-07 17:00:00+00:00,10604.215993811187
2024-03-07 18:00:00+00:00,10609.730449263101
2024-03-07 19:00:00+00:00,10599.29109509165
2024-03-07 20:00:00+00:00,10607.789889833974
2024-03-07 21:00:00+00:00,10576.84516139817
2024-03-07 22:00:00+00:00,10564.308914152196
2024-03-07 23:00:00+00:00,10538.047195064202
2024-03-08 00:00:00+00:00,10559.103237094416
2024-03-08 01:00:00+00:00,10546.894434946505
2024-03-08 02:00:00+00:00,10558.220457554511
2024-03-08 03:00:00+00:00,10561.13168558787
2024-03-08 04:00:00+00:00,10556.861677064457
2024-03-08 05:00:00+00:00,10541.071201100458
2024-03-08 06:00:00+00:00,10595.052975520779
2024-03-08 07:00:00+00:00,10578.68849841101
2024-03-08 08:00:00+00:00,10576.917494875888
2024-03-08 09:00:00+00:00,10572.002707287646
2024-03-08 10:00:00+00:00,10584.54284343027
2024-03-08 11:00:00+00:00,10615.363127173223
2024-03-08 12:00:00+00:00,10606.625554176495
2024-03-08 13:00:00+00:00,10635.988279454443
2024-03-08 14:00:00+00:00,10699.205405642893
2024-03-08 15:00:00+00:00,10644.882186096565
2024-03-08 16:00:00+00:00,10636.517169399056
2024-03-08 17:00:00+00:00,10696.571844830458
2024-03-08 18:00:00+00:00,10714.290435754301
2024-03-08 19:00:00+00:00,10730.373356746497
2024-03-08 20:00:00+00:00,10761.692197040182
2024-03-08 21:00:00+00:00,10680.092256379801
2024-03-08 22:00:00+00:00,10675.330691319628
2024-03-08 23:00:00+00:00,10677.40191767625
2024-03-09 00:00:00+00:00,10669.141901188334
2024-03-09 01:00:00+00:00,10649.892640542435
2024-03-09 02:00:00+00:00,10675.914025817363
