Datetime,ts,price_now,price_future,ret,signal
2024-09-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,58948.04296875,54166.7578125,-0.08111015931071186,hold
2024-09-01 01:00:00+00:00,2024-09-01 01:00:00+00:00,58836.39453125,54274.36328125,-0.07753757323754684,hold
2024-09-01 02:00:00+00:00,2024-09-01 02:00:00+00:00,58527.16015625,54339.13671875,-0.07155692205668673,hold
2024-09-01 03:00:00+00:00,2024-09-01 03:00:00+00:00,58521.00390625,54370.46484375,-0.07092392107881673,hold
2024-09-01 04:00:00+00:00,2024-09-01 04:00:00+00:00,58415.5859375,54518.65234375,-0.06671051109406667,hold
2024-09-01 05:00:00+00:00,2024-09-01 05:00:00+00:00,58020.26953125,54349.8515625,-0.06326096032306594,hold
2024-09-01 06:00:00+00:00,2024-09-01 06:00:00+00:00,58205.1796875,54295.06640625,-0.06717809827653065,hold
2024-09-01 07:00:00+00:00,2024-09-01 07:00:00+00:00,58431.32421875,54414.3046875,-0.06874770655909557,hold
2024-09-01 08:00:00+00:00,2024-09-01 08:00:00+00:00,58240.390625,54457.50390625,-0.06495297641644204,hold
2024-09-01 09:00:00+00:00,2024-09-01 09:00:00+00:00,58211.0234375,54483.10546875,-0.06404144350343866,hold
2024-09-01 10:00:00+00:00,2024-09-01 10:00:00+00:00,57911.16796875,54605.60546875,-0.05707987968372086,hold
2024-09-01 11:00:00+00:00,2024-09-01 11:00:00+00:00,58211.90625,54548.59765625,-0.06293057262233193,hold
2024-09-01 12:00:00+00:00,2024-09-01 12:00:00+00:00,57983.6640625,54225.25390625,-0.06481843148440647,hold
2024-09-01 13:00:00+00:00,2024-09-01 13:00:00+00:00,58171.45703125,54391.3984375,-0.06498132910302268,hold
2024-09-01 14:00:00+00:00,2024-09-01 14:00:00+00:00,57867.35546875,54150.703125,-0.06422709857126785,hold
2024-09-01 15:00:00+00:00,2024-09-01 15:00:00+00:00,58180.9140625,53773.28125,-0.07575736620028284,hold
2024-09-01 16:00:00+00:00,2024-09-01 16:00:00+00:00,58176.02734375,53921.46484375,-0.07313257185576938,hold
2024-09-01 17:00:00+00:00,2024-09-01 17:00:00+00:00,58067.53515625,54454.64453125,-0.06221877018334454,hold
2024-09-01 18:00:00+00:00,2024-09-01 18:00:00+00:00,58560.828125,54421.41796875,-0.07068564924345488,hold
2024-09-01 19:00:00+00:00,2024-09-01 19:00:00+00:00,58474.84765625,54337.359375,-0.07075671758176472,hold
2024-09-01 20:00:00+00:00,2024-09-01 20:00:00+00:00,58416.31640625,54384.85546875,-0.06901258390658593,hold
2024-09-01 21:00:00+00:00,2024-09-01 21:00:00+00:00,58363.73046875,54451.28515625,-0.06703555926047022,hold
2024-09-01 22:00:00+00:00,2024-09-01 22:00:00+00:00,57428.62890625,54554.44140625,-0.05004799095398915,hold
2024-09-01 23:00:00+00:00,2024-09-01 23:00:00+00:00,57335.390625,54819.7578125,-0.04387574210409417,hold
2024-09-02 00:00:00+00:00,2024-09-02 00:00:00+00:00,57307.37890625,55049.49609375,-0.039399512865414876,hold
2024-09-02 01:00:00+00:00,2024-09-02 01:00:00+00:00,57393.7734375,55117.73828125,-0.039656482226744116,hold
2024-09-02 02:00:00+00:00,2024-09-02 02:00:00+00:00,57515.203125,55121.640625,-0.04161617050709143,hold
2024-09-02 03:00:00+00:00,2024-09-02 03:00:00+00:00,57726.29296875,55128.90625,-0.04499486430136934,hold
2024-09-02 04:00:00+00:00,2024-09-02 04:00:00+00:00,57459.90625,54864.62890625,-0.04516675214293442,hold
2024-09-02 05:00:00+00:00,2024-09-02 05:00:00+00:00,57805.14453125,54652.68359375,-0.05453599265365994,hold
2024-09-02 06:00:00+00:00,2024-09-02 06:00:00+00:00,57683.93359375,54830.046875,-0.04947455107429111,hold
2024-09-02 07:00:00+00:00,2024-09-02 07:00:00+00:00,57530.3203125,54960.0078125,-0.04467752805891345,hold
2024-09-02 08:00:00+00:00,2024-09-02 08:00:00+00:00,58092.36328125,55216.41796875,-0.04950642649148762,hold
2024-09-02 09:00:00+00:00,2024-09-02 09:00:00+00:00,58416.08984375,55157.3828125,-0.055784408712844624,hold
2024-09-02 10:00:00+00:00,2024-09-02 10:00:00+00:00,58478.5625,55355.8515625,-0.05339924245743899,hold
2024-09-02 11:00:00+00:00,2024-09-02 11:00:00+00:00,58418.4765625,55250.74609375,-0.054224804465089926,hold
