timestamp,modus,result,moves
2025-07-22T16:05:47.204733,KI_vs_KI,1/2-1/2,Nc3;c6;g3;d6;Na4;Kd7;e3;Qe8;Nh3;h5;Bd3;Qd8;Nf4;Qb6;Nc3;Qc5;Rg1;Qe5;Bc4;Qd5;Qg4+;Qf5;e4;Kd8;Bb3;b6;Nce2;Qxf4;Kf1;Nh6;h4;a5;Nxf4;Ra7;a4;Bf5;Nh3;Bh7;Ke1;Bxe4;Qg6;Ra8;d4;fxg6;Bxh6;Bh1;c4;Na6;Rxh1;Ra7;Ng5;Nc5;Nf7+;Kc8;Ba2;g5;Rh2;Rd7;f3;Na6;Nd8;Nb4;Re2;Rg8;Nb7;gxh4;Rb1;e5;b3;h3;Nxa5;Be7;Bc1;Rdd8;Rxe5;Kd7;Ba3;Kc7;Bb2;Rh8;g4;bxa5;Rd5;Nxd5;Ba3;Ne3;c5;Rd7;Ke2;Kd8;b4;Nf1;Bd5;Nd2;gxh5;Rc7;b5;Nxf3;Rh1;Kc8;Ra1;Bh4;Bf7;dxc5;Be8;g5;Kd3;Bf2;Re1;Bg1;Re2;Rch7;Rd2;g4;Bc1;Rh6;Rh2;Kd8;Bf4;Rg8;Kc4;Rf8;Kd3;Rfh8;Bxh6;Nh4;Kc3;Rg8;Rxh3;Ke7;Kd2;Kxe8;Ke1;Kf7;Ra3;Rg7;b6;Kf6;Bf4;Kf7;Kf1;Nf3;Ra2;Kf6;Ra1;Ne1;Bg3;Re7;Bc7;Rd7;Bf4;cxd4;Ra2;d3;Rg2;Ke7;Rb2;Be3;Re2;Ra7;Bg5+;Ke6;Rc2;Rg7;Kxe1;Bf2+;Rxf2;d2+;Bxd2;Rg8;Kd1;g3;Rg2;c5;Kc1;Kd5;Rxg3;Ra8;Bb4;Re8;b7;cxb4;Kc2;Re6;Rh3;Ra6;Rd3+;Ke6;b8=Q;Rd6;Qa8;Kf7;Rf3+;Kg7;Qe4;Rd4;Qe2;Rf4;Re3;Rf1;Rc3;Rg1;Kd2;Ra1;Rc8;b3;Rf8;Rb1;Qf2;Rb2+;Kd3;Ra2;Rg8+;Kh7;Qg1;Rb2;Rg4;Rf2;Rc4;Rf1;Qxf1;Kh8;Qh3;Kg8;Rc1;b2;Rd1;Kf7;Qg3;Kf8;Ke3;Kf7;Qc7+;Kf8;Ra1;b1=B;Qe5;Kg8;Qh2;Kg7;Qh4;Ba2;Ke4;Bg8;Ra3;Bb3;Qf2;Ba2;Qh4;Kh6;Qf2;Kg5;Qb6;Bb3;Qg1+;Kh6;Ra1;Bd1;Qe3+;Kg7;Qe2;Kf6;Qc2;Ke7;Ke5;Bg4;Qe4;Kf8;Qg2;Bf5;Kxf5;Kf7;Rf1;Kf8;Qd2;Ke8;Qe2+;Kd7;Qe8+;Kxe8;Kg5;Kd8;Kg4;Ke7;Ra1;Kf6;Ra2;Kf7;Kf4;Kf6;h6;Kg6;Ke5;Kh7;Ra3;Kg6;Ra2;Kh5;h7;Kh6;h8=Q+;Kg5;Kd4;Kg6;Qf6+;Kxf6;Kc4;Ke7;Kd4;Kf6;Rg2;Kf5;Kc3;Kf6;Kd2;Ke7;Rg7+;Kf6;Rg5;Kxg5;Ke3;Kg6;Kd3;Kh6;Ke2;Kh5;Kf2;Kg4;Kf1;Kf5;Kg1;Ke5;Kf1;Kd4;Ke2;Kc5;Ke3;Kd6;Kd2;Ke7;Kc1;Ke8;Kd2;Kf7;Kd3;Ke8;Kc4;Ke7;Kd3;Kf8;Kc4;Kg8;Kd5;Kh8;Kd4;Kg8;Ke4;Kh7;Kf4;Kg8;Ke3;Kh7;Kd4;Kg7;Kd5;Kg6;Kd6;Kf7;Kc7;Ke8;Kb7;Ke7;Kc6;Kf6;Kc7;Kf7;Kb6;Ke8;Kc5;Kd8;Kc4;Kc7;Kd5;Kd8;Ke6;Kc7;Ke7;Kc8;Kd6;Kb7;Kd7;Ka8;Kc6;Ka7;Kd5;Ka8;Kd4;Kb7;Ke5;Ka7;Kd4;Ka6;Ke5;Kb6;Kd6;Kb7;Kc5;Kb8;Kb6;Ka8;Kb5;Kb8;Kc5;Kc8;Kb6;Kb8;Ka6;Ka8;Kb6;Kb8;Kc5;Ka7;Kc4;Ka8;Kd4;Kb8;Ke4;Ka8;Ke3;Kb7;Ke4;Kc8;Ke3;Kd7;Ke2;Ke6;Kf1;Ke7;Kg1;Kf7;Kg2;Kg8;Kh3;Kh8;Kg4;Kg8;Kg5;Kf7;Kf5;Kg8;Kf4;Kf8;Kg3;Kf7;Kf2;Ke8;Kg1;Kd8;Kf2;Ke8;Kg3;Kf7;Kh4;Kf8;Kh3;Kf7;Kh2;Kg8;Kh1;Kh7
