episode,step,price,e_long,e_short,trend,vol_bin,pos,policy_action,effective_action,block_reason,btc_before,btc_after,cash_before,cash_after,delta_btc,delta_cash,total_usd_before,total_usd_after
1,0,72219.86,0.067382,0.034016,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,70078.66,70078.66
1,1,72109.85,0.065228,0.030738,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,69990.66,69990.66
1,2,72605.66,0.071982,0.035981,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,70387.31,70387.31
1,3,72511.41,0.070088,0.032840,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,70311.91,70311.91
1,4,72506.77,0.069468,0.030865,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,70308.19,70308.19
1,5,71918.23,0.060374,0.021055,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,69837.36,69837.36
1,6,72084.50,0.062427,0.021815,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,69970.38,69970.38
1,7,72552.53,0.068846,0.026444,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,70344.80,70344.80
1,8,72454.55,0.066983,0.022712,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,70266.41,70266.41
1,9,72127.34,0.061813,0.016249,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,70004.65,70004.65
1,10,72032.56,0.060060,0.012573,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,69928.83,69928.83
1,11,72450.00,0.065851,0.015982,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,70262.78,70262.78
1,12,72173.88,0.061424,0.009860,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,70041.88,70041.88
1,13,71604.11,0.052735,0.000144,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,69586.06,69586.06
1,14,71811.17,0.055375,0.001146,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,69751.71,69751.71
1,15,72030.43,0.058133,0.002173,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,69927.12,69927.12
1,16,72231.28,0.060626,0.003205,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,70087.80,70087.80
1,17,72155.74,0.058980,0.001524,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,70027.37,70027.37
1,18,71676.10,0.051495,-0.005410,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,69643.66,69643.66
1,19,71927.88,0.054676,-0.002003,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,69845.08,69845.08
1,20,71848.18,0.053057,-0.003316,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,69781.32,69781.32
1,21,72071.82,0.055838,-0.000505,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,69960.23,69960.23
1,22,72226.92,0.057660,0.001487,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,70084.31,70084.31
1,23,72250.25,0.057598,0.001400,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,70102.98,70102.98
1,24,71739.73,0.049851,-0.005400,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,69694.56,69694.56
1,25,71673.36,0.048445,-0.006069,uptrend,low,LONG,HOLD,HOLD,none,0.80000000,0.80000000,12302.78,12302.78,0.00000000,0.00,69641.46,69641.46
1,26,70525.95,0.031189,-0.020804,uptrend,low,LONG,SELL_SMALL,SELL_SMALL,none,0.80000000,0.72000000,12302.78,17930.18,-0.08000000,5627.41,68723.53,68708.86
1,27,70710.95,0.033429,-0.017212,uptrend,low,LONG,HOLD,HOLD,none,0.72000000,0.72000000,17930.18,17930.18,0.00000000,0.00,68842.07,68842.07
1,28,71385.15,0.042624,-0.007197,uptrend,low,LONG,HOLD,HOLD,none,0.72000000,0.72000000,17930.18,17930.18,0.00000000,0.00,69327.49,69327.49
1,29,71372.13,0.041514,-0.007063,uptrend,low,LONG,HOLD,HOLD,none,0.72000000,0.72000000,17930.18,17930.18,0.00000000,0.00,69318.12,69318.12
1,30,71027.88,0.035676,-0.011247,uptrend,low,LONG,HOLD,HOLD,none,0.72000000,0.72000000,17930.18,17930.18,0.00000000,0.00,69070.26,69070.26
1,31,70978.76,0.034271,-0.011028,uptrend,low,LONG,HOLD,HOLD,none,0.72000000,0.72000000,17930.18,17930.18,0.00000000,0.00,69034.89,69034.89
1,32,71182.16,0.036531,-0.007461,uptrend,low,LONG,SELL_SMALL,SELL_SMALL,none,0.72000000,0.64800000,17930.18,23041.97,-0.07200000,5111.79,69181.34,69168.02
1,33,71455.53,0.039824,-0.003260,uptrend,low,PARTIAL,HOLD,HOLD,none,0.64800000,0.64800000,23041.97,23041.97,0.00000000,0.00,69345.16,69345.16
1,34,71466.70,0.039272,-0.002776,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.64800000,0.58320000,23041.97,27660.98,-0.06480000,4619.00,69352.40,69340.36
1,35,72023.05,0.046560,0.005236,uptrend,low,PARTIAL,SELL_MEDIUM,SELL_MEDIUM,none,0.58320000,0.43740000,27660.98,38134.63,-0.14580000,10473.66,69664.82,69637.52
1,36,71993.62,0.045311,0.004931,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.43740000,0.39366000,38134.63,41275.45,-0.04374000,3140.81,69624.65,69616.46
1,37,72053.16,0.045388,0.005499,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,69639.90,69639.90
1,38,72189.65,0.046674,0.007182,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,69693.63,69693.63
1,39,72194.91,0.046214,0.007159,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,69695.70,69695.70
1,40,72672.45,0.052508,0.013561,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,69883.68,69883.68
1,41,72857.64,0.054626,0.015730,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,69956.59,69956.59
1,42,73454.91,0.062672,0.023000,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,70191.71,70191.71
1,43,73305.50,0.059857,0.020103,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,70132.89,70132.89
1,44,73279.41,0.058874,0.018895,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,70122.62,70122.62
1,45,73142.53,0.056360,0.016361,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,70068.74,70068.74
1,46,72944.46,0.052859,0.013188,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,69990.76,69990.76
1,47,71897.00,0.037252,-0.001157,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,69578.42,69578.42
1,48,72389.98,0.043793,0.005314,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,69772.49,69772.49
1,49,72731.75,0.048157,0.009442,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,69907.03,69907.03
1,50,73016.94,0.051735,0.011942,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,70019.30,70019.30
1,51,72912.84,0.049725,0.009216,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,69978.32,69978.32
1,52,73165.27,0.052808,0.011672,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,70077.69,70077.69
1,53,73273.97,0.053795,0.012066,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,70120.48,70120.48
1,54,73194.90,0.052121,0.009714,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,70089.35,70089.35
1,55,73285.50,0.052819,0.009625,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,70125.02,70125.02
1,56,73009.77,0.048236,0.004773,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,70016.48,70016.48
1,57,73104.50,0.048970,0.005126,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,70053.77,70053.77
1,58,72874.27,0.045076,0.001153,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,69963.13,69963.13
1,59,72959.85,0.045710,0.001792,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,69996.82,69996.82
1,60,73035.34,0.046175,0.002231,uptrend,low,PARTIAL,HOLD,HOLD,none,0.39366000,0.39366000,41275.45,41275.45,0.00000000,0.00,70026.54,70026.54
1,61,73270.20,0.048878,0.004755,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.39366000,0.35429400,41275.45,44152.30,-0.03936600,2876.86,70118.99,70111.49
1,62,73011.54,0.044540,0.000738,uptrend,low,PARTIAL,HOLD,HOLD,none,0.35429400,0.35429400,44152.30,44152.30,0.00000000,0.00,70019.85,70019.85
1,63,73164.20,0.046069,0.002275,uptrend,low,PARTIAL,HOLD,HOLD,none,0.35429400,0.35429400,44152.30,44152.30,0.00000000,0.00,70073.94,70073.94
1,64,73573.91,0.051240,0.007369,uptrend,low,PARTIAL,HOLD,HOLD,none,0.35429400,0.35429400,44152.30,44152.30,0.00000000,0.00,70219.10,70219.10
1,65,73224.30,0.045636,0.002373,uptrend,low,PARTIAL,SELL_MEDIUM,SELL_MEDIUM,none,0.35429400,0.26572050,44152.30,50621.17,-0.08857350,6468.87,70095.23,70078.37
1,66,73396.47,0.047496,0.004763,uptrend,low,PARTIAL,HOLD,HOLD,none,0.26572050,0.26572050,50621.17,50621.17,0.00000000,0.00,70124.12,70124.12
1,67,73396.22,0.046903,0.004708,uptrend,low,PARTIAL,HOLD,HOLD,none,0.26572050,0.26572050,50621.17,50621.17,0.00000000,0.00,70124.05,70124.05
1,68,72898.02,0.039269,-0.001895,uptrend,low,PARTIAL,HOLD,HOLD,none,0.26572050,0.26572050,50621.17,50621.17,0.00000000,0.00,69991.67,69991.67
1,69,72874.42,0.038405,-0.002065,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.26572050,0.23914845,50621.17,52552.56,-0.02657205,1931.39,69985.40,69980.37
1,70,72845.80,0.037453,-0.002401,uptrend,low,PARTIAL,HOLD,HOLD,none,0.23914845,0.23914845,52552.56,52552.56,0.00000000,0.00,69973.52,69973.52
1,71,71981.84,0.024718,-0.014280,uptrend,low,PARTIAL,HOLD,HOLD,none,0.23914845,0.23914845,52552.56,52552.56,0.00000000,0.00,69766.91,69766.91
1,72,71473.96,0.017103,-0.020723,uptrend,low,PARTIAL,HOLD,HOLD,none,0.23914845,0.23914845,52552.56,52552.56,0.00000000,0.00,69645.45,69645.45
1,73,70883.76,0.008414,-0.027784,uptrend,low,PARTIAL,HOLD,HOLD,none,0.23914845,0.23914845,52552.56,52552.56,0.00000000,0.00,69504.30,69504.30
1,74,71265.74,0.013511,-0.021566,uptrend,low,PARTIAL,HOLD,HOLD,none,0.23914845,0.23914845,52552.56,52552.56,0.00000000,0.00,69595.65,69595.65
1,75,71071.01,0.010447,-0.023210,uptrend,low,PARTIAL,SELL_MEDIUM,SELL_MEDIUM,none,0.23914845,0.17936134,52552.56,56790.64,-0.05978711,4238.08,69549.08,69538.03
1,76,69724.59,-0.008867,-0.039823,uptrend,low,FLAT,HOLD,HOLD,none,0.17936134,0.17936134,56790.64,56790.64,0.00000000,0.00,69296.54,69296.54
1,77,69209.32,-0.016328,-0.044691,uptrend,low,FLAT,HOLD,HOLD,none,0.17936134,0.17936134,56790.64,56790.64,0.00000000,0.00,69204.12,69204.12
1,78,70689.74,0.004455,-0.022849,uptrend,low,FLAT,HOLD,HOLD,none,0.17936134,0.17936134,56790.64,56790.64,0.00000000,0.00,69469.65,69469.65
1,79,70911.12,0.007298,-0.018446,uptrend,low,FLAT,HOLD,HOLD,none,0.17936134,0.17936134,56790.64,56790.64,0.00000000,0.00,69509.36,69509.36
1,80,71482.80,0.015052,-0.009661,uptrend,low,FLAT,HOLD,HOLD,none,0.17936134,0.17936134,56790.64,56790.64,0.00000000,0.00,69611.89,69611.89
1,81,71426.14,0.013865,-0.009486,uptrend,low,FLAT,BUY_SMALL,BUY_SMALL,none,0.17936134,0.25866422,56790.64,51111.58,0.07930288,-5679.06,69601.73,69586.97
1,82,71920.29,0.020470,-0.002083,uptrend,low,PARTIAL,HOLD,HOLD,none,0.25866422,0.25866422,51111.58,51111.58,0.00000000,0.00,69714.78,69714.78
1,83,71596.59,0.015486,-0.005791,uptrend,low,PARTIAL,HOLD,HOLD,none,0.25866422,0.25866422,51111.58,51111.58,0.00000000,0.00,69631.05,69631.05
1,84,68883.81,-0.023132,-0.041158,uptrend,low,PARTIAL,HOLD,HOLD,none,0.25866422,0.25866422,51111.58,51111.58,0.00000000,0.00,68929.36,68929.36
1,85,68007.37,-0.035628,-0.050460,uptrend,low,PARTIAL,HOLD,HOLD,none,0.25866422,0.25866422,51111.58,51111.58,0.00000000,0.00,68702.65,68702.65
1,86,67360.71,-0.044815,-0.056387,uptrend,low,PARTIAL,BUY_MEDIUM,BUY_MEDIUM,none,0.25866422,0.44786460,51111.58,38333.68,0.18920038,-12777.89,68535.38,68502.16
1,87,67515.66,-0.042660,-0.051087,sideways,low,PARTIAL,BUY_SMALL,BUY_SMALL,none,0.44786460,0.50449445,38333.68,34500.32,0.05662985,-3833.37,68571.56,68561.59
1,88,68403.99,-0.030136,-0.035683,sideways,low,PARTIAL,HOLD,HOLD,none,0.50449445,0.50449445,34500.32,34500.32,0.00000000,0.00,69009.75,69009.75
1,89,68532.82,-0.028405,-0.031197,sideways,low,PARTIAL,HOLD,HOLD,none,0.50449445,0.50449445,34500.32,34500.32,0.00000000,0.00,69074.74,69074.74
1,90,67223.84,-0.046952,-0.046233,sideways,low,PARTIAL,BUY_MEDIUM,BUY_MEDIUM,none,0.50449445,0.63246472,34500.32,25875.24,0.12797028,-8625.08,68414.37,68391.95
1,91,67686.20,-0.040429,-0.036421,sideways,low,PARTIAL,HOLD,HOLD,none,0.63246472,0.63246472,25875.24,25875.24,0.00000000,0.00,68684.37,68684.37
1,92,67355.97,-0.045105,-0.037959,sideways,low,PARTIAL,BUY_SMALL,BUY_SMALL,none,0.63246472,0.67078050,25875.24,23287.71,0.03831577,-2587.52,68475.51,68468.78
1,93,67783.62,-0.039046,-0.028909,downtrend,low,PARTIAL,BUY_SMALL,BUY_SMALL,none,0.67078050,0.70504713,23287.71,20958.94,0.03426664,-2328.77,68755.64,68749.59
1,94,67887.73,-0.037590,-0.024531,downtrend,low,PARTIAL,BUY_SMALL,BUY_SMALL,none,0.70504713,0.73583981,20958.94,18863.05,0.03079268,-2095.89,68822.99,68817.54
1,95,68317.48,-0.031528,-0.016197,downtrend,low,LONG,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.73583981,0.76337889,18863.05,16976.74,0.02753908,-1886.30,69133.77,69128.87
1,96,68465.00,-0.029428,-0.012290,downtrend,low,LONG,HOLD,HOLD,none,0.76337889,0.76337889,16976.74,16976.74,0.00000000,0.00,69241.48,69241.48
1,97,68181.55,-0.033458,-0.014779,downtrend,low,LONG,HOLD,HOLD,none,0.76337889,0.76337889,16976.74,16976.74,0.00000000,0.00,69025.10,69025.10
1,98,67934.16,-0.036964,-0.016380,downtrend,low,LONG,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.76337889,0.78830391,16976.74,15279.07,0.02492502,-1697.67,68836.24,68831.83
1,99,68235.14,-0.032672,-0.010329,downtrend,low,LONG,HOLD,HOLD,none,0.78830391,0.78830391,15279.07,15279.07,0.00000000,0.00,69069.10,69069.10
1,100,70252.05,-0.004207,0.018599,downtrend,low,LONG,HOLD,HOLD,none,0.78830391,0.78830391,15279.07,15279.07,0.00000000,0.00,70659.04,70659.04
1,101,68679.73,-0.026477,-0.003880,downtrend,low,LONG,HOLD,HOLD,none,0.78830391,0.78830391,15279.07,15279.07,0.00000000,0.00,69419.57,69419.57
1,102,67839.66,-0.038274,-0.014366,downtrend,low,LONG,BUY_SMALL,BUY_SMALL,none,0.78830391,0.81076768,15279.07,13751.16,0.02246377,-1527.91,68757.33,68753.36
1,103,68253.43,-0.032398,-0.006757,downtrend,low,LONG,HOLD,HOLD,none,0.81076768,0.81076768,13751.16,13751.16,0.00000000,0.00,69088.84,69088.84
1,104,69113.23,-0.020273,0.007202,downtrend,low,LONG,HOLD,HOLD,none,0.81076768,0.81076768,13751.16,13751.16,0.00000000,0.00,69785.94,69785.94
1,105,69522.73,-0.014565,0.014342,downtrend,low,LONG,HOLD,HOLD,none,0.81076768,0.81076768,13751.16,13751.16,0.00000000,0.00,70117.94,70117.94
1,106,69728.12,-0.011775,0.018697,downtrend,low,LONG,BUY_SMALL,BUY_SMALL,none,0.81076768,0.83043752,13751.16,12376.05,0.01966984,-1375.12,70284.47,70280.89
1,107,69238.57,-0.018808,0.012999,downtrend,low,LONG,HOLD,HOLD,none,0.83043752,0.83043752,12376.05,12376.05,0.00000000,0.00,69874.35,69874.35
1,108,69155.64,-0.020051,0.011618,downtrend,low,LONG,BUY_MEDIUM,BUY_MEDIUM,none,0.83043752,0.87506102,12376.05,9282.03,0.04462350,-3094.01,69805.48,69797.44
1,109,69259.12,-0.018652,0.012359,downtrend,low,LONG,BUY_SMALL,BUY_SMALL,none,0.87506102,0.88842807,9282.03,8353.83,0.01336705,-928.20,69887.99,69885.58
1,110,69009.67,-0.022234,0.007701,downtrend,low,LONG,BUY_SMALL,BUY_SMALL,none,0.88842807,0.90050190,8353.83,7518.45,0.01207383,-835.38,69663.96,69661.79
1,111,69036.83,-0.021904,0.007165,downtrend,low,LONG,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.90050190,0.91136407,7518.45,6766.60,0.01086217,-751.84,69686.24,69684.29
1,112,69180.29,-0.019921,0.008782,downtrend,low,LONG,BUY_SMALL,BUY_SMALL,none,0.91136407,0.92111976,6766.60,6089.94,0.00975568,-676.66,69815.03,69813.27
1,113,69384.02,-0.017106,0.011230,downtrend,low,LONG,BUY_SMALL,BUY_SMALL,none,0.92111976,0.92987409,6089.94,5480.95,0.00875433,-608.99,70000.94,69999.35
1,114,68970.79,-0.023001,0.004142,downtrend,low,LONG,HOLD,HOLD,none,0.92987409,0.92987409,5480.95,5480.95,0.00000000,0.00,69615.10,69615.10
1,115,68969.48,-0.023069,0.003342,downtrend,low,LONG,BUY_MEDIUM,HOLD,balance,0.92987409,0.92987409,5480.95,5480.95,0.00000000,0.00,69613.88,69613.88
1,116,68400.66,-0.031132,-0.005563,downtrend,low,LONG,HOLD,HOLD,none,0.92987409,0.92987409,5480.95,5480.95,0.00000000,0.00,69084.95,69084.95
1,117,68327.24,-0.032163,-0.006957,downtrend,low,LONG,BUY_MEDIUM,HOLD,balance,0.92987409,0.92987409,5480.95,5480.95,0.00000000,0.00,69016.68,69016.68
1,118,67939.95,-0.037591,-0.012617,downtrend,low,LONG,HOLD,HOLD,none,0.92987409,0.92987409,5480.95,5480.95,0.00000000,0.00,68656.55,68656.55
1,119,67722.37,-0.040610,-0.015424,downtrend,low,LONG,BUY_MEDIUM,HOLD,balance,0.92987409,0.92987409,5480.95,5480.95,0.00000000,0.00,68454.22,68454.22
1,120,68126.04,-0.034877,-0.009352,downtrend,low,LONG,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.92987409,0.93789848,5480.95,4932.85,0.00802439,-548.09,68829.59,68828.16
1,121,68373.70,-0.031363,-0.005867,downtrend,low,LONG,BUY_MEDIUM,HOLD,balance,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,69060.45,69060.45
1,122,68153.44,-0.034473,-0.009201,downtrend,low,LONG,BUY_MEDIUM,HOLD,balance,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,68853.86,68853.86
1,123,67291.07,-0.046610,-0.021178,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,68045.05,68045.05
1,124,66912.09,-0.051859,-0.024716,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,67689.60,67689.60
1,125,66900.53,-0.051908,-0.023830,downtrend,low,LONG,BUY_SMALL,HOLD,downtrend_pause,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,67678.76,67678.76
1,126,67167.50,-0.048017,-0.019534,downtrend,low,LONG,BUY_SMALL,HOLD,balance,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,67929.15,67929.15
1,127,66280.77,-0.060408,-0.031316,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,67097.48,67097.48
1,128,66345.61,-0.059318,-0.028731,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,67158.30,67158.30
1,129,65321.36,-0.073591,-0.041269,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,66197.66,66197.66
1,130,65335.81,-0.073138,-0.038474,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,66211.21,66211.21
1,131,66090.53,-0.062195,-0.025486,downtrend,low,LONG,BUY_MEDIUM,HOLD,downtrend_pause,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,66919.06,66919.06
1,132,66320.23,-0.058723,-0.020392,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,67134.49,67134.49
1,133,66473.38,-0.056328,-0.016444,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,67278.14,67278.14
1,134,66336.96,-0.058011,-0.016842,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,67150.19,67150.19
1,135,66179.96,-0.059978,-0.017436,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,67002.94,67002.94
1,136,65060.81,-0.075531,-0.031584,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,65953.29,65953.29
1,137,65660.85,-0.066703,-0.020390,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,66516.07,66516.07
1,138,66536.90,-0.053993,-0.005816,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,67337.71,67337.71
1,139,66368.27,-0.056108,-0.006727,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,67179.56,67179.56
1,140,67052.75,-0.046146,0.004361,downtrend,mid,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,67821.53,67821.53
1,141,66861.88,-0.048632,0.002419,downtrend,mid,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,67642.51,67642.51
1,142,66506.90,-0.053408,-0.002010,downtrend,mid,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,67309.57,67309.57
1,143,66980.72,-0.046469,0.005567,downtrend,mid,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,67753.97,67753.97
1,144,67498.44,-0.038947,0.013737,downtrend,mid,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,68239.54,68239.54
1,145,67879.88,-0.033396,0.019781,downtrend,mid,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,68597.29,68597.29
1,146,67997.56,-0.031588,0.021649,downtrend,mid,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,68707.66,68707.66
1,147,68520.05,-0.024058,0.028708,downtrend,mid,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,69197.71,69197.71
1,148,68114.35,-0.029732,0.021848,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,68817.20,68817.20
1,149,68507.70,-0.024044,0.026718,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,69186.12,69186.12
1,150,68251.51,-0.027596,0.022186,downtrend,low,LONG,SELL_SMALL,HOLD,ma_sell_guard,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,68945.84,68945.84
1,151,68112.08,-0.029489,0.018934,downtrend,low,LONG,BUY_MEDIUM,HOLD,balance,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,68815.07,68815.07
1,152,68232.66,-0.027744,0.019538,downtrend,low,LONG,BUY_MEDIUM,HOLD,balance,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,68928.16,68928.16
1,153,68405.48,-0.025229,0.020162,downtrend,low,LONG,SELL_SMALL,HOLD,ma_sell_guard,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,69090.25,69090.25
1,154,67265.09,-0.041412,0.001953,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,68020.68,68020.68
1,155,67630.23,-0.036152,0.006431,downtrend,low,LONG,HOLD,HOLD,none,0.93789848,0.93789848,4932.85,4932.85,0.00000000,0.00,68363.15,68363.15
