episode,btc_end,cash_end,btc_equiv,price
169,0.2274290606,84201.05,0.9275882102,120259.87
170,0.8874189888,18932.48,1.0996121482,89222.88
171,0.6998988912,29268.36,1.0209749370,91157.10
172,1.0443293233,5590.45,1.1264568990,68070.30
173,0.8575933016,21078.97,1.0955223297,88593.51
174,0.4340609004,60087.00,0.9254543562,122278.80
175,0.7522775854,27290.39,1.0051992016,107900.60
176,0.9257979777,7978.33,1.0038624584,102201.74
177,0.6985227609,27673.86,1.0098478004,88890.56
178,1.0348803421,5581.08,1.1171626318,67828.49
179,0.4664301745,51952.09,1.0365129708,91130.78
180,0.9279617854,7637.95,1.0019734302,103199.35
181,0.2874973441,67260.34,1.0358050365,89883.27
182,0.2704150590,73284.48,1.1069408524,87605.77
183,0.3686921663,67224.82,1.1365104475,87553.04
184,0.9107767901,8228.43,0.9878793473,106720.64
185,0.6172552732,41264.91,1.0142095032,103953.82
186,0.9342783642,12602.59,1.1197546284,67947.16
187,0.3115611159,73652.39,1.0051896415,106184.20
188,1.0295599152,5874.90,1.1152566475,68554.55
189,0.9427401053,7936.73,1.0214254408,100866.76
190,0.5650618394,46883.61,1.0849421002,90181.55
191,0.2616502850,73285.99,1.0653119628,91190.10
192,0.9528835976,6601.61,1.0172267022,102600.04
193,0.8517456483,19890.26,1.0583738637,96261.11
194,1.0241516468,7173.90,1.1061793633,87457.02
195,0.7214109816,26692.65,1.0255753391,87757.31
196,0.1756678056,78245.38,0.9857666246,96587.45
197,0.2229690938,75185.65,1.0579331450,90046.57
198,0.1974838318,75945.89,1.0283126365,91409.80
199,1.0061690117,6821.16,1.0930597526,78502.72
200,0.4202789335,59226.96,1.0919961912,88172.45
201,0.9525030510,6830.60,1.0302040820,87908.80
202,0.4170594525,46643.55,1.0856164915,69767.50
203,0.8722661389,17910.95,1.0593397476,95742.78
204,0.3293106837,52425.65,1.0703008601,70750.80
205,0.9606709467,7734.06,1.0496078833,86961.16
206,1.0113913100,7275.21,1.0941831030,87873.52
207,0.9291994777,7968.43,1.0040776463,106418.59
208,0.2091985458,80369.16,1.0990243552,90320.11
209,0.9747398922,7052.31,1.0557719572,87031.16
210,1.0221116783,6985.71,1.1026131287,86777.42
211,0.5070015578,55709.14,1.1243554547,90238.59
212,0.9474988983,10480.17,1.0713654736,84608.50
213,0.8962007671,8176.41,0.9697402962,111183.81
214,0.2768141024,68068.36,0.9928569752,95061.84
215,1.0229954592,5456.98,1.1049695996,66569.48
216,0.9583070265,6764.69,1.0338608081,89534.77
217,0.4916003907,55580.16,1.1132924082,89401.44
218,0.2656726291,79221.66,1.0245757292,104389.69
219,0.9937073217,7050.47,1.1024979478,64807.66
220,0.3661666866,67275.87,0.9876564124,108249.37
221,0.5242801476,51057.93,1.1060665144,87760.62
222,0.7752662884,29774.91,1.1177388404,86941.01
223,0.4392342574,58241.47,1.0941860066,88924.83
224,0.6038763962,42501.07,0.9891266141,110320.70
225,0.1702219571,88618.52,0.9659050097,111374.14
226,0.1881508696,78158.87,1.0337209887,92433.34
227,0.7785082021,24650.22,1.0077814941,107514.55
228,0.2768172761,54923.42,1.1037388973,66419.13
229,0.9287949392,7915.29,1.0064418530,101939.59
230,0.8179819954,20703.82,1.0503441563,89101.49
231,0.6071925970,45011.92,1.1053597804,90355.04
232,0.9274370735,13550.55,1.0757746581,91349.44
233,0.2365235896,77661.24,1.1251683861,87392.89
234,1.0226394531,4749.57,1.0943545108,66228.40
235,0.9053925973,7794.24,0.9749379532,112074.16
236,0.5092751913,54030.65,1.1119672971,89648.84
237,0.7496633932,26323.20,1.0651340335,83441.05
238,0.4444517220,57501.60,1.0809250299,90344.09
239,0.4470840066,57256.25,1.1016065733,87477.89
240,0.1966573111,77036.67,0.9943560944,96573.63
241,0.9687339235,6498.49,1.0460841209,84013.85
242,0.9808295613,9394.84,1.0835083221,91497.43
243,0.4325354846,46967.79,1.0999831871,70369.24
244,0.9522686231,7798.93,1.0297628308,100638.91
245,0.9489212557,6859.97,1.0253866904,89713.28
246,0.9685857672,6864.85,1.0577269871,77010.91
247,0.5222828830,51304.25,1.1074205567,87678.95
248,0.5243046699,39486.58,1.1183473824,66470.94
249,0.3723462352,66234.05,1.0887873038,92448.71
250,0.2491821413,72325.71,1.0421765537,91205.83
251,0.2851595374,73455.13,1.0841202598,91938.35
252,0.9280960865,8013.41,1.0067054526,101939.59
253,0.4287477428,60862.77,1.0875727810,92380.78
254,0.2980576657,67965.54,1.0631030711,88838.57
255,0.9417313403,11107.24,1.0713503783,85691.45
256,0.9398838202,6981.38,1.0205445949,86552.38
257,0.1853331576,78680.95,0.9969764593,96940.30
258,0.3942096314,66727.17,0.9580511761,118343.83
259,0.9506772936,8090.90,1.0308553627,100911.66
260,0.4451506127,59324.86,1.0092474391,105167.86
261,0.1958550087,77020.45,0.9933858300,96573.63
262,0.9189009839,13123.58,1.0740104061,84608.50
263,0.9492928471,6582.67,1.0107496456,107110.52
264,0.2482164725,80389.79,0.9590905134,113085.84
265,0.8918990796,16348.26,1.0735670965,89989.76
266,0.7559043390,23986.14,1.1125154627,67261.33
267,0.7848342518,22492.02,1.0332466563,90543.05
268,0.9664822759,6508.91,1.0494581494,78443.41
269,0.9400777910,7221.71,1.0210056199,89236.38
270,0.1766654854,89930.87,0.9615744266,114574.91
271,0.1981618412,76673.66,0.9890855966,96941.91
272,1.0005754715,7704.72,1.1147176194,67501.06
273,0.9881276740,6625.18,1.0728313519,78216.02
274,0.9480568882,8062.66,1.0257722034,103746.08
275,0.9154793780,15787.49,1.0873384996,91862.98
276,0.1971376206,77520.79,1.0096453331,95409.30
277,0.3367097202,73394.58,0.9947011112,111543.38
278,0.9494069451,6564.65,1.0141011064,101472.08
279,0.1818788018,90838.06,0.9268828421,121929.62
280,1.0139174191,5320.53,1.0911825922,68860.66
281,0.3642716058,66006.50,1.1158912352,87819.02
282,0.9899451328,6781.11,1.0652295912,90073.11
283,0.4909105216,55235.10,1.0342926654,101650.55
284,1.0172331342,4580.50,1.0863101620,66310.01
285,0.9000863401,8256.54,0.9743465870,111183.81
286,0.9571086297,12535.40,1.0949385907,90948.33
287,0.1812679356,87411.32,0.9450358667,114447.49
288,0.7580369067,24194.52,0.9676520991,115423.50
289,0.3279092491,64048.32,1.0407839516,89845.13
290,0.1743822141,90250.27,0.9008619470,124229.58
291,1.0074597212,5738.65,1.0900513279,69482.29
292,0.3287759989,72543.75,1.0429484602,101577.36
293,0.9534155601,8549.99,1.0314535853,109561.83
294,0.9129472408,14267.20,1.0806065834,85096.38
295,0.3092841736,70657.30,1.1181554623,87352.96
296,0.9640455364,6596.71,1.0441528224,82348.40
297,0.5002448725,54516.88,1.0136457709,106187.74
298,0.2115316851,77775.18,1.0859280836,88947.28
299,0.2384320461,72482.25,0.9991786982,95277.77
300,0.4692804999,50113.51,1.0318286620,89083.05
301,0.6652841241,36895.24,1.0871586018,87455.48
302,0.4382970763,55163.57,1.0596574560,88778.70
303,0.9455981042,7432.02,1.0182463878,102301.41
304,0.3721121533,63163.10,1.0939087064,87508.18
305,0.9078577181,15308.55,1.0856898968,86084.27
306,0.8746298195,18089.57,1.0632345539,95912.62
307,0.9842936253,6559.93,1.0682240349,78159.20
308,0.3551362957,59972.25,1.0034056715,92511.30
309,1.0219993588,6909.03,1.1011387613,87302.05
310,0.1818481069,77524.38,1.0189822609,92606.88
311,0.2065187712,77177.19,1.0662732540,89766.55
312,0.9814185020,7361.26,1.0660255018,87005.36
313,0.8859837248,17125.72,1.0673880488,94406.37
314,0.3506078485,63227.71,1.0340671748,92511.30
315,0.2052560647,78279.91,1.0594952789,91636.99
316,0.1856564053,77243.87,1.0407125076,90337.78
317,0.9514519638,6900.75,1.0285588741,89495.86
318,0.9523702693,8462.24,1.0309775598,107652.06
319,0.2603153507,71328.41,1.0373784935,91792.30
320,0.2024711420,77226.39,1.0273072938,93626.34
321,0.1806267180,78217.13,1.0019211237,95236.41
322,0.6479135207,40584.14,1.0982813490,90113.31
323,0.9010712142,7945.52,0.9720183440,111992.09
324,0.9518761442,6587.04,1.0175824701,100249.69
325,0.2003053405,78250.61,1.0347034582,93780.91
326,0.2821628523,68956.93,1.0458584375,90293.73
327,0.1927185338,89783.97,0.9754362083,114707.98
328,0.9075785913,7751.03,0.9789092491,108663.38
329,0.2102271828,80675.89,1.0825964622,92479.06
330,0.1784124782,91582.14,0.9881300799,113103.80
331,0.9838622995,6533.53,1.0779771381,69420.82
332,0.2797039237,67764.56,1.0331455050,89940.03
333,0.3263089958,70455.18,1.1244437328,88274.79
334,0.2693981291,74507.33,1.0693016445,93145.40
335,0.9710490586,11725.31,1.1045320687,87841.20
336,1.0079467168,5753.35,1.0908525290,69396.21
337,0.5171203970,48587.06,1.0702507650,87840.16
338,0.3895599529,48883.28,1.1101527692,67837.59
339,0.1868348662,86893.76,0.9400019925,115371.15
340,0.2900057623,72244.03,1.1054118901,88598.84
341,0.9165118275,13981.70,1.0766201032,87326.50
342,0.2638897516,70942.62,1.0104695681,95023.48
343,0.1839546944,77827.30,0.9979433762,95612.27
344,0.9381728827,8339.13,1.0202287421,101627.47
345,0.5360317700,38134.80,1.0824952681,69784.72
346,1.0246798660,5771.09,1.1083812484,68948.52
347,0.8729915154,13266.42,0.9996519479,104740.08
348,0.9772891639,6874.23,1.0833671509,64803.54
349,0.9707852425,7575.04,1.0605758783,84363.34
350,0.7987744438,20093.33,0.9851973938,107783.55
351,0.4174868409,64492.48,0.9972438763,111240.52
352,0.9508572187,8000.73,1.0294641437,101781.52
353,0.8632347103,14982.23,1.0313826691,89101.49
354,0.9413782415,6702.28,1.0163347211,89415.66
355,0.9555988623,8280.21,1.0307435517,110190.20
356,0.4638376437,55997.02,0.9811341745,108249.37
357,0.8720454250,15647.91,1.0586608243,83851.12
358,0.9035080857,8266.44,0.9752357259,115247.63
359,0.3784948608,58816.46,1.0146659362,92453.84
360,1.0183670614,5812.33,1.1050287349,67069.20
361,0.5745152768,47807.98,1.1008320016,90834.99
362,0.2774508893,70854.17,1.0876250231,87455.48
363,0.2604064630,80252.53,0.9380598537,118427.10
364,0.9394547943,7557.38,1.0132950064,102347.80
365,0.9582537707,8247.69,1.0398451043,101085.31
366,0.1657481084,91820.81,0.9098645838,123395.75
367,0.1837327384,77159.09,0.9921946313,95439.37
368,0.9975802349,7478.92,1.0829307361,87626.02
369,0.4947524960,52757.54,1.1002576677,87129.79
370,0.1838172687,87938.59,0.9468792405,115244.37
371,0.1949282087,81549.67,1.0810595672,92028.87
372,0.3832612589,66133.63,0.9253461476,121998.66
373,0.9412275607,6718.52,1.0163467337,89438.16
374,0.3002565611,75567.80,0.9787804068,111370.89
375,0.3771107865,65522.32,1.1092086712,89499.40
376,0.3768394906,65768.66,0.9656556415,111696.42
377,0.3343132430,63087.20,1.0126736396,92999.53
378,0.2151378891,87703.53,0.9476635313,119727.59
379,1.0049044552,6503.36,1.0880506319,78216.02
380,0.4879318943,54732.62,1.0940717770,90297.01
381,1.0042408029,5918.26,1.0896834957,69265.85
382,0.9799665629,7021.36,1.0708600778,77248.17
383,0.4255723628,61148.37,1.0850355552,92724.47
384,1.0046074191,7283.90,1.0873616151,88018.52
385,0.3279909001,53466.98,1.1046410929,68843.06
386,1.0022199534,6870.24,1.0814050178,86761.80
387,0.9755249728,6789.11,1.0735618546,69250.55
388,0.9493674284,8110.05,1.0275955548,103671.83
389,1.0281472503,7588.71,1.1158227018,86554.53
390,0.9078179090,14669.42,1.0623834880,94907.43
391,0.3206066429,70877.34,1.1072864002,90096.82
392,0.9341626128,11255.22,1.0647423073,86194.27
393,0.2058144169,79127.78,1.0710171693,91455.77
394,0.5651049953,49858.80,1.1183459364,90121.31
395,0.1811376269,91641.50,0.9808684161,114590.44
396,1.0238223577,5394.82,1.1052471333,66255.22
397,0.9036529391,7632.95,0.9750722897,106875.09
398,0.2239511555,76375.61,1.0348660943,94184.48
399,0.8142296235,20412.76,1.0036162619,107783.55
400,0.3746249181,50133.67,1.1027699054,68851.22
401,0.6325979443,33421.50,1.0073372369,89185.99
402,0.1867163952,78712.57,1.0369875335,92573.49
403,0.9376084767,8097.03,1.0103582435,111299.70
404,0.6693635443,37509.86,1.1001167086,87079.70
405,0.2104855314,74611.03,1.0074891068,93614.42
406,0.3178492530,75778.61,0.9416557118,121477.77
407,0.9844043759,6681.75,1.0691950722,78802.92
408,0.9480560106,8084.41,1.0272291269,102110.52
409,0.8216158214,24413.43,1.1018867759,87106.52
410,0.9838614405,6745.11,1.0757390019,73414.16
411,0.9933740351,7112.59,1.0858374587,76923.24
412,0.9353946680,8071.74,1.0331508615,82570.16
413,0.4850937786,42691.02,1.1184646296,67402.88
414,0.3746581149,49362.89,1.0926620097,68750.17
415,0.9428654226,6701.55,1.0180701328,89110.79
416,0.2122845787,79475.30,1.1180479108,87744.01
417,0.9177256967,8681.29,0.9955860005,111498.29
418,0.1871916936,90494.06,0.9374427570,120618.38
419,0.8725209162,18066.47,1.0618512966,95422.98
420,0.9023354557,10710.43,1.0241889966,87895.93
421,0.9962691581,6535.78,1.0766003686,81360.44
422,0.5378947161,50178.94,0.9455651476,123087.03
423,0.4305453999,60530.95,1.0852470151,92455.79
424,0.1868984789,78063.73,0.9998963180,96019.61
425,0.5231366861,48535.68,1.0735038137,88187.82
426,0.3274254410,52990.00,1.1024617178,68370.99
427,0.4471786636,57164.02,1.1004206418,87508.18
428,0.6621214082,37128.21,1.0833325402,88146.33
429,0.9439608226,8592.13,1.0241707272,107120.59
430,0.1784709468,91147.80,0.9738933512,114590.44
431,0.1747792855,96144.62,0.9560938580,123054.94
432,0.4188613579,59582.31,1.0781366990,90375.45
433,0.4764472268,42883.16,1.1219952033,66429.09
434,0.8214449312,24965.19,1.1043960066,88231.48
435,0.7505190947,30535.48,1.0987474125,87688.10
436,0.9325654474,8012.10,1.0113472446,101699.94
437,0.2909990830,73463.38,1.1106378493,89628.98
438,0.4519819350,59772.00,1.0168986809,105806.75
439,0.9535427407,6789.03,1.0297011849,89143.55
440,0.9533693044,8103.52,1.0330522123,101697.15
441,0.9502112825,8079.16,1.0251742916,107775.34
442,0.2265156631,76536.44,1.0619000703,91618.23
443,0.9475005915,8423.62,1.0300315756,102066.14
444,0.8607439587,22020.38,1.1168037962,85996.99
445,0.3790762115,69420.26,1.0219818561,107978.93
446,0.9730229060,8275.13,1.0480683636,110268.27
447,0.4766249458,55000.39,0.9725820246,110897.48
448,0.3255062050,51733.86,1.0853886322,68081.40
449,0.4789415198,43062.58,1.1121697120,68004.84
450,0.9351529287,11784.38,1.0712787727,86569.73
451,0.2641939189,75175.68,1.0765145553,92544.34
452,0.1980466339,82579.74,1.0845781161,93149.25
453,0.9231617204,14044.05,1.0896327554,84363.34
454,0.9069781618,8418.14,0.9821869467,111930.25
455,0.4193586605,61675.63,1.0868772485,92395.38
456,0.1827355911,77316.63,1.0121894422,93213.90
457,0.1820667047,78526.33,1.0050981624,95411.09
458,0.3871056339,67810.47,0.9601010574,118343.83
459,0.2781284077,72271.61,1.0612309020,92288.83
460,1.0052786469,5675.69,1.0878966315,68698.01
461,0.6295207350,42253.27,1.1117259975,87625.06
462,0.4965090098,56255.80,1.0000236929,111726.23
463,0.7212608672,34875.54,1.1137559447,88855.99
464,0.4176104874,63085.48,1.0136114306,105847.96
465,0.7290760791,26177.59,1.1151050184,67812.51
466,0.9470410881,6787.95,1.0239689053,88237.98
467,0.5096708800,51254.86,1.1113998130,85179.32
468,0.3764455036,65155.01,1.1054258446,89378.28
469,0.9463694694,6726.47,1.0218450445,89121.17
470,0.3572973785,61167.93,1.0273275307,91291.31
471,0.8152678089,23812.74,1.0856602385,88067.34
472,0.9303052519,7475.89,1.0027019588,103262.78
473,0.9379544316,8512.65,1.0166672487,108148.27
474,0.9955562910,6861.88,1.0853688569,76402.23
475,0.1886440380,94926.82,0.9729311677,121035.80
476,0.4840550342,52510.46,1.0818947818,87833.66
477,0.9821263702,6747.09,1.0678473213,78709.90
478,0.3371773733,72032.49,1.0445488237,101831.20
479,1.0091074544,4555.12,1.0765609342,67529.81
480,0.2620770675,75580.09,1.0811809061,92271.69
481,0.2003914940,81526.05,1.0865366511,92000.78
482,0.2698162837,80736.23,0.9871818370,112545.45
483,0.5211826895,53553.88,1.1130215038,90487.27
484,0.9271909780,14162.24,1.0947547827,84518.52
485,0.1981998829,82029.58,1.0725447039,93818.34
486,0.9117120588,14445.34,1.0800059927,85833.98
487,1.0182718789,5912.67,1.1013779855,71145.99
488,0.1874357286,77659.20,1.0325081961,91896.50
489,0.9588549858,6788.83,1.0348986694,89275.37
490,1.0051376475,5913.48,1.0886752851,70788.22
491,0.1839321611,87946.23,0.9519149452,114515.88
492,0.2759929997,68272.61,0.9925505448,95278.62
493,0.9496740561,7122.01,1.0310553890,87514.02
494,0.2837678057,70635.48,1.0801300089,88697.68
495,0.9580662666,8154.84,1.0360719792,104541.59
496,0.4515678343,58871.18,1.1031264165,90354.39
497,0.9417144447,7709.66,1.0171501200,102201.74
498,1.0031698287,5183.74,1.0803732494,67143.93
499,0.2037205027,80864.04,1.0819985840,92071.11
500,0.9505476543,6877.84,1.0276210893,89237.53
