sequence;count;avg_score
Nf5 Be7 Nxe7 Rc4 Nxc8 Rb4 Nd6 Kxd6 Na3 Kd5;1;10.0
Be7 Nxe7 Rc4 Nxc8 Rb4 Nd6 Kxd6 Na3 Kd5 Nc4;1;10.0
Nxe7 Rc4 Nxc8 Rb4 Nd6 Kxd6 Na3 Kd5 Nc4 e5;1;10.0
Rc4 Nxc8 Rb4 Nd6 Kxd6 Na3 Kd5 Nc4 e5 Nxe5;1;10.0
Nxc8 Rb4 Nd6 Kxd6 Na3 Kd5 Nc4 e5 Nxe5 Rc4;1;10.0
Rb4 Nd6 Kxd6 Na3 Kd5 Nc4 e5 Nxe5 Rc4 Nf7;1;10.0
Nd6 Kxd6 Na3 Kd5 Nc4 e5 Nxe5 Rc4 Nf7 Rb4;1;10.0
Kxd6 Na3 Kd5 Nc4 e5 Nxe5 Rc4 Nf7 Rb4 Nh6;1;10.0
Na3 Kd5 Nc4 e5 Nxe5 Rc4 Nf7 Rb4 Nh6 Kc4;1;10.0
Kd5 Nc4 e5 Nxe5 Rc4 Nf7 Rb4 Nh6 Kc4 Nf5;1;10.0
Nc4 e5 Nxe5 Rc4 Nf7 Rb4 Nh6 Kc4 Nf5 Kd5;1;10.0
e5 Nxe5 Rc4 Nf7 Rb4 Nh6 Kc4 Nf5 Kd5 Nxg7;1;10.0
Nxe5 Rc4 Nf7 Rb4 Nh6 Kc4 Nf5 Kd5 Nxg7 Kc4;1;10.0
Rc4 Nf7 Rb4 Nh6 Kc4 Nf5 Kd5 Nxg7 Kc4 Nf5;1;10.0
Nf7 Rb4 Nh6 Kc4 Nf5 Kd5 Nxg7 Kc4 Nf5 Ng4;1;10.0
Rb4 Nh6 Kc4 Nf5 Kd5 Nxg7 Kc4 Nf5 Ng4 Nxd4;1;10.0
Nh6 Kc4 Nf5 Kd5 Nxg7 Kc4 Nf5 Ng4 Nxd4 Nf6;1;10.0
Kc4 Nf5 Kd5 Nxg7 Kc4 Nf5 Ng4 Nxd4 Nf6 Nb5;1;10.0
Nf5 Kd5 Nxg7 Kc4 Nf5 Ng4 Nxd4 Nf6 Nb5 Ng4;1;10.0
Kd5 Nxg7 Kc4 Nf5 Ng4 Nxd4 Nf6 Nb5 Ng4 Nd6+;1;10.0
Nxg7 Kc4 Nf5 Ng4 Nxd4 Nf6 Nb5 Ng4 Nd6+ Kd4;1;10.0
Kc4 Nf5 Ng4 Nxd4 Nf6 Nb5 Ng4 Nd6+ Kd4 Nc4;1;10.0
Nf5 Ng4 Nxd4 Nf6 Nb5 Ng4 Nd6+ Kd4 Nc4 Ne5;1;10.0
Ng4 Nxd4 Nf6 Nb5 Ng4 Nd6+ Kd4 Nc4 Ne5 Nb6;1;10.0
Nxd4 Nf6 Nb5 Ng4 Nd6+ Kd4 Nc4 Ne5 Nb6 Nd3+;1;10.0
Nf6 Nb5 Ng4 Nd6+ Kd4 Nc4 Ne5 Nb6 Nd3+ exd3;1;10.0
Nb5 Ng4 Nd6+ Kd4 Nc4 Ne5 Nb6 Nd3+ exd3 h4;1;10.0
Ng4 Nd6+ Kd4 Nc4 Ne5 Nb6 Nd3+ exd3 h4 Nxa4;1;10.0
Nd6+ Kd4 Nc4 Ne5 Nb6 Nd3+ exd3 h4 Nxa4 Kd5;1;10.0
Kd4 Nc4 Ne5 Nb6 Nd3+ exd3 h4 Nxa4 Kd5 Nxc5;1;10.0
Nc4 Ne5 Nb6 Nd3+ exd3 h4 Nxa4 Kd5 Nxc5 Re4+;1;10.0
Ne5 Nb6 Nd3+ exd3 h4 Nxa4 Kd5 Nxc5 Re4+ Nxe4;1;10.0
Nb6 Nd3+ exd3 h4 Nxa4 Kd5 Nxc5 Re4+ Nxe4 Kd4;1;10.0
Nd3+ exd3 h4 Nxa4 Kd5 Nxc5 Re4+ Nxe4 Kd4 Ng5;1;10.0
exd3 h4 Nxa4 Kd5 Nxc5 Re4+ Nxe4 Kd4 Ng5 Ke5;1;10.0
h4 Nxa4 Kd5 Nxc5 Re4+ Nxe4 Kd4 Ng5 Ke5 h3;1;10.0
Nxa4 Kd5 Nxc5 Re4+ Nxe4 Kd4 Ng5 Ke5 h3 Kd4;1;10.0
Kd5 Nxc5 Re4+ Nxe4 Kd4 Ng5 Ke5 h3 Kd4 g3;1;10.0
Nxc5 Re4+ Nxe4 Kd4 Ng5 Ke5 h3 Kd4 g3 Ke5;1;10.0
Re4+ Nxe4 Kd4 Ng5 Ke5 h3 Kd4 g3 Ke5 gxh4;1;10.0
Nxe4 Kd4 Ng5 Ke5 h3 Kd4 g3 Ke5 gxh4 Kd4;1;10.0
Kd4 Ng5 Ke5 h3 Kd4 g3 Ke5 gxh4 Kd4 Rg1;1;10.0
Ng5 Ke5 h3 Kd4 g3 Ke5 gxh4 Kd4 Rg1 Ke5;1;10.0
Ke5 h3 Kd4 g3 Ke5 gxh4 Kd4 Rg1 Ke5 Qf3;1;10.0
h3 Kd4 g3 Ke5 gxh4 Kd4 Rg1 Ke5 Qf3 Kd4;1;10.0
Kd4 g3 Ke5 gxh4 Kd4 Rg1 Ke5 Qf3 Kd4 Qe4+;1;10.0
g3 Ke5 gxh4 Kd4 Rg1 Ke5 Qf3 Kd4 Qe4+ Kc5;1;10.0
Ke5 gxh4 Kd4 Rg1 Ke5 Qf3 Kd4 Qe4+ Kc5 Rg4;1;10.0
gxh4 Kd4 Rg1 Ke5 Qf3 Kd4 Qe4+ Kc5 Rg4 Kd6;1;10.0
Kd4 Rg1 Ke5 Qf3 Kd4 Qe4+ Kc5 Rg4 Kd6 Qc4;1;10.0
Rg1 Ke5 Qf3 Kd4 Qe4+ Kc5 Rg4 Kd6 Qc4 Ke5;1;10.0
Ke5 Qf3 Kd4 Qe4+ Kc5 Rg4 Kd6 Qc4 Ke5 Re4+;1;10.0
Qf3 Kd4 Qe4+ Kc5 Rg4 Kd6 Qc4 Ke5 Re4+ Kf6;1;10.0
Kd4 Qe4+ Kc5 Rg4 Kd6 Qc4 Ke5 Re4+ Kf6 Qc6+;1;10.0
Qe4+ Kc5 Rg4 Kd6 Qc4 Ke5 Re4+ Kf6 Qc6+ Kg7;1;10.0
Kc5 Rg4 Kd6 Qc4 Ke5 Re4+ Kf6 Qc6+ Kg7 Qe8;1;10.0
Rg4 Kd6 Qc4 Ke5 Re4+ Kf6 Qc6+ Kg7 Qe8 Kf6;1;10.0
Kd6 Qc4 Ke5 Re4+ Kf6 Qc6+ Kg7 Qe8 Kf6 Qf7#;1;10.0
h5 Nxh8 Nf6 Nf7 a5 Nxd8 Nc6 Nxb7 Kd7 Nd8;4;7.5
Nxh8 Nf6 Nf7 a5 Nxd8 Nc6 Nxb7 Kd7 Nd8 Rb8;4;7.5
Nf6 Nf7 a5 Nxd8 Nc6 Nxb7 Kd7 Nd8 Rb8 Nxc6;2;7.5
Nf7 a5 Nxd8 Nc6 Nxb7 Kd7 Nd8 Rb8 Nxc6 Rb4;2;7.5
Nf3 d5 Ng5 d4 Nxf7 h5 Nxh8 Nf6 Nf7 a5;5;7.0
d5 Ng5 d4 Nxf7 h5 Nxh8 Nf6 Nf7 a5 Nxd8;5;7.0
Ng5 d4 Nxf7 h5 Nxh8 Nf6 Nf7 a5 Nxd8 Nc6;5;7.0
d4 Nxf7 h5 Nxh8 Nf6 Nf7 a5 Nxd8 Nc6 Nxb7;5;7.0
Nxf7 h5 Nxh8 Nf6 Nf7 a5 Nxd8 Nc6 Nxb7 Kd7;5;7.0
d4 Nf6 d5 Nxd5 h4 Nf4 h5 Nxg2+ Bxg2 Nc6;2;5.5
Nf6 d5 Nxd5 h4 Nf4 h5 Nxg2+ Bxg2 Nc6 Bd5;2;5.5
Nf3 d5 Ng5 d4 Nxf7 h5 Nxh8 Nf6 Ng6 a5;2;5.0
d5 Ng5 d4 Nxf7 h5 Nxh8 Nf6 Ng6 a5 Nxf8;2;5.0
Ng5 d4 Nxf7 h5 Nxh8 Nf6 Ng6 a5 Nxf8 a4;2;5.0
g4 Nh6 f4 Rg8 g5 Rh8 gxh6 Rg8 hxg7 Rxg7;1;5.0
Nh6 f4 Rg8 g5 Rh8 gxh6 Rg8 hxg7 Rxg7 Nh3;1;5.0
f4 Rg8 g5 Rh8 gxh6 Rg8 hxg7 Rxg7 Nh3 Nc6;1;5.0
Rg8 g5 Rh8 gxh6 Rg8 hxg7 Rxg7 Nh3 Nc6 d4;1;5.0
g5 Rh8 gxh6 Rg8 hxg7 Rxg7 Nh3 Nc6 d4 d6;1;5.0
Rh8 gxh6 Rg8 hxg7 Rxg7 Nh3 Nc6 d4 d6 Qd3;1;5.0
gxh6 Rg8 hxg7 Rxg7 Nh3 Nc6 d4 d6 Qd3 Be6;1;5.0
Rg8 hxg7 Rxg7 Nh3 Nc6 d4 d6 Qd3 Be6 Qe3;1;5.0
hxg7 Rxg7 Nh3 Nc6 d4 d6 Qd3 Be6 Qe3 Ne5;1;5.0
Rxg7 Nh3 Nc6 d4 d6 Qd3 Be6 Qe3 Ne5 Qxe5;1;5.0
Nh3 Nc6 d4 d6 Qd3 Be6 Qe3 Ne5 Qxe5 Rg8;1;5.0
Nc6 d4 d6 Qd3 Be6 Qe3 Ne5 Qxe5 Rg8 Qxe6;1;5.0
d4 d6 Qd3 Be6 Qe3 Ne5 Qxe5 Rg8 Qxe6 Rg7;1;5.0
d6 Qd3 Be6 Qe3 Ne5 Qxe5 Rg8 Qxe6 Rg7 f5;1;5.0
Qd3 Be6 Qe3 Ne5 Qxe5 Rg8 Qxe6 Rg7 f5 Qc8;1;5.0
Be6 Qe3 Ne5 Qxe5 Rg8 Qxe6 Rg7 f5 Qc8 Rg1;1;5.0
Qe3 Ne5 Qxe5 Rg8 Qxe6 Rg7 f5 Qc8 Rg1 Qd8;1;5.0
Ne5 Qxe5 Rg8 Qxe6 Rg7 f5 Qc8 Rg1 Qd8 Rxg7;1;5.0
Qxe5 Rg8 Qxe6 Rg7 f5 Qc8 Rg1 Qd8 Rxg7 Bxg7;1;5.0
Rg8 Qxe6 Rg7 f5 Qc8 Rg1 Qd8 Rxg7 Bxg7 Ng5;1;5.0
Qxe6 Rg7 f5 Qc8 Rg1 Qd8 Rxg7 Bxg7 Ng5 Qc8;1;5.0
Rg7 f5 Qc8 Rg1 Qd8 Rxg7 Bxg7 Ng5 Qc8 Nxh7;1;5.0
f5 Qc8 Rg1 Qd8 Rxg7 Bxg7 Ng5 Qc8 Nxh7 Qd7;1;5.0
Qc8 Rg1 Qd8 Rxg7 Bxg7 Ng5 Qc8 Nxh7 Qd7 Bh3;1;5.0
Rg1 Qd8 Rxg7 Bxg7 Ng5 Qc8 Nxh7 Qd7 Bh3 Kd8;1;5.0
Qd8 Rxg7 Bxg7 Ng5 Qc8 Nxh7 Qd7 Bh3 Kd8 Bg5;1;5.0
Rxg7 Bxg7 Ng5 Qc8 Nxh7 Qd7 Bh3 Kd8 Bg5 Kc8;1;5.0
Bxg7 Ng5 Qc8 Nxh7 Qd7 Bh3 Kd8 Bg5 Kc8 Bxe7;1;5.0
Ng5 Qc8 Nxh7 Qd7 Bh3 Kd8 Bg5 Kc8 Bxe7 Kb8;1;5.0
Qc8 Nxh7 Qd7 Bh3 Kd8 Bg5 Kc8 Bxe7 Kb8 Qxd7;1;5.0
Nxh7 Qd7 Bh3 Kd8 Bg5 Kc8 Bxe7 Kb8 Qxd7 a6;1;5.0
Qd7 Bh3 Kd8 Bg5 Kc8 Bxe7 Kb8 Qxd7 a6 Qd8+;1;5.0
Bh3 Kd8 Bg5 Kc8 Bxe7 Kb8 Qxd7 a6 Qd8+ Ka7;1;5.0
Kd8 Bg5 Kc8 Bxe7 Kb8 Qxd7 a6 Qd8+ Ka7 Nc3;1;5.0
Bg5 Kc8 Bxe7 Kb8 Qxd7 a6 Qd8+ Ka7 Nc3 Rxd8;1;5.0
Kc8 Bxe7 Kb8 Qxd7 a6 Qd8+ Ka7 Nc3 Rxd8 Nd5;1;5.0
Bxe7 Kb8 Qxd7 a6 Qd8+ Ka7 Nc3 Rxd8 Nd5 Rh8;1;5.0
Kb8 Qxd7 a6 Qd8+ Ka7 Nc3 Rxd8 Nd5 Rh8 Bf8;1;5.0
Qxd7 a6 Qd8+ Ka7 Nc3 Rxd8 Nd5 Rh8 Bf8 Rg8;1;5.0
a6 Qd8+ Ka7 Nc3 Rxd8 Nd5 Rh8 Bf8 Rg8 Ne7;1;5.0
Qd8+ Ka7 Nc3 Rxd8 Nd5 Rh8 Bf8 Rg8 Ne7 Kb8;1;5.0
Ka7 Nc3 Rxd8 Nd5 Rh8 Bf8 Rg8 Ne7 Kb8 Nxg8;1;5.0
Nc3 Rxd8 Nd5 Rh8 Bf8 Rg8 Ne7 Kb8 Nxg8 Ka8;1;5.0
Rxd8 Nd5 Rh8 Bf8 Rg8 Ne7 Kb8 Nxg8 Ka8 Ne7;1;5.0
Nd5 Rh8 Bf8 Rg8 Ne7 Kb8 Nxg8 Ka8 Ne7 Kb8;1;5.0
Rh8 Bf8 Rg8 Ne7 Kb8 Nxg8 Ka8 Ne7 Kb8 Rd1;1;5.0
Bf8 Rg8 Ne7 Kb8 Nxg8 Ka8 Ne7 Kb8 Rd1 Bh8;1;5.0
Rg8 Ne7 Kb8 Nxg8 Ka8 Ne7 Kb8 Rd1 Bh8 Rd3;1;5.0
Ne7 Kb8 Nxg8 Ka8 Ne7 Kb8 Rd1 Bh8 Rd3 f6;1;5.0
Kb8 Nxg8 Ka8 Ne7 Kb8 Rd1 Bh8 Rd3 f6 Rg3;1;5.0
Nxg8 Ka8 Ne7 Kb8 Rd1 Bh8 Rd3 f6 Rg3 d5;1;5.0
Ka8 Ne7 Kb8 Rd1 Bh8 Rd3 f6 Rg3 d5 Rg8;1;5.0
Ne7 Kb8 Rd1 Bh8 Rd3 f6 Rg3 d5 Rg8 Bg7;1;5.0
Kb8 Rd1 Bh8 Rd3 f6 Rg3 d5 Rg8 Bg7 Rxg7;1;5.0
Rd1 Bh8 Rd3 f6 Rg3 d5 Rg8 Bg7 Rxg7 Ka7;1;5.0
Bh8 Rd3 f6 Rg3 d5 Rg8 Bg7 Rxg7 Ka7 Nc8+;1;5.0
Rd3 f6 Rg3 d5 Rg8 Bg7 Rxg7 Ka7 Nc8+ Kb8;1;5.0
f6 Rg3 d5 Rg8 Bg7 Rxg7 Ka7 Nc8+ Kb8 Nb6;1;5.0
Rg3 d5 Rg8 Bg7 Rxg7 Ka7 Nc8+ Kb8 Nb6 Ka7;1;5.0
d5 Rg8 Bg7 Rxg7 Ka7 Nc8+ Kb8 Nb6 Ka7 Rxc7;1;5.0
Rg8 Bg7 Rxg7 Ka7 Nc8+ Kb8 Nb6 Ka7 Rxc7 Kb8;1;5.0
Bg7 Rxg7 Ka7 Nc8+ Kb8 Nb6 Ka7 Rxc7 Kb8 Rc8+;1;5.0
Rxg7 Ka7 Nc8+ Kb8 Nb6 Ka7 Rxc7 Kb8 Rc8+ Ka7;1;5.0
Ka7 Nc8+ Kb8 Nb6 Ka7 Rxc7 Kb8 Rc8+ Ka7 Ra8+;1;5.0
Nc8+ Kb8 Nb6 Ka7 Rxc7 Kb8 Rc8+ Ka7 Ra8+ Kxb6;1;5.0
Kb8 Nb6 Ka7 Rxc7 Kb8 Rc8+ Ka7 Ra8+ Kxb6 Bc5+;1;5.0
Nb6 Ka7 Rxc7 Kb8 Rc8+ Ka7 Ra8+ Kxb6 Bc5+ Kb5;1;5.0
Ka7 Rxc7 Kb8 Rc8+ Ka7 Ra8+ Kxb6 Bc5+ Kb5 c3;1;5.0
Rxc7 Kb8 Rc8+ Ka7 Ra8+ Kxb6 Bc5+ Kb5 c3 a5;1;5.0
Kb8 Rc8+ Ka7 Ra8+ Kxb6 Bc5+ Kb5 c3 a5 b4;1;5.0
Rc8+ Ka7 Ra8+ Kxb6 Bc5+ Kb5 c3 a5 b4 axb4;1;5.0
Ka7 Ra8+ Kxb6 Bc5+ Kb5 c3 a5 b4 axb4 cxb4;1;5.0
Ra8+ Kxb6 Bc5+ Kb5 c3 a5 b4 axb4 cxb4 b6;1;5.0
Kxb6 Bc5+ Kb5 c3 a5 b4 axb4 cxb4 b6 a3;1;5.0
Bc5+ Kb5 c3 a5 b4 axb4 cxb4 b6 a3 Kc6;1;5.0
Kb5 c3 a5 b4 axb4 cxb4 b6 a3 Kc6 Bxb6;1;5.0
c3 a5 b4 axb4 cxb4 b6 a3 Kc6 Bxb6 Kd7;1;5.0
a5 b4 axb4 cxb4 b6 a3 Kc6 Bxb6 Kd7 Nxf6+;1;5.0
b4 axb4 cxb4 b6 a3 Kc6 Bxb6 Kd7 Nxf6+ Ke7;1;5.0
axb4 cxb4 b6 a3 Kc6 Bxb6 Kd7 Nxf6+ Ke7 Ng8+;1;5.0
cxb4 b6 a3 Kc6 Bxb6 Kd7 Nxf6+ Ke7 Ng8+ Kf7;1;5.0
b6 a3 Kc6 Bxb6 Kd7 Nxf6+ Ke7 Ng8+ Kf7 Bd8;1;5.0
a3 Kc6 Bxb6 Kd7 Nxf6+ Ke7 Ng8+ Kf7 Bd8 Kxg8;1;5.0
Kc6 Bxb6 Kd7 Nxf6+ Ke7 Ng8+ Kf7 Bd8 Kxg8 f6;1;5.0
Bxb6 Kd7 Nxf6+ Ke7 Ng8+ Kf7 Bd8 Kxg8 f6 Kh8;1;5.0
Kd7 Nxf6+ Ke7 Ng8+ Kf7 Bd8 Kxg8 f6 Kh8 f7;1;5.0
Nxf6+ Ke7 Ng8+ Kf7 Bd8 Kxg8 f6 Kh8 f7 Kh7;1;5.0
Ke7 Ng8+ Kf7 Bd8 Kxg8 f6 Kh8 f7 Kh7 f8=Q;1;5.0
Ng8+ Kf7 Bd8 Kxg8 f6 Kh8 f7 Kh7 f8=Q Kg6;1;5.0
Kf7 Bd8 Kxg8 f6 Kh8 f7 Kh7 f8=Q Kg6 Bf6;1;5.0
Bd8 Kxg8 f6 Kh8 f7 Kh7 f8=Q Kg6 Bf6 Kh5;1;5.0
Kxg8 f6 Kh8 f7 Kh7 f8=Q Kg6 Bf6 Kh5 Bf5;1;5.0
e4 h5 g4 h4 h3 a5 Nf3 a4 Nxh4 a3;1;5.0
h5 g4 h4 h3 a5 Nf3 a4 Nxh4 a3 Nxa3;1;5.0
g4 h4 h3 a5 Nf3 a4 Nxh4 a3 Nxa3 g6;1;5.0
h4 h3 a5 Nf3 a4 Nxh4 a3 Nxa3 g6 Nxg6;1;5.0
h3 a5 Nf3 a4 Nxh4 a3 Nxa3 g6 Nxg6 f6;1;5.0
a5 Nf3 a4 Nxh4 a3 Nxa3 g6 Nxg6 f6 Nxf8;1;5.0
Nf3 a4 Nxh4 a3 Nxa3 g6 Nxg6 f6 Nxf8 e5;1;5.0
a4 Nxh4 a3 Nxa3 g6 Nxg6 f6 Nxf8 e5 Ne6;1;5.0
Nxh4 a3 Nxa3 g6 Nxg6 f6 Nxf8 e5 Ne6 Ke7;1;5.0
a3 Nxa3 g6 Nxg6 f6 Nxf8 e5 Ne6 Ke7 Nxd8;1;5.0
Nxa3 g6 Nxg6 f6 Nxf8 e5 Ne6 Ke7 Nxd8 Na6;1;5.0
g6 Nxg6 f6 Nxf8 e5 Ne6 Ke7 Nxd8 Na6 Nxb7;1;5.0
Nxg6 f6 Nxf8 e5 Ne6 Ke7 Nxd8 Na6 Nxb7 c5;1;5.0
f6 Nxf8 e5 Ne6 Ke7 Nxd8 Na6 Nxb7 c5 Nxc5;1;5.0
Nxf8 e5 Ne6 Ke7 Nxd8 Na6 Nxb7 c5 Nxc5 Rb8;1;5.0
e5 Ne6 Ke7 Nxd8 Na6 Nxb7 c5 Nxc5 Rb8 Nxd7;1;5.0
Ne6 Ke7 Nxd8 Na6 Nxb7 c5 Nxc5 Rb8 Nxd7 Rh6;1;5.0
Ke7 Nxd8 Na6 Nxb7 c5 Nxc5 Rb8 Nxd7 Rh6 Nxf6;1;5.0
Nxd8 Na6 Nxb7 c5 Nxc5 Rb8 Nxd7 Rh6 Nxf6 Kxf6;1;5.0
Na6 Nxb7 c5 Nxc5 Rb8 Nxd7 Rh6 Nxf6 Kxf6 Nb5;1;5.0
Nxb7 c5 Nxc5 Rb8 Nxd7 Rh6 Nxf6 Kxf6 Nb5 Bb7;1;5.0
c5 Nxc5 Rb8 Nxd7 Rh6 Nxf6 Kxf6 Nb5 Bb7 Nd6;1;5.0
Nxc5 Rb8 Nxd7 Rh6 Nxf6 Kxf6 Nb5 Bb7 Nd6 Rg6;1;5.0
Rb8 Nxd7 Rh6 Nxf6 Kxf6 Nb5 Bb7 Nd6 Rg6 Ne8+;1;5.0
Nxd7 Rh6 Nxf6 Kxf6 Nb5 Bb7 Nd6 Rg6 Ne8+ Kg5;1;5.0
Rh6 Nxf6 Kxf6 Nb5 Bb7 Nd6 Rg6 Ne8+ Kg5 Be2;1;5.0
Nxf6 Kxf6 Nb5 Bb7 Nd6 Rg6 Ne8+ Kg5 Be2 Kf4;1;5.0
Kxf6 Nb5 Bb7 Nd6 Rg6 Ne8+ Kg5 Be2 Kf4 f3;1;5.0
Nb5 Bb7 Nd6 Rg6 Ne8+ Kg5 Be2 Kf4 f3 Rg5;1;5.0
Bb7 Nd6 Rg6 Ne8+ Kg5 Be2 Kf4 f3 Rg5 Nd6;1;5.0
Nd6 Rg6 Ne8+ Kg5 Be2 Kf4 f3 Rg5 Nd6 Bc8;1;5.0
Rg6 Ne8+ Kg5 Be2 Kf4 f3 Rg5 Nd6 Bc8 Bd3;1;5.0
Ne8+ Kg5 Be2 Kf4 f3 Rg5 Nd6 Bc8 Bd3 Bb7;1;5.0
Kg5 Be2 Kf4 f3 Rg5 Nd6 Bc8 Bd3 Bb7 Qe2;1;5.0
Be2 Kf4 f3 Rg5 Nd6 Bc8 Bd3 Bb7 Qe2 Bc8;1;5.0
Kf4 f3 Rg5 Nd6 Bc8 Bd3 Bb7 Qe2 Bc8 Qe3+;1;5.0
f3 Rg5 Nd6 Bc8 Bd3 Bb7 Qe2 Bc8 Qe3+ Kg3;1;5.0
Rg5 Nd6 Bc8 Bd3 Bb7 Qe2 Bc8 Qe3+ Kg3 Rg1+;1;5.0
Nd6 Bc8 Bd3 Bb7 Qe2 Bc8 Qe3+ Kg3 Rg1+ Kh4;1;5.0
Bc8 Bd3 Bb7 Qe2 Bc8 Qe3+ Kg3 Rg1+ Kh4 a4;1;5.0
Bd3 Bb7 Qe2 Bc8 Qe3+ Kg3 Rg1+ Kh4 a4 Bb7;1;5.0
Bb7 Qe2 Bc8 Qe3+ Kg3 Rg1+ Kh4 a4 Bb7 Ra3;1;5.0
Qe2 Bc8 Qe3+ Kg3 Rg1+ Kh4 a4 Bb7 Ra3 Rh5;1;5.0
Bc8 Qe3+ Kg3 Rg1+ Kh4 a4 Bb7 Ra3 Rh5 gxh5;1;5.0
Qe3+ Kg3 Rg1+ Kh4 a4 Bb7 Ra3 Rh5 gxh5 Nh6;1;5.0
Kg3 Rg1+ Kh4 a4 Bb7 Ra3 Rh5 gxh5 Nh6 Qxh6;1;5.0
Rg1+ Kh4 a4 Bb7 Ra3 Rh5 gxh5 Nh6 Qxh6 Bc8;1;5.0
Kh4 a4 Bb7 Ra3 Rh5 gxh5 Nh6 Qxh6 Bc8 Qe6;1;5.0
a4 Bb7 Ra3 Rh5 gxh5 Nh6 Qxh6 Bc8 Qe6 Bxe6;1;5.0
Bb7 Ra3 Rh5 gxh5 Nh6 Qxh6 Bc8 Qe6 Bxe6 Bxa6;1;5.0
Ra3 Rh5 gxh5 Nh6 Qxh6 Bc8 Qe6 Bxe6 Bxa6 Rb3;1;5.0
Rh5 gxh5 Nh6 Qxh6 Bc8 Qe6 Bxe6 Bxa6 Rb3 cxb3;1;5.0
gxh5 Nh6 Qxh6 Bc8 Qe6 Bxe6 Bxa6 Rb3 cxb3 Bc4;1;5.0
Nh6 Qxh6 Bc8 Qe6 Bxe6 Bxa6 Rb3 cxb3 Bc4 bxc4;1;5.0
Qxh6 Bc8 Qe6 Bxe6 Bxa6 Rb3 cxb3 Bc4 bxc4 Kxh3;1;5.0
Bc8 Qe6 Bxe6 Bxa6 Rb3 cxb3 Bc4 bxc4 Kxh3 Rh1+;1;5.0
Qe6 Bxe6 Bxa6 Rb3 cxb3 Bc4 bxc4 Kxh3 Rh1+ Kg2;1;5.0
Bxe6 Bxa6 Rb3 cxb3 Bc4 bxc4 Kxh3 Rh1+ Kg2 Rh4;1;5.0
Bxa6 Rb3 cxb3 Bc4 bxc4 Kxh3 Rh1+ Kg2 Rh4 Kg3;1;5.0
Rb3 cxb3 Bc4 bxc4 Kxh3 Rh1+ Kg2 Rh4 Kg3 Nf5+;1;5.0
cxb3 Bc4 bxc4 Kxh3 Rh1+ Kg2 Rh4 Kg3 Nf5+ Kg2;1;5.0
Bc4 bxc4 Kxh3 Rh1+ Kg2 Rh4 Kg3 Nf5+ Kg2 Rg4+;1;5.0
bxc4 Kxh3 Rh1+ Kg2 Rh4 Kg3 Nf5+ Kg2 Rg4+ Kh3;1;5.0
Kxh3 Rh1+ Kg2 Rh4 Kg3 Nf5+ Kg2 Rg4+ Kh3 Ne3;1;5.0
Rh1+ Kg2 Rh4 Kg3 Nf5+ Kg2 Rg4+ Kh3 Ne3 Kh2;1;5.0
Kg2 Rh4 Kg3 Nf5+ Kg2 Rg4+ Kh3 Ne3 Kh2 d4;1;5.0
Rh4 Kg3 Nf5+ Kg2 Rg4+ Kh3 Ne3 Kh2 d4 Kh3;1;5.0
Kg3 Nf5+ Kg2 Rg4+ Kh3 Ne3 Kh2 d4 Kh3 dxe5;1;5.0
Nf5+ Kg2 Rg4+ Kh3 Ne3 Kh2 d4 Kh3 dxe5 Kh2;1;5.0
Kg2 Rg4+ Kh3 Ne3 Kh2 d4 Kh3 dxe5 Kh2 Rd3;1;5.0
Rg4+ Kh3 Ne3 Kh2 d4 Kh3 dxe5 Kh2 Rd3 Kh3;1;5.0
Kh3 Ne3 Kh2 d4 Kh3 dxe5 Kh2 Rd3 Kh3 Rd2;1;5.0
d4 Nxf7 h5 Nxh8 Nf6 Ng6 a5 Nxf8 a4 Ne6;1;5.0
Nxf7 h5 Nxh8 Nf6 Ng6 a5 Nxf8 a4 Ne6 g5;1;5.0
h5 Nxh8 Nf6 Ng6 a5 Nxf8 a4 Ne6 g5 Nxd8;1;5.0
Nxh8 Nf6 Ng6 a5 Nxf8 a4 Ne6 g5 Nxd8 Kd7;1;5.0
Nf6 Ng6 a5 Nxf8 a4 Ne6 g5 Nxd8 Kd7 Nxb7;1;5.0
Ng6 a5 Nxf8 a4 Ne6 g5 Nxd8 Kd7 Nxb7 g4;1;5.0
a5 Nxf8 a4 Ne6 g5 Nxd8 Kd7 Nxb7 g4 Nd6;1;5.0
Nxf8 a4 Ne6 g5 Nxd8 Kd7 Nxb7 g4 Nd6 Nc6;1;5.0
a4 Ne6 g5 Nxd8 Kd7 Nxb7 g4 Nd6 Nc6 Nxc8;1;5.0
Ne6 g5 Nxd8 Kd7 Nxb7 g4 Nd6 Nc6 Nxc8 Ra7;1;5.0
g5 Nxd8 Kd7 Nxb7 g4 Nd6 Nc6 Nxc8 Ra7 Nxa7;1;5.0
Nxd8 Kd7 Nxb7 g4 Nd6 Nc6 Nxc8 Ra7 Nxa7 a3;1;5.0
Kd7 Nxb7 g4 Nd6 Nc6 Nxc8 Ra7 Nxa7 a3 Nxc6;1;5.0
Nxb7 g4 Nd6 Nc6 Nxc8 Ra7 Nxa7 a3 Nxc6 Kd6;1;5.0
g4 Nd6 Nc6 Nxc8 Ra7 Nxa7 a3 Nxc6 Kd6 Nxe7;1;5.0
Nd6 Nc6 Nxc8 Ra7 Nxa7 a3 Nxc6 Kd6 Nxe7 c5;1;5.0
