sequence;count;avg_score
Kc3 Bxe2 Qxe2 e5 Kb2 Be7 f3 Bg5 Qxe5+ Kd8;1;10.0
Bxe2 Qxe2 e5 Kb2 Be7 f3 Bg5 Qxe5+ Kd8 Qxg5+;1;10.0
Qxe2 e5 Kb2 Be7 f3 Bg5 Qxe5+ Kd8 Qxg5+ Kc8;1;10.0
e5 Kb2 Be7 f3 Bg5 Qxe5+ Kd8 Qxg5+ Kc8 Qg4+;1;10.0
Kb2 Be7 f3 Bg5 Qxe5+ Kd8 Qxg5+ Kc8 Qg4+ Kb8;1;10.0
Be7 f3 Bg5 Qxe5+ Kd8 Qxg5+ Kc8 Qg4+ Kb8 Qc8+;1;10.0
f3 Bg5 Qxe5+ Kd8 Qxg5+ Kc8 Qg4+ Kb8 Qc8+ Kxc8;1;10.0
Bg5 Qxe5+ Kd8 Qxg5+ Kc8 Qg4+ Kb8 Qc8+ Kxc8 Nc3;1;10.0
Qxe5+ Kd8 Qxg5+ Kc8 Qg4+ Kb8 Qc8+ Kxc8 Nc3 Re8;1;10.0
Kd8 Qxg5+ Kc8 Qg4+ Kb8 Qc8+ Kxc8 Nc3 Re8 Ne4;1;10.0
Qxg5+ Kc8 Qg4+ Kb8 Qc8+ Kxc8 Nc3 Re8 Ne4 Rxe4;1;10.0
Kc8 Qg4+ Kb8 Qc8+ Kxc8 Nc3 Re8 Ne4 Rxe4 fxe4;1;10.0
Qg4+ Kb8 Qc8+ Kxc8 Nc3 Re8 Ne4 Rxe4 fxe4 d5;1;10.0
Kb8 Qc8+ Kxc8 Nc3 Re8 Ne4 Rxe4 fxe4 d5 e5;1;10.0
Qc8+ Kxc8 Nc3 Re8 Ne4 Rxe4 fxe4 d5 e5 f6;1;10.0
Kxc8 Nc3 Re8 Ne4 Rxe4 fxe4 d5 e5 f6 e6;1;10.0
Nc3 Re8 Ne4 Rxe4 fxe4 d5 e5 f6 e6 g6;1;10.0
Re8 Ne4 Rxe4 fxe4 d5 e5 f6 e6 g6 Ra4;1;10.0
Ne4 Rxe4 fxe4 d5 e5 f6 e6 g6 Ra4 gxh5;1;10.0
Rxe4 fxe4 d5 e5 f6 e6 g6 Ra4 gxh5 Ra3;1;10.0
fxe4 d5 e5 f6 e6 g6 Ra4 gxh5 Ra3 h4;1;10.0
d5 e5 f6 e6 g6 Ra4 gxh5 Ra3 h4 Ra4;1;10.0
e5 f6 e6 g6 Ra4 gxh5 Ra3 h4 Ra4 h3;1;10.0
f6 e6 g6 Ra4 gxh5 Ra3 h4 Ra4 h3 Ra3;1;10.0
e6 g6 Ra4 gxh5 Ra3 h4 Ra4 h3 Ra3 h2;1;10.0
g6 Ra4 gxh5 Ra3 h4 Ra4 h3 Ra3 h2 Ra4;1;10.0
Ra4 gxh5 Ra3 h4 Ra4 h3 Ra3 h2 Ra4 h1=Q;1;10.0
gxh5 Ra3 h4 Ra4 h3 Ra3 h2 Ra4 h1=Q Ra3;1;10.0
Ra3 h4 Ra4 h3 Ra3 h2 Ra4 h1=Q Ra3 Qxc1+;1;10.0
h4 Ra4 h3 Ra3 h2 Ra4 h1=Q Ra3 Qxc1+ Kxc1;1;10.0
Ra4 h3 Ra3 h2 Ra4 h1=Q Ra3 Qxc1+ Kxc1 h6;1;10.0
h3 Ra3 h2 Ra4 h1=Q Ra3 Qxc1+ Kxc1 h6 cxd5;1;10.0
Ra3 h2 Ra4 h1=Q Ra3 Qxc1+ Kxc1 h6 cxd5 h5;1;10.0
h2 Ra4 h1=Q Ra3 Qxc1+ Kxc1 h6 cxd5 h5 dxc6;1;10.0
Ra4 h1=Q Ra3 Qxc1+ Kxc1 h6 cxd5 h5 dxc6 h4;1;10.0
h1=Q Ra3 Qxc1+ Kxc1 h6 cxd5 h5 dxc6 h4 Rxa7;1;10.0
Ra3 Qxc1+ Kxc1 h6 cxd5 h5 dxc6 h4 Rxa7 h3;1;10.0
Qxc1+ Kxc1 h6 cxd5 h5 dxc6 h4 Rxa7 h3 Ra8#;1;10.0
Nf3 d5 Nc3 d4 Nd5 Nc6 Ne5 Rb8 Nxf7 Kd7;1;10.0
d5 Nc3 d4 Nd5 Nc6 Ne5 Rb8 Nxf7 Kd7 Nf6+;1;10.0
Nc3 d4 Nd5 Nc6 Ne5 Rb8 Nxf7 Kd7 Nf6+ Ke6;1;10.0
d4 Nd5 Nc6 Ne5 Rb8 Nxf7 Kd7 Nf6+ Ke6 Nxg8;1;10.0
Nd5 Nc6 Ne5 Rb8 Nxf7 Kd7 Nf6+ Ke6 Nxg8 h5;1;10.0
Nc6 Ne5 Rb8 Nxf7 Kd7 Nf6+ Ke6 Nxg8 h5 Nxd8+;1;10.0
Ne5 Rb8 Nxf7 Kd7 Nf6+ Ke6 Nxg8 h5 Nxd8+ Kd7;1;10.0
Rb8 Nxf7 Kd7 Nf6+ Ke6 Nxg8 h5 Nxd8+ Kd7 Nxe7;1;10.0
Nxf7 Kd7 Nf6+ Ke6 Nxg8 h5 Nxd8+ Kd7 Nxe7 h4;1;10.0
Kd7 Nf6+ Ke6 Nxg8 h5 Nxd8+ Kd7 Nxe7 h4 Nxc8;1;10.0
Nf6+ Ke6 Nxg8 h5 Nxd8+ Kd7 Nxe7 h4 Nxc8 b5;1;10.0
Ke6 Nxg8 h5 Nxd8+ Kd7 Nxe7 h4 Nxc8 b5 Nxc6;1;10.0
Nxg8 h5 Nxd8+ Kd7 Nxe7 h4 Nxc8 b5 Nxc6 Rb7;1;10.0
h5 Nxd8+ Kd7 Nxe7 h4 Nxc8 b5 Nxc6 Rb7 N6xa7;1;10.0
Nxd8+ Kd7 Nxe7 h4 Nxc8 b5 Nxc6 Rb7 N6xa7 c5;1;10.0
Kd7 Nxe7 h4 Nxc8 b5 Nxc6 Rb7 N6xa7 c5 Ne7;1;10.0
Nxe7 h4 Nxc8 b5 Nxc6 Rb7 N6xa7 c5 Ne7 Kc7;1;10.0
h4 Nxc8 b5 Nxc6 Rb7 N6xa7 c5 Ne7 Kc7 Nac8;1;10.0
Nxc8 b5 Nxc6 Rb7 N6xa7 c5 Ne7 Kc7 Nac8 Bxe7;1;10.0
b5 Nxc6 Rb7 N6xa7 c5 Ne7 Kc7 Nac8 Bxe7 Nxe7;1;10.0
Nxc6 Rb7 N6xa7 c5 Ne7 Kc7 Nac8 Bxe7 Nxe7 Rh7;1;10.0
Rb7 N6xa7 c5 Ne7 Kc7 Nac8 Bxe7 Nxe7 Rh7 Ng8;1;10.0
N6xa7 c5 Ne7 Kc7 Nac8 Bxe7 Nxe7 Rh7 Ng8 Kb6;1;10.0
c5 Ne7 Kc7 Nac8 Bxe7 Nxe7 Rh7 Ng8 Kb6 Nf6;1;10.0
Ne7 Kc7 Nac8 Bxe7 Nxe7 Rh7 Ng8 Kb6 Nf6 Rh6;1;10.0
Kc7 Nac8 Bxe7 Nxe7 Rh7 Ng8 Kb6 Nf6 Rh6 Nh7;1;10.0
Nac8 Bxe7 Nxe7 Rh7 Ng8 Kb6 Nf6 Rh6 Nh7 b4;1;10.0
Bxe7 Nxe7 Rh7 Ng8 Kb6 Nf6 Rh6 Nh7 b4 Ng5;1;10.0
Nxe7 Rh7 Ng8 Kb6 Nf6 Rh6 Nh7 b4 Ng5 Rc7;1;10.0
Rh7 Ng8 Kb6 Nf6 Rh6 Nh7 b4 Ng5 Rc7 Nf7;1;10.0
Ng8 Kb6 Nf6 Rh6 Nh7 b4 Ng5 Rc7 Nf7 h3;1;10.0
Kb6 Nf6 Rh6 Nh7 b4 Ng5 Rc7 Nf7 h3 Nxh6;1;10.0
Nf6 Rh6 Nh7 b4 Ng5 Rc7 Nf7 h3 Nxh6 Rb7;1;10.0
Rh6 Nh7 b4 Ng5 Rc7 Nf7 h3 Nxh6 Rb7 Nf7;1;10.0
Nh7 b4 Ng5 Rc7 Nf7 h3 Nxh6 Rb7 Nf7 g6;1;10.0
b4 Ng5 Rc7 Nf7 h3 Nxh6 Rb7 Nf7 g6 Nd8;1;10.0
Ng5 Rc7 Nf7 h3 Nxh6 Rb7 Nf7 g6 Nd8 g5;1;10.0
Rc7 Nf7 h3 Nxh6 Rb7 Nf7 g6 Nd8 g5 Nxb7;1;10.0
Nf7 h3 Nxh6 Rb7 Nf7 g6 Nd8 g5 Nxb7 g4;1;10.0
h3 Nxh6 Rb7 Nf7 g6 Nd8 g5 Nxb7 g4 Nd6;1;10.0
Nxh6 Rb7 Nf7 g6 Nd8 g5 Nxb7 g4 Nd6 Kc6;1;10.0
Rb7 Nf7 g6 Nd8 g5 Nxb7 g4 Nd6 Kc6 Nc4;1;10.0
Nf7 g6 Nd8 g5 Nxb7 g4 Nd6 Kc6 Nc4 Kd5;1;10.0
g6 Nd8 g5 Nxb7 g4 Nd6 Kc6 Nc4 Kd5 Nb6+;1;10.0
Nd8 g5 Nxb7 g4 Nd6 Kc6 Nc4 Kd5 Nb6+ Kd6;1;10.0
g5 Nxb7 g4 Nd6 Kc6 Nc4 Kd5 Nb6+ Kd6 Nd7;1;10.0
Nxb7 g4 Nd6 Kc6 Nc4 Kd5 Nb6+ Kd6 Nd7 Kd5;1;10.0
g4 Nd6 Kc6 Nc4 Kd5 Nb6+ Kd6 Nd7 Kd5 Nb6+;1;10.0
Nd6 Kc6 Nc4 Kd5 Nb6+ Kd6 Nd7 Kd5 Nb6+ Kd6;1;10.0
Kc6 Nc4 Kd5 Nb6+ Kd6 Nd7 Kd5 Nb6+ Kd6 Nc4+;1;10.0
Nc4 Kd5 Nb6+ Kd6 Nd7 Kd5 Nb6+ Kd6 Nc4+ Kd5;1;10.0
Kd5 Nb6+ Kd6 Nd7 Kd5 Nb6+ Kd6 Nc4+ Kd5 d3;1;10.0
Nb6+ Kd6 Nd7 Kd5 Nb6+ Kd6 Nc4+ Kd5 d3 Kc6;1;10.0
Kd6 Nd7 Kd5 Nb6+ Kd6 Nc4+ Kd5 d3 Kc6 b3;1;10.0
Nd7 Kd5 Nb6+ Kd6 Nc4+ Kd5 d3 Kc6 b3 Kd5;1;10.0
Kd5 Nb6+ Kd6 Nc4+ Kd5 d3 Kc6 b3 Kd5 Nd6;1;10.0
Nb6+ Kd6 Nc4+ Kd5 d3 Kc6 b3 Kd5 Nd6 Kc6;1;10.0
Kd6 Nc4+ Kd5 d3 Kc6 b3 Kd5 Nd6 Kc6 Nf7;1;10.0
Nc4+ Kd5 d3 Kc6 b3 Kd5 Nd6 Kc6 Nf7 Kd5;1;10.0
Kd5 d3 Kc6 b3 Kd5 Nd6 Kc6 Nf7 Kd5 Ng5;1;10.0
d3 Kc6 b3 Kd5 Nd6 Kc6 Nf7 Kd5 Ng5 Kd6;1;10.0
Kc6 b3 Kd5 Nd6 Kc6 Nf7 Kd5 Ng5 Kd6 Nxh3;1;10.0
b3 Kd5 Nd6 Kc6 Nf7 Kd5 Ng5 Kd6 Nxh3 Kd5;1;10.0
Kd5 Nd6 Kc6 Nf7 Kd5 Ng5 Kd6 Nxh3 Kd5 Nf4+;1;10.0
Nd6 Kc6 Nf7 Kd5 Ng5 Kd6 Nxh3 Kd5 Nf4+ Kd6;1;10.0
Kc6 Nf7 Kd5 Ng5 Kd6 Nxh3 Kd5 Nf4+ Kd6 Ng6;1;10.0
Nf7 Kd5 Ng5 Kd6 Nxh3 Kd5 Nf4+ Kd6 Ng6 Kd5;1;10.0
Kd5 Ng5 Kd6 Nxh3 Kd5 Nf4+ Kd6 Ng6 Kd5 Ne5;1;10.0
Ng5 Kd6 Nxh3 Kd5 Nf4+ Kd6 Ng6 Kd5 Ne5 Kd6;1;10.0
Kd6 Nxh3 Kd5 Nf4+ Kd6 Ng6 Kd5 Ne5 Kd6 Nxg4;1;10.0
Nxh3 Kd5 Nf4+ Kd6 Ng6 Kd5 Ne5 Kd6 Nxg4 Kd5;1;10.0
Kd5 Nf4+ Kd6 Ng6 Kd5 Ne5 Kd6 Nxg4 Kd5 Nf6+;1;10.0
Nf4+ Kd6 Ng6 Kd5 Ne5 Kd6 Nxg4 Kd5 Nf6+ Kd6;1;10.0
Kd6 Ng6 Kd5 Ne5 Kd6 Nxg4 Kd5 Nf6+ Kd6 h3;1;10.0
Ng6 Kd5 Ne5 Kd6 Nxg4 Kd5 Nf6+ Kd6 h3 Kc6;1;10.0
Kd5 Ne5 Kd6 Nxg4 Kd5 Nf6+ Kd6 h3 Kc6 g4;1;10.0
Ne5 Kd6 Nxg4 Kd5 Nf6+ Kd6 h3 Kc6 g4 Kd6;1;10.0
Kd6 Nxg4 Kd5 Nf6+ Kd6 h3 Kc6 g4 Kd6 h4;1;10.0
Nxg4 Kd5 Nf6+ Kd6 h3 Kc6 g4 Kd6 h4 Kc6;1;10.0
Kd5 Nf6+ Kd6 h3 Kc6 g4 Kd6 h4 Kc6 h5;1;10.0
Nf6+ Kd6 h3 Kc6 g4 Kd6 h4 Kc6 h5 Kd6;1;10.0
Kd6 h3 Kc6 g4 Kd6 h4 Kc6 h5 Kd6 h6;1;10.0
h3 Kc6 g4 Kd6 h4 Kc6 h5 Kd6 h6 Kc6;1;10.0
Kc6 g4 Kd6 h4 Kc6 h5 Kd6 h6 Kc6 h7;1;10.0
g4 Kd6 h4 Kc6 h5 Kd6 h6 Kc6 h7 Kd6;1;10.0
Kd6 h4 Kc6 h5 Kd6 h6 Kc6 h7 Kd6 h8=Q;1;10.0
h4 Kc6 h5 Kd6 h6 Kc6 h7 Kd6 h8=Q Kc6;1;10.0
Kc6 h5 Kd6 h6 Kc6 h7 Kd6 h8=Q Kc6 g5;1;10.0
h5 Kd6 h6 Kc6 h7 Kd6 h8=Q Kc6 g5 Kd6;1;10.0
Kd6 h6 Kc6 h7 Kd6 h8=Q Kc6 g5 Kd6 g6;1;10.0
h6 Kc6 h7 Kd6 h8=Q Kc6 g5 Kd6 g6 Kc6;1;10.0
Kc6 h7 Kd6 h8=Q Kc6 g5 Kd6 g6 Kc6 g7;1;10.0
h7 Kd6 h8=Q Kc6 g5 Kd6 g6 Kc6 g7 Kd6;1;10.0
Kd6 h8=Q Kc6 g5 Kd6 g6 Kc6 g7 Kd6 g8=Q;1;10.0
h8=Q Kc6 g5 Kd6 g6 Kc6 g7 Kd6 g8=Q Kc6;1;10.0
Kc6 g5 Kd6 g6 Kc6 g7 Kd6 g8=Q Kc6 Qa8+;1;10.0
g5 Kd6 g6 Kc6 g7 Kd6 g8=Q Kc6 Qa8+ Kd6;1;10.0
Kd6 g6 Kc6 g7 Kd6 g8=Q Kc6 Qa8+ Kd6 Qhe8;1;10.0
g6 Kc6 g7 Kd6 g8=Q Kc6 Qa8+ Kd6 Qhe8 Kc7;1;10.0
Kc6 g7 Kd6 g8=Q Kc6 Qa8+ Kd6 Qhe8 Kc7 Qec8+;1;10.0
g7 Kd6 g8=Q Kc6 Qa8+ Kd6 Qhe8 Kc7 Qec8+ Kd6;1;10.0
Kd6 g8=Q Kc6 Qa8+ Kd6 Qhe8 Kc7 Qec8+ Kd6 Qaa6+;1;10.0
g8=Q Kc6 Qa8+ Kd6 Qhe8 Kc7 Qec8+ Kd6 Qaa6+ Ke5;1;10.0
Kc6 Qa8+ Kd6 Qhe8 Kc7 Qec8+ Kd6 Qaa6+ Ke5 Qae6#;1;10.0
Nf3 d5 Nc3 d4 Nb5 h5 Nxc7+ Kd7 Ne8 Kxe8;1;10.0
d5 Nc3 d4 Nb5 h5 Nxc7+ Kd7 Ne8 Kxe8 Ng5;1;10.0
Nc3 d4 Nb5 h5 Nxc7+ Kd7 Ne8 Kxe8 Ng5 h4;1;10.0
d4 Nb5 h5 Nxc7+ Kd7 Ne8 Kxe8 Ng5 h4 Nxf7;1;10.0
Nb5 h5 Nxc7+ Kd7 Ne8 Kxe8 Ng5 h4 Nxf7 a5;1;10.0
h5 Nxc7+ Kd7 Ne8 Kxe8 Ng5 h4 Nxf7 a5 Nxh8;1;10.0
Nxc7+ Kd7 Ne8 Kxe8 Ng5 h4 Nxf7 a5 Nxh8 h3;1;10.0
Kd7 Ne8 Kxe8 Ng5 h4 Nxf7 a5 Nxh8 h3 Nf7;1;10.0
Ne8 Kxe8 Ng5 h4 Nxf7 a5 Nxh8 h3 Nf7 Nh6;1;10.0
Kxe8 Ng5 h4 Nxf7 a5 Nxh8 h3 Nf7 Nh6 Nxd8;1;10.0
Ng5 h4 Nxf7 a5 Nxh8 h3 Nf7 Nh6 Nxd8 Nc6;1;10.0
h4 Nxf7 a5 Nxh8 h3 Nf7 Nh6 Nxd8 Nc6 Nxb7;1;10.0
Nxf7 a5 Nxh8 h3 Nf7 Nh6 Nxd8 Nc6 Nxb7 Bd7;1;10.0
a5 Nxh8 h3 Nf7 Nh6 Nxd8 Nc6 Nxb7 Bd7 Nd8;1;10.0
Nxh8 h3 Nf7 Nh6 Nxd8 Nc6 Nxb7 Bd7 Nd8 Rc8;1;10.0
h3 Nf7 Nh6 Nxd8 Nc6 Nxb7 Bd7 Nd8 Rc8 Nf7;1;10.0
Nf7 Nh6 Nxd8 Nc6 Nxb7 Bd7 Nd8 Rc8 Nf7 Bg4;1;10.0
Nh6 Nxd8 Nc6 Nxb7 Bd7 Nd8 Rc8 Nf7 Bg4 Nd8;1;10.0
Nxd8 Nc6 Nxb7 Bd7 Nd8 Rc8 Nf7 Bg4 Nd8 Bd7;1;10.0
Nc6 Nxb7 Bd7 Nd8 Rc8 Nf7 Bg4 Nd8 Bd7 Nxc6;1;10.0
Nxb7 Bd7 Nd8 Rc8 Nf7 Bg4 Nd8 Bd7 Nxc6 a4;1;10.0
Bd7 Nd8 Rc8 Nf7 Bg4 Nd8 Bd7 Nxc6 a4 Nd8;1;10.0
Nd8 Rc8 Nf7 Bg4 Nd8 Bd7 Nxc6 a4 Nd8 Rc4;1;10.0
Rc8 Nf7 Bg4 Nd8 Bd7 Nxc6 a4 Nd8 Rc4 Nf7;1;10.0
Nf7 Bg4 Nd8 Bd7 Nxc6 a4 Nd8 Rc4 Nf7 Rb4;1;10.0
Bg4 Nd8 Bd7 Nxc6 a4 Nd8 Rc4 Nf7 Rb4 Nxh6;1;10.0
Nd8 Bd7 Nxc6 a4 Nd8 Rc4 Nf7 Rb4 Nxh6 e5;1;10.0
Bd7 Nxc6 a4 Nd8 Rc4 Nf7 Rb4 Nxh6 e5 Ng8;1;10.0
Nxc6 a4 Nd8 Rc4 Nf7 Rb4 Nxh6 e5 Ng8 e4;1;10.0
a4 Nd8 Rc4 Nf7 Rb4 Nxh6 e5 Ng8 e4 Ne7;1;10.0
Nd8 Rc4 Nf7 Rb4 Nxh6 e5 Ng8 e4 Ne7 Rc4;1;10.0
Rc4 Nf7 Rb4 Nxh6 e5 Ng8 e4 Ne7 Rc4 Nc6;1;10.0
Nf7 Rb4 Nxh6 e5 Ng8 e4 Ne7 Rc4 Nc6 Rb4;1;10.0
Rb4 Nxh6 e5 Ng8 e4 Ne7 Rc4 Nc6 Rb4 Nxd4;1;10.0
Nxh6 e5 Ng8 e4 Ne7 Rc4 Nc6 Rb4 Nxd4 Ke7;1;10.0
e5 Ng8 e4 Ne7 Rc4 Nc6 Rb4 Nxd4 Ke7 Nb5;1;10.0
Ng8 e4 Ne7 Rc4 Nc6 Rb4 Nxd4 Ke7 Nb5 Ke8;1;10.0
e4 Ne7 Rc4 Nc6 Rb4 Nxd4 Ke7 Nb5 Ke8 Nc3;1;10.0
Ne7 Rc4 Nc6 Rb4 Nxd4 Ke7 Nb5 Ke8 Nc3 Ke7;1;10.0
Rc4 Nc6 Rb4 Nxd4 Ke7 Nb5 Ke8 Nc3 Ke7 Nb5;1;10.0
Nc6 Rb4 Nxd4 Ke7 Nb5 Ke8 Nc3 Ke7 Nb5 Ke8;1;10.0
Rb4 Nxd4 Ke7 Nb5 Ke8 Nc3 Ke7 Nb5 Ke8 Nd6+;1;10.0
Nxd4 Ke7 Nb5 Ke8 Nc3 Ke7 Nb5 Ke8 Nd6+ Ke7;1;10.0
Ke7 Nb5 Ke8 Nc3 Ke7 Nb5 Ke8 Nd6+ Ke7 Ne8;1;10.0
Nb5 Ke8 Nc3 Ke7 Nb5 Ke8 Nd6+ Ke7 Ne8 Rd4;1;10.0
Ke8 Nc3 Ke7 Nb5 Ke8 Nd6+ Ke7 Ne8 Rd4 Nxg7;1;10.0
Nc3 Ke7 Nb5 Ke8 Nd6+ Ke7 Ne8 Rd4 Nxg7 Rc4;1;10.0
Ke7 Nb5 Ke8 Nd6+ Ke7 Ne8 Rd4 Nxg7 Rc4 Nf5+;1;10.0
Nb5 Ke8 Nd6+ Ke7 Ne8 Rd4 Nxg7 Rc4 Nf5+ Bxf5;1;10.0
Ke8 Nd6+ Ke7 Ne8 Rd4 Nxg7 Rc4 Nf5+ Bxf5 f3;1;10.0
Nd6+ Ke7 Ne8 Rd4 Nxg7 Rc4 Nf5+ Bxf5 f3 Be6;1;10.0
Ke7 Ne8 Rd4 Nxg7 Rc4 Nf5+ Bxf5 f3 Be6 fxe4;1;10.0
Ne8 Rd4 Nxg7 Rc4 Nf5+ Bxf5 f3 Be6 fxe4 Kf7;1;10.0
Rd4 Nxg7 Rc4 Nf5+ Bxf5 f3 Be6 fxe4 Kf7 d3;1;10.0
Nxg7 Rc4 Nf5+ Bxf5 f3 Be6 fxe4 Kf7 d3 Bb4+;1;10.0
Rc4 Nf5+ Bxf5 f3 Be6 fxe4 Kf7 d3 Bb4+ c3;1;10.0
Nf5+ Bxf5 f3 Be6 fxe4 Kf7 d3 Bb4+ c3 Bc5;1;10.0
Bxf5 f3 Be6 fxe4 Kf7 d3 Bb4+ c3 Bc5 dxc4;1;10.0
f3 Be6 fxe4 Kf7 d3 Bb4+ c3 Bc5 dxc4 Bf2+;1;10.0
Be6 fxe4 Kf7 d3 Bb4+ c3 Bc5 dxc4 Bf2+ Kxf2;1;10.0
fxe4 Kf7 d3 Bb4+ c3 Bc5 dxc4 Bf2+ Kxf2 Bg4;1;10.0
Kf7 d3 Bb4+ c3 Bc5 dxc4 Bf2+ Kxf2 Bg4 e3;1;10.0
d3 Bb4+ c3 Bc5 dxc4 Bf2+ Kxf2 Bg4 e3 Bxd1;1;10.0
Bb4+ c3 Bc5 dxc4 Bf2+ Kxf2 Bg4 e3 Bxd1 Rb1;1;10.0
c3 Bc5 dxc4 Bf2+ Kxf2 Bg4 e3 Bxd1 Rb1 Bg4;1;10.0
Bc5 dxc4 Bf2+ Kxf2 Bg4 e3 Bxd1 Rb1 Bg4 g3;1;10.0
dxc4 Bf2+ Kxf2 Bg4 e3 Bxd1 Rb1 Bg4 g3 Ke6;1;10.0
Bf2+ Kxf2 Bg4 e3 Bxd1 Rb1 Bg4 g3 Ke6 Bd2;1;10.0
Kxf2 Bg4 e3 Bxd1 Rb1 Bg4 g3 Ke6 Bd2 Kd7;1;10.0
Bg4 e3 Bxd1 Rb1 Bg4 g3 Ke6 Bd2 Kd7 c5;1;10.0
e3 Bxd1 Rb1 Bg4 g3 Ke6 Bd2 Kd7 c5 Ke6;1;10.0
Bxd1 Rb1 Bg4 g3 Ke6 Bd2 Kd7 c5 Ke6 c6;1;10.0
Rb1 Bg4 g3 Ke6 Bd2 Kd7 c5 Ke6 c6 Ke5;1;10.0
Bg4 g3 Ke6 Bd2 Kd7 c5 Ke6 c6 Ke5 c7;1;10.0
g3 Ke6 Bd2 Kd7 c5 Ke6 c6 Ke5 c7 Ke6;1;10.0
Ke6 Bd2 Kd7 c5 Ke6 c6 Ke5 c7 Ke6 c8=Q+;1;10.0
Bd2 Kd7 c5 Ke6 c6 Ke5 c7 Ke6 c8=Q+ Ke5;1;10.0
Kd7 c5 Ke6 c6 Ke5 c7 Ke6 c8=Q+ Ke5 Qe8+;1;10.0
c5 Ke6 c6 Ke5 c7 Ke6 c8=Q+ Ke5 Qe8+ Be6;1;10.0
Ke6 c6 Ke5 c7 Ke6 c8=Q+ Ke5 Qe8+ Be6 Qxe6+;1;10.0
c6 Ke5 c7 Ke6 c8=Q+ Ke5 Qe8+ Be6 Qxe6+ Kxe6;1;10.0
Ke5 c7 Ke6 c8=Q+ Ke5 Qe8+ Be6 Qxe6+ Kxe6 e5;1;10.0
c7 Ke6 c8=Q+ Ke5 Qe8+ Be6 Qxe6+ Kxe6 e5 Kd5;1;10.0
Ke6 c8=Q+ Ke5 Qe8+ Be6 Qxe6+ Kxe6 e5 Kd5 e6;1;10.0
c8=Q+ Ke5 Qe8+ Be6 Qxe6+ Kxe6 e5 Kd5 e6 Ke4;1;10.0
Ke5 Qe8+ Be6 Qxe6+ Kxe6 e5 Kd5 e6 Ke4 e7;1;10.0
Qe8+ Be6 Qxe6+ Kxe6 e5 Kd5 e6 Ke4 e7 Ke5;1;10.0
Be6 Qxe6+ Kxe6 e5 Kd5 e6 Ke4 e7 Ke5 e8=Q+;1;10.0
Qxe6+ Kxe6 e5 Kd5 e6 Ke4 e7 Ke5 e8=Q+ Kd5;1;10.0
Kxe6 e5 Kd5 e6 Ke4 e7 Ke5 e8=Q+ Kd5 g4;1;10.0
e5 Kd5 e6 Ke4 e7 Ke5 e8=Q+ Kd5 g4 Kd6;1;10.0
Kd5 e6 Ke4 e7 Ke5 e8=Q+ Kd5 g4 Kd6 g5;1;10.0
e6 Ke4 e7 Ke5 e8=Q+ Kd5 g4 Kd6 g5 Kd5;1;10.0
Ke4 e7 Ke5 e8=Q+ Kd5 g4 Kd6 g5 Kd5 g6;1;10.0
e7 Ke5 e8=Q+ Kd5 g4 Kd6 g5 Kd5 g6 Kd6;1;10.0
Ke5 e8=Q+ Kd5 g4 Kd6 g5 Kd5 g6 Kd6 g7;1;10.0
e8=Q+ Kd5 g4 Kd6 g5 Kd5 g6 Kd6 g7 Kd5;1;10.0
Kd5 g4 Kd6 g5 Kd5 g6 Kd6 g7 Kd5 g8=Q+;1;10.0
g4 Kd6 g5 Kd5 g6 Kd6 g7 Kd5 g8=Q+ Kd6;1;10.0
Kd6 g5 Kd5 g6 Kd6 g7 Kd5 g8=Q+ Kd6 Qd8+;1;10.0
g5 Kd5 g6 Kd6 g7 Kd5 g8=Q+ Kd6 Qd8+ Ke5;1;10.0
Kd5 g6 Kd6 g7 Kd5 g8=Q+ Kd6 Qd8+ Ke5 Qgd5#;1;10.0
a5 Nxd8 Nc6 Nxb7 Kd7 Nd8 Rb8 Nxc6 Rb4 Nd8;1;10.0
Nxd8 Nc6 Nxb7 Kd7 Nd8 Rb8 Nxc6 Rb4 Nd8 a4;1;10.0
Nc6 Nxb7 Kd7 Nd8 Rb8 Nxc6 Rb4 Nd8 a4 Nf7;1;10.0
Nxb7 Kd7 Nd8 Rb8 Nxc6 Rb4 Nd8 a4 Nf7 e6;1;10.0
Kd7 Nd8 Rb8 Nxc6 Rb4 Nd8 a4 Nf7 e6 Nh6;1;10.0
Nd8 Rb8 Nxc6 Rb4 Nd8 a4 Nf7 e6 Nh6 c5;1;10.0
Rb8 Nxc6 Rb4 Nd8 a4 Nf7 e6 Nh6 c5 Nf5;1;10.0
Nxc6 Rb4 Nd8 a4 Nf7 e6 Nh6 c5 Nf5 Be7;1;10.0
Rb4 Nd8 a4 Nf7 e6 Nh6 c5 Nf5 Be7 Nxe7;1;10.0
Nd8 a4 Nf7 e6 Nh6 c5 Nf5 Be7 Nxe7 Rc4;1;10.0
a4 Nf7 e6 Nh6 c5 Nf5 Be7 Nxe7 Rc4 Nxc8;1;10.0
Nf7 e6 Nh6 c5 Nf5 Be7 Nxe7 Rc4 Nxc8 Rb4;1;10.0
e6 Nh6 c5 Nf5 Be7 Nxe7 Rc4 Nxc8 Rb4 Nd6;1;10.0
Nh6 c5 Nf5 Be7 Nxe7 Rc4 Nxc8 Rb4 Nd6 Kxd6;1;10.0
c5 Nf5 Be7 Nxe7 Rc4 Nxc8 Rb4 Nd6 Kxd6 Na3;1;10.0
