M,freq_eps_1,freq_eps_0.5,freq_eps_0.6666666666666666,freq_eps_0.75,freq_eps_1.25
24.2067,1.8631167899049606e+24,3.726233579809921e+24,2.794675184857441e+24,2.484155719873281e+24,1.4904934319239684e+24
15.3258,1.1795806656308148e+24,2.3591613312616297e+24,1.7693709984462225e+24,1.5727742208410866e+24,9.436645325046518e+23
10.7095,8.242779586431516e+23,1.6485559172863032e+24,1.2364169379647273e+24,1.0990372781908689e+24,6.594223669145212e+23
10.3683,7.98016822316615e+23,1.59603364463323e+24,1.1970252334749225e+24,1.0640224297554867e+24,6.38413457853292e+23
36.4229,2.803360909460166e+24,5.606721818920332e+24,4.205041364190249e+24,3.737814545946888e+24,2.2426887275681326e+24
6.90023,5.310899200306488e+23,1.0621798400612976e+24,7.966348800459733e+23,7.081198933741984e+23,4.24871936024519e+23
5.30783,4.085276882417367e+23,8.170553764834734e+23,6.127915323626051e+23,5.447035843223156e+23,3.2682215059338934e+23
18.3534,1.4126059186853933e+24,2.8252118373707865e+24,2.1189088780280898e+24,1.883474558247191e+24,1.1300847349483145e+24
97.4136,7.497631388214249e+24,1.4995262776428499e+25,1.1246447082321376e+25,9.996841850952335e+24,5.998105110571399e+24
12.1607,9.359724517177994e+23,1.871944903435599e+24,1.4039586775766992e+24,1.247963268957066e+24,7.487779613742396e+23
3.75513,2.8902104587886062e+23,5.7804209175772125e+23,4.33531568818291e+23,3.8536139450514754e+23,2.3121683670308848e+23
17.9243,1.3795793841082628e+24,2.7591587682165256e+24,2.0693690761623945e+24,1.8394391788110174e+24,1.1036635072866102e+24
2.9723,2.2876897861478496e+23,4.575379572295699e+23,3.4315346792217744e+23,3.050253048197133e+23,1.8301518289182794e+23
19.151,1.473994788363135e+24,2.94798957672627e+24,2.210992182544703e+24,1.9653263844841804e+24,1.1791958306905081e+24
17.4455,1.342727590224483e+24,2.685455180448966e+24,2.0140913853367247e+24,1.790303453632644e+24,1.0741820721795863e+24
19.7664,1.521360272816097e+24,3.042720545632194e+24,2.2820404092241456e+24,2.0284803637547963e+24,1.2170882182528774e+24
2.1113,1.6250040189395266e+23,3.250008037879053e+23,2.43750602840929e+23,2.1666720252527022e+23,1.3000032151516211e+23
30.833,2.3731231428959607e+24,4.7462462857919214e+24,3.559684714343941e+24,3.164164190527948e+24,1.8984985143167685e+24
67.8726,5.223949593893569e+24,1.0447899187787138e+25,7.835924390840353e+24,6.965266125191425e+24,4.179159675114855e+24
58.5426,4.505847595281065e+24,9.01169519056213e+24,6.758771392921597e+24,6.007796793708087e+24,3.6046780762248517e+24
70.6806,5.440072896369872e+24,1.0880145792739743e+25,8.160109344554807e+24,7.253430528493162e+24,4.352058317095897e+24
12.6727,9.753795496052166e+23,1.950759099210433e+24,1.463069324407825e+24,1.3005060661402887e+24,7.803036396841732e+23
18.9222,1.4563847414946956e+24,2.912769482989391e+24,2.1845771122420436e+24,1.9418463219929275e+24,1.1651077931957564e+24
36.9434,2.8434222267461045e+24,5.686844453492209e+24,4.265133340119157e+24,3.791229635661473e+24,2.2747377813968834e+24
3.23639,2.4909519049190994e+23,4.981903809838199e+23,3.736427857378649e+23,3.321269206558799e+23,1.9927615239352792e+23
16.1306,1.2415236976225987e+24,2.4830473952451975e+24,1.8622855464338984e+24,1.6553649301634653e+24,9.93218958098079e+23
16.078,1.237475234050571e+24,2.474950468101142e+24,1.8562128510758568e+24,1.649966978734095e+24,9.899801872404568e+23
39.2899,3.024025264232089e+24,6.048050528464178e+24,4.5360378963481343e+24,4.032033685642786e+24,2.419220211385671e+24
13.5458,1.0425794268815913e+24,2.0851588537631826e+24,1.563869140322387e+24,1.3901059025087885e+24,8.34063541505273e+23
28.3753,2.1839613763375526e+24,4.367922752675105e+24,3.275942064506329e+24,2.9119485017834033e+24,1.747169101070042e+24
38.644,2.9743122866432557e+24,5.948624573286511e+24,4.461468429964884e+24,3.965749715524341e+24,2.3794498293146046e+24
48.4229,3.7269647661965045e+24,7.453929532393009e+24,5.590447149294756e+24,4.969286354928673e+24,2.9815718129572033e+24
28.2263,2.1724932951164097e+24,4.3449865902328194e+24,3.2587399426746147e+24,2.89665772682188e+24,1.7379946360931276e+24
9.81818,7.556757428442988e+23,1.5113514856885976e+24,1.1335136142664483e+24,1.0075676571257318e+24,6.04540594275439e+23
18.5483,1.4276067846585526e+24,2.855213569317105e+24,2.1414101769878288e+24,1.9034757128780703e+24,1.142085427726842e+24
15.4391,1.1883010253781672e+24,2.3766020507563344e+24,1.782451538067251e+24,1.5844013671708896e+24,9.506408203025337e+23
7.51207,5.781814020061123e+23,1.1563628040122246e+24,8.672721030091684e+23,7.709085360081498e+23,4.625451216048898e+23
46.3563,3.5679047886688944e+24,7.135809577337789e+24,5.351857183003342e+24,4.75720638489186e+24,2.8543238309351154e+24
20.156,1.5513466113648035e+24,3.102693222729607e+24,2.3270199170472053e+24,2.0684621484864048e+24,1.2410772890918427e+24
19.6572,1.5129554777197964e+24,3.025910955439593e+24,2.2694332165796946e+24,2.017273970293062e+24,1.210364382175837e+24
5.48624,4.222593685817642e+23,8.445187371635284e+23,6.333890528726464e+23,5.630124914423523e+23,3.3780749486541135e+23
5.35616,4.122475027747423e+23,8.244950055494846e+23,6.183712541621135e+23,5.496633370329898e+23,3.297980022197938e+23
74.4387,5.729322534203274e+24,1.1458645068406548e+25,8.593983801304912e+24,7.639096712271033e+24,4.5834580273626193e+24
6.03864,4.6477593278686035e+23,9.295518655737207e+23,6.971638991802906e+23,6.197012437158138e+23,3.718207462294883e+23
5.12483,3.944427294265075e+23,7.88885458853015e+23,5.916640941397613e+23,5.259236392353434e+23,3.15554183541206e+23
33.0638,2.544821099863246e+24,5.089642199726492e+24,3.8172316497948695e+24,3.393094799817662e+24,2.035856879890597e+24
14.7887,1.1382416963430576e+24,2.2764833926861153e+24,1.7073625445145865e+24,1.5176555951240768e+24,9.105933570744461e+23
30.4129,2.3407893112113827e+24,4.6815786224227653e+24,3.5111839668170743e+24,3.1210524149485104e+24,1.8726314489691061e+24
17.0238,1.310270611359007e+24,2.620541222718014e+24,1.9654059170385106e+24,1.7470274818120095e+24,1.0482164890872055e+24
30.168,2.3219400958351553e+24,4.6438801916703106e+24,3.4829101437527333e+24,3.0959201277802074e+24,1.8575520766681243e+24
12.6352,9.724932875529155e+23,1.944986575105831e+24,1.4587399313293733e+24,1.2966577167372207e+24,7.779946300423324e+23
9.74971,7.504058131717374e+23,1.5008116263434748e+24,1.1256087197576061e+24,1.0005410842289832e+24,6.0032465053738984e+23
16.7042,1.2856719619745956e+24,2.5713439239491913e+24,1.9285079429618937e+24,1.7142292826327943e+24,1.0285375695796764e+24
20.4281,1.5722893288163e+24,3.1445786576326e+24,2.35843399322445e+24,2.0963857717550668e+24,1.25783146305304e+24
