M,freq_eps_1,freq_eps_0.5,freq_eps_0.6666666666666666,freq_eps_0.75,freq_eps_1.25
2.95528,2.2745900047798057e+23,4.549180009559611e+23,3.411885007169709e+23,3.032786673039741e+23,1.8196720038238445e+23
59.7658,4.5999936150777225e+24,9.199987230155445e+24,6.899990422616584e+24,6.133324820103631e+24,3.679994892062178e+24
56.7132,4.36504418732161e+24,8.73008837464322e+24,6.547566280982416e+24,5.820058916428814e+24,3.492035349857288e+24
24.5371,1.8885466827604346e+24,3.777093365520869e+24,2.832820024140652e+24,2.51806224368058e+24,1.5108373462083475e+24
2.67485,2.0587514801593296e+23,4.117502960318659e+23,3.0881272202389945e+23,2.7450019735457728e+23,1.6470011841274637e+23
14.9919,1.1538813883171262e+24,2.3077627766342525e+24,1.7308220824756895e+24,1.5385085177561685e+24,9.23105110653701e+23
32.8566,2.528873539936932e+24,5.057747079873864e+24,3.793310309905398e+24,3.3718313865825765e+24,2.0230988319495455e+24
21.5869,1.6614786745818056e+24,3.322957349163611e+24,2.492218011872709e+24,2.2153048994424078e+24,1.3291829396654445e+24
18.5828,1.4302621457466695e+24,2.860524291493339e+24,2.1453932186200042e+24,1.907016194328893e+24,1.1442097165973355e+24
14.3207,1.1022211459303403e+24,2.2044422918606807e+24,1.6533317188955106e+24,1.4696281945737873e+24,8.817769167442723e+23
16.0292,1.2337192450331767e+24,2.4674384900663533e+24,1.850578867549765e+24,1.644958993377569e+24,9.869753960265412e+23
14.7562,1.1357402692310633e+24,2.2714805384621266e+24,1.703610403846595e+24,1.5143203589747513e+24,9.085922153848507e+23
32.71,2.5175901794871364e+24,5.035180358974273e+24,3.776385269230705e+24,3.356786905982849e+24,2.014072143589709e+24
7.41804,5.709441961187025e+23,1.141888392237405e+24,8.564162941780537e+23,7.6125892815827e+23,4.567553568949619e+23
8.16896,6.287402467937401e+23,1.2574804935874802e+24,9.431103701906102e+23,8.383203290583202e+23,5.0299219743499204e+23
2.13697,1.644761444774878e+23,3.289522889549756e+23,2.467142167162317e+23,2.1930152596998373e+23,1.3158091558199022e+23
20.4997,1.5778001651614934e+24,3.155600330322987e+24,2.3667002477422402e+24,2.1037335535486582e+24,1.2622401321291948e+24
24.8467,1.9123756622642322e+24,3.8247513245284643e+24,2.8685634933963485e+24,2.5498342163523096e+24,1.5299005298113856e+24
26.5126,2.0405949676756543e+24,4.0811899353513086e+24,3.0608924515134817e+24,2.720793290234206e+24,1.6324759741405233e+24
44.3911,3.416649263730707e+24,6.833298527461414e+24,5.124973895596061e+24,4.555532351640943e+24,2.733319410984565e+24
99.8997,7.688979017233601e+24,1.5377958034467202e+25,1.1533468525850402e+25,1.0251972022978135e+25,6.151183213786881e+24
50.1698,3.8614183976408967e+24,7.722836795281793e+24,5.792127596461346e+24,5.148557863521196e+24,3.0891347181127175e+24
4.78346,3.681685087120005e+23,7.36337017424001e+23,5.522527630680008e+23,4.908913449493341e+23,2.9453480696960042e+23
6.96574,5.361320274185486e+23,1.0722640548370972e+24,8.04198041127823e+23,7.148427032247315e+23,4.2890562193483886e+23
9.80379,7.545681878860958e+23,1.5091363757721916e+24,1.1318522818291438e+24,1.0060909171814611e+24,6.036545503088766e+23
67.7277,5.212797077323477e+24,1.0425594154646953e+25,7.819195615985216e+24,6.95039610309797e+24,4.1702376618587813e+24
67.9572,5.23046100108356e+24,1.046092200216712e+25,7.84569150162534e+24,6.973948001444746e+24,4.1843688008668476e+24
10.2093,7.857790712148585e+23,1.571558142429717e+24,1.1786686068222878e+24,1.0477054282864781e+24,6.286232569718868e+23
34.4502,2.651528132111518e+24,5.303056264223036e+24,3.977292198167277e+24,3.5353708428153576e+24,2.1212225056892142e+24
25.3067,1.9477804767724584e+24,3.895560953544917e+24,2.921670715158688e+24,2.597040635696611e+24,1.5582243814179665e+24
24.4473,1.8816350472325242e+24,3.7632700944650485e+24,2.822452570848787e+24,2.508846729643366e+24,1.5053080377860193e+24
33.2734,2.560953380560908e+24,5.121906761121816e+24,3.8414300708413617e+24,3.414604507414544e+24,2.048762704448726e+24
89.5384,6.891500963833415e+24,1.378300192766683e+25,1.0337251445750123e+25,9.188667951777888e+24,5.513200771066732e+24
20.2517,1.5587123521222758e+24,3.1174247042445517e+24,2.338068528183414e+24,2.0782831361630346e+24,1.2469698816978207e+24
90.737,6.983753595723763e+24,1.3967507191447527e+25,1.0475630393585646e+25,9.311671460965018e+24,5.58700287657901e+24
25.1794,1.937982579192247e+24,3.875965158384494e+24,2.906973868788371e+24,2.58397677225633e+24,1.5503860633537977e+24
98.925,7.613959293970192e+24,1.5227918587940383e+25,1.1420938940955289e+25,1.015194572529359e+25,6.091167435176153e+24
18.95,1.4585244237628015e+24,2.917048847525603e+24,2.1877866356442022e+24,1.9446992316837355e+24,1.1668195390102411e+24
62.5177,4.811799069523783e+24,9.623598139047566e+24,7.217698604285675e+24,6.415732092698378e+24,3.8494392556190266e+24
26.4717,2.0374470178639446e+24,4.074894035727889e+24,3.0561705267959173e+24,2.716596023818593e+24,1.6299576142911557e+24
43.352,3.336672866436146e+24,6.673345732872292e+24,5.00500929965422e+24,4.4488971552481953e+24,2.6693382931489167e+24
28.6786,2.2073054638165634e+24,4.414610927633127e+24,3.3109581957248455e+24,2.943073951755418e+24,1.7658443710532506e+24
86.9936,6.695635372614863e+24,1.3391270745229726e+25,1.0043453058922294e+25,8.927513830153151e+24,5.35650829809189e+24
11.9649,9.209023154553849e+23,1.8418046309107698e+24,1.3813534731830774e+24,1.2278697539405134e+24,7.367218523643078e+23
12.272,9.44538877489029e+23,1.889077754978058e+24,1.4168083162335434e+24,1.259385169985372e+24,7.556311019912231e+23
92.0614,7.08568867471223e+24,1.417137734942446e+25,1.0628533012068347e+25,9.447584899616308e+24,5.668550939769785e+24
91.13,7.014001622031878e+24,1.4028003244063756e+25,1.0521002433047819e+25,9.352002162709172e+24,5.611201297625503e+24
14.4564,1.1126655662102672e+24,2.2253311324205345e+24,1.668998349315401e+24,1.4835540882803562e+24,8.901324529682137e+23
8.08435,6.222280699338683e+23,1.2444561398677366e+24,9.333421049008026e+23,8.296374265784913e+23,4.977824559470946e+23
22.6402,1.7425480031068378e+24,3.4850960062136755e+24,2.613822004660257e+24,2.323397337475784e+24,1.3940384024854702e+24
5.74924,4.425016864419023e+23,8.850033728838046e+23,6.637525296628535e+23,5.9000224858920315e+23,3.540013491535218e+23
20.1298,1.5493300762775958e+24,3.0986601525551916e+24,2.3239951144163939e+24,2.0657734350367946e+24,1.2394640610220767e+24
89.9689,6.924635252193832e+24,1.3849270504387664e+25,1.0386952878290747e+25,9.232847002925109e+24,5.539708201755065e+24
5.51329,4.24341325608824e+23,8.48682651217648e+23,6.36511988413236e+23,5.657884341450988e+23,3.394730604870592e+23
4.20889,3.2394558638158405e+23,6.478911727631681e+23,4.8591837957237614e+23,4.319274485087788e+23,2.5915646910526722e+23
9.21652,7.093677848073e+23,1.4187355696146e+24,1.0640516772109501e+24,9.458237130764e+23,5.674942278458399e+23
10.4102,8.012417391163861e+23,1.6024834782327722e+24,1.2018626086745791e+24,1.0683223188218482e+24,6.409933912931089e+23
36.3373,2.7967725352821133e+24,5.593545070564227e+24,4.19515880292317e+24,3.729030047042818e+24,2.2374180282256905e+24
16.3678,1.2597802671907535e+24,2.519560534381507e+24,1.8896704007861303e+24,1.6797070229210048e+24,1.0078242137526028e+24
21.4113,1.6479632714782306e+24,3.295926542956461e+24,2.471944907217346e+24,2.1972843619709742e+24,1.3183706171825845e+24
2.38337,1.8344081033580728e+23,3.6688162067161456e+23,2.7516121550371094e+23,2.4458774711440974e+23,1.4675264826864582e+23
2.00423,1.542595464822227e+23,3.085190929644454e+23,2.3138931972333405e+23,2.0567939530963026e+23,1.2340763718577814e+23
25.334,1.9498816755465335e+24,3.899763351093067e+24,2.9248225133198007e+24,2.599842234062045e+24,1.5599053404372267e+24
31.8309,2.4499285002823937e+24,4.899857000564787e+24,3.6748927504235906e+24,3.266571333709858e+24,1.9599428002259146e+24
20.8816,1.6071938579021273e+24,3.2143877158042546e+24,2.4107907868531914e+24,2.1429251438695033e+24,1.285755086321702e+24
37.8169,2.9106528908177036e+24,5.821305781635407e+24,4.365979336226556e+24,3.880870521090272e+24,2.328522312654163e+24
91.6685,7.055448345102921e+24,1.4110896690205843e+25,1.0583172517654383e+25,9.407264460137229e+24,5.644358676082337e+24
13.4418,1.0345748601232097e+24,2.0691497202464195e+24,1.5518622901848147e+24,1.3794331468309465e+24,8.276598880985678e+23
13.4772,1.0372994915005819e+24,2.0745989830011638e+24,1.555949237250873e+24,1.3830659886674427e+24,8.298395932004655e+23
20.8445,1.6043383826450509e+24,3.2086767652901017e+24,2.4065075739675766e+24,2.1391178435267348e+24,1.2834707061160407e+24
29.5386,2.2734970735493344e+24,4.5469941470986687e+24,3.4102456103240015e+24,3.031329431399113e+24,1.8187976588394674e+24
82.2398,6.329749704768762e+24,1.2659499409537523e+25,9.494624557153143e+24,8.439666273025016e+24,5.063799763815009e+24
50.4122,3.8800751955469707e+24,7.760150391093941e+24,5.820112793320457e+24,5.173433594062628e+24,3.104060156437577e+24
42.3828,3.262076461607074e+24,6.524152923214148e+24,4.893114692410612e+24,4.3494352821427665e+24,2.6096611692856595e+24
52.0575,4.006708981004329e+24,8.013417962008658e+24,6.010063471506494e+24,5.342278641339106e+24,3.205367184803463e+24
9.08462,6.992158390820065e+23,1.398431678164013e+24,1.0488237586230096e+24,9.322877854426752e+23,5.593726712656051e+23
12.572,9.676289739074375e+23,1.935257947814875e+24,1.4514434608611562e+24,1.2901719652099168e+24,7.741031791259499e+23
80.3471,6.184074286465023e+24,1.2368148572930045e+25,9.276111429697535e+24,8.245432381953364e+24,4.947259429172018e+24
34.3006,2.6400138706975384e+24,5.280027741395077e+24,3.960020806046308e+24,3.520018494263385e+24,2.1120110965580305e+24
37.3893,2.8777418067226654e+24,5.755483613445331e+24,4.3166127100839984e+24,3.836989075630221e+24,2.3021934453781324e+24
19.9063,1.5321279544458816e+24,3.064255908891763e+24,2.2981919316688223e+24,2.0428372725945088e+24,1.2257023635567053e+24
18.9917,1.46173394716496e+24,2.92346789432992e+24,2.1926009207474404e+24,1.948978596219947e+24,1.1693871577319681e+24
42.6166,3.2800713434158207e+24,6.560142686831641e+24,4.920107015123732e+24,4.3734284578877616e+24,2.624057074732657e+24
28.0948,2.1623721361863405e+24,4.324744272372681e+24,3.243558204279511e+24,2.883162848248454e+24,1.7298977089490723e+24
41.1672,3.1685153909196835e+24,6.337030781839367e+24,4.752773086379525e+24,4.2246871878929113e+24,2.5348123127357466e+24
24.4236,1.8798109296154702e+24,3.7596218592309403e+24,2.819716394423205e+24,2.506414572820627e+24,1.503848743692376e+24
98.8584,7.608833292565305e+24,1.521766658513061e+25,1.141324993884796e+25,1.014511105675374e+25,6.087066634052243e+24
69.9232,5.381778099612196e+24,1.0763556199224393e+25,8.072667149418295e+24,7.175704132816262e+24,4.305422479689757e+24
22.7438,1.7505217830699948e+24,3.5010435661399896e+24,2.6257826746049926e+24,2.3340290440933267e+24,1.4004174264559958e+24
20.4735,1.5757836300742857e+24,3.1515672601485713e+24,2.3636754451114288e+24,2.101044840099048e+24,1.2606269040594285e+24
89.7272,6.9060323311794e+24,1.38120646623588e+25,1.0359048496769101e+25,9.208043108239201e+24,5.52482586494352e+24
7.60535,5.8536088265247606e+23,1.1707217653049521e+24,8.780413239787142e+23,7.804811768699681e+23,4.682887061219808e+23
34.3724,2.6455401004403437e+24,5.291080200880687e+24,3.968310150660516e+24,3.527386800587125e+24,2.116432080352275e+24
90.0896,6.933925167652837e+24,1.3867850335305675e+25,1.0400887751479258e+25,9.245233556870452e+24,5.54714013412227e+24
29.4403,2.2659312186229025e+24,4.531862437245805e+24,3.398896827934354e+24,3.021241624830537e+24,1.812744974898322e+24
17.4633,1.344097602611975e+24,2.68819520522395e+24,2.016146403917963e+24,1.792130136815967e+24,1.0752780820895801e+24
39.8365,3.0660954199064294e+24,6.132190839812859e+24,4.5991431298596443e+24,4.0881272265419065e+24,2.4528763359251435e+24
23.7741,1.8298208708696157e+24,3.6596417417392313e+24,2.744731306304424e+24,2.4397611611594877e+24,1.4638566966956925e+24
18.1137,1.3941569316470848e+24,2.7883138632941697e+24,2.0912353974706274e+24,1.85887590886278e+24,1.1153255453176677e+24
11.1224,8.560576280136877e+23,1.7121152560273755e+24,1.2840864420205317e+24,1.1414101706849171e+24,6.848461024109501e+23
21.0412,1.6194777891967209e+24,3.2389555783934417e+24,2.4292166837950814e+24,2.1593037189289612e+24,1.2955822313573766e+24
88.5931,6.81874407001901e+24,1.363748814003802e+25,1.0228116105028516e+25,9.091658760025348e+24,5.454995256015208e+24
22.674,1.745149487303312e+24,3.490298974606624e+24,2.617724230954968e+24,2.3268659830710828e+24,1.3961195898426496e+24
46.0165,3.541751406125644e+24,7.083502812251288e+24,5.312627109188466e+24,4.7223352081675255e+24,2.833401124900515e+24
4.32545,3.329168585100163e+23,6.658337170200326e+23,4.9937528776502454e+23,4.438891446800218e+23,2.6633348680801307e+23
7.28363,5.6059906325337485e+23,1.1211981265067497e+24,8.408985948800623e+23,7.474654176711665e+23,4.4847925060269984e+23
14.5857,1.1226173977666012e+24,2.2452347955332024e+24,1.683926096649902e+24,1.496823197022135e+24,8.980939182132809e+23
51.6781,3.9775077057338486e+24,7.955015411467697e+24,5.966261558600773e+24,5.303343607645132e+24,3.1820061645870785e+24
25.1025,1.9320638178103283e+24,3.8641276356206566e+24,2.898095726715493e+24,2.5760850904137716e+24,1.5456510542482625e+24
70.0407,5.390821720709406e+24,1.0781643441418812e+25,8.08623258106411e+24,7.187762294279209e+24,4.312657376567525e+24
66.6346,5.128664462673603e+24,1.0257328925347207e+25,7.692996694010405e+24,6.838219283564805e+24,4.102931570138882e+24
14.3894,1.1075087780101559e+24,2.2150175560203119e+24,1.661263167015234e+24,1.476678370680208e+24,8.860070224081247e+23
23.3337,1.795924609327392e+24,3.591849218654784e+24,2.6938869139910883e+24,2.3945661457698562e+24,1.4367396874619135e+24
38.2212,2.9417706440909123e+24,5.883541288181825e+24,4.4126559661363685e+24,3.9223608587878835e+24,2.3534165152727297e+24
16.8429,1.2963472832187066e+24,2.592694566437413e+24,1.9445209248280598e+24,1.7284630442916088e+24,1.0370778265749651e+24
38.415,2.956686846377204e+24,5.913373692754408e+24,4.4350302695658064e+24,3.942249128502939e+24,2.3653494771017633e+24
39.3775,3.0307675723862645e+24,6.061535144772529e+24,4.546151358579397e+24,4.041023429848353e+24,2.4246140579090115e+24
6.36094,4.895823930390371e+23,9.791647860780743e+23,7.343735895585558e+23,6.527765240520496e+23,3.916659144312297e+23
95.1283,7.321738730397621e+24,1.4643477460795241e+25,1.0982608095596432e+25,9.762318307196828e+24,5.857390984318096e+24
11.994,9.231420548079705e+23,1.846284109615941e+24,1.3847130822119559e+24,1.230856073077294e+24,7.385136438463763e+23
14.1395,1.0882747276936216e+24,2.1765494553872433e+24,1.6324120915404327e+24,1.4510329702581623e+24,8.706197821548973e+23
53.4155,4.111230150791658e+24,8.222460301583316e+24,6.166845226187488e+24,5.481640201055545e+24,3.2889841206333263e+24
43.5359,3.3508270955406305e+24,6.701654191081261e+24,5.026240643310946e+24,4.467769460720841e+24,2.680661676432504e+24
95.1284,7.321746427096427e+24,1.4643492854192853e+25,1.098261964064464e+25,9.762328569461902e+24,5.857397141677141e+24
8.58696,6.609124478033891e+23,1.3218248956067782e+24,9.913686717050838e+23,8.812165970711855e+23,5.287299582427113e+23
36.7685,2.829960700534172e+24,5.659921401068345e+24,4.2449410508012587e+24,3.773280934045563e+24,2.2639685604273378e+24
58.8787,4.5317161999684886e+24,9.063432399936977e+24,6.797574299952733e+24,6.042288266624652e+24,3.6253729599747905e+24
11.688,8.995901564611939e+23,1.7991803129223878e+24,1.3493852346917907e+24,1.1994535419482585e+24,7.19672125168955e+23
8.06616,6.208280404210321e+23,1.2416560808420642e+24,9.312420606315482e+23,8.277707205613763e+23,4.966624323368257e+23
24.1892,1.861769867613887e+24,3.723539735227774e+24,2.792654801420831e+24,2.4823598234851825e+24,1.4894158940911095e+24
39.3655,3.029843968529528e+24,6.059687937059056e+24,4.5447659527942927e+24,4.0397919580393714e+24,2.4238751748236223e+24
39.3549,3.029028118456078e+24,6.058056236912156e+24,4.543542177684117e+24,4.038704157941437e+24,2.4232224947648623e+24
14.6679,1.1289440841852451e+24,2.2578881683704902e+24,1.693416126277868e+24,1.5052587789136603e+24,9.03155267348196e+23
66.2763,5.101087190851218e+24,1.0202174381702436e+25,7.651630786276826e+24,6.801449587801623e+24,4.0808697526809737e+24
31.8652,2.4525684679728984e+24,4.905136935945797e+24,3.6788527019593473e+24,3.2700912906305314e+24,1.9620547743783183e+24
87.3134,6.720249415396886e+24,1.3440498830793771e+25,1.0080374123095329e+25,8.960332553862516e+24,5.376199532317508e+24
16.3926,1.2616890484946755e+24,2.523378096989351e+24,1.8925335727420135e+24,1.6822520646595677e+24,1.0093512387957404e+24
12.308,9.473096890592381e+23,1.8946193781184761e+24,1.420964533588857e+24,1.2630795854123175e+24,7.578477512473904e+23
16.7427,1.288635191014958e+24,2.577270382029916e+24,1.9329527865224373e+24,1.7181802546866108e+24,1.0309081528119664e+24
15.7864,1.215031660331878e+24,2.430063320663756e+24,1.8225474904978172e+24,1.6200422137758376e+24,9.720253282655024e+23
31.7458,2.4433786095983715e+24,4.886757219196743e+24,3.6650679143975575e+24,3.257838146131162e+24,1.9547028876786972e+24
3.0256,2.328713190784555e+23,4.65742638156911e+23,3.493069786176833e+23,3.1049509210460736e+23,1.862970552627644e+23
8.57986,6.603659821881535e+23,1.320731964376307e+24,9.905489732822304e+23,8.804879762508714e+23,5.2829278575052284e+23
49.3797,3.800606780373615e+24,7.60121356074723e+24,5.700910170560423e+24,5.06747570716482e+24,3.040485424298892e+24
3.77047,2.902017194757219e+23,5.804034389514438e+23,4.353025792135829e+23,3.869356259676292e+23,2.321613755805775e+23
76.852,5.915066966491759e+24,1.1830133932983517e+25,8.872600449737637e+24,7.886755955322345e+24,4.7320535731934064e+24
37.0159,2.849002333380553e+24,5.698004666761106e+24,4.27350350007083e+24,3.798669777840738e+24,2.2792018667044424e+24
31.6477,2.435828148069552e+24,4.871656296139104e+24,3.653742222104328e+24,3.247770864092736e+24,1.9486625184556415e+24
27.39,2.108125803000693e+24,4.216251606001386e+24,3.16218870450104e+24,2.8108344040009244e+24,1.6865006424005544e+24
14.8453,1.1425980278673306e+24,2.2851960557346612e+24,1.713897041800996e+24,1.523464037156441e+24,9.140784222938645e+23
22.9947,1.7698328003745904e+24,3.539665600749181e+24,2.654749200561886e+24,2.359777067166121e+24,1.4158662402996725e+24
20.7068,1.5937400283890016e+24,3.187480056778003e+24,2.3906100425835022e+24,2.1249867045186688e+24,1.2749920227112011e+24
14.8823,1.145445806425601e+24,2.290891612851202e+24,1.7181687096384016e+24,1.5272610752341348e+24,9.163566451404808e+23
89.1603,6.862399745647415e+24,1.372479949129483e+25,1.0293599618471123e+25,9.149866327529886e+24,5.489919796517932e+24
29.5626,2.275344281262807e+24,4.550688562525614e+24,3.4130164218942107e+24,3.0337923750170765e+24,1.8202754250102455e+24
15.2726,1.1754860218659504e+24,2.3509720437319009e+24,1.7632290327989257e+24,1.5673146958212673e+24,9.403888174927603e+23
2.64572,2.036330996537055e+23,4.07266199307411e+23,3.054496494805583e+23,2.7151079953827402e+23,1.629064797229644e+23
18.3059,1.4089499867524784e+24,2.817899973504957e+24,2.1134249801287178e+24,1.878599982336638e+24,1.1271599894019827e+24
40.0028,3.078895030021034e+24,6.157790060042068e+24,4.6183425450315514e+24,4.105193373361379e+24,2.463116024016827e+24
28.1315,2.1651968246481926e+24,4.330393649296385e+24,3.247795236972289e+24,2.886929099530924e+24,1.732157459718554e+24
70.3107,5.411602807485974e+24,1.0823205614971948e+25,8.117404211228961e+24,7.215470409981299e+24,4.329282245988779e+24
32.6883,2.515919995846205e+24,5.03183999169241e+24,3.7738799937693075e+24,3.354559994461607e+24,2.012735996676964e+24
24.3631,1.8751544268377578e+24,3.7503088536755155e+24,2.812731640256637e+24,2.5002059024503437e+24,1.500123541470206e+24
54.3965,4.1867347660798537e+24,8.373469532159707e+24,6.280102149119781e+24,5.582313021439806e+24,3.349387812863883e+24
4.15857,3.2007260754233635e+23,6.401452150846727e+23,4.801089113135045e+23,4.2676347672311515e+23,2.5605808603386905e+23
26.6959,2.054703016587302e+24,4.109406033174604e+24,3.082054524880953e+24,2.7396040221164027e+24,1.6437624132698415e+24
17.0259,1.3104322420339356e+24,2.620864484067871e+24,1.9656483630509037e+24,1.747242989378581e+24,1.0483457936271484e+24
40.7597,3.1371513432846783e+24,6.274302686569357e+24,4.7057270149270183e+24,4.182868457712905e+24,2.509721074627743e+24
27.2282,2.0956725443323648e+24,4.1913450886647295e+24,3.1435088164985474e+24,2.7942300591098197e+24,1.6765380354658918e+24
6.82442,5.25255052665717e+23,1.050510105331434e+24,7.878825789985755e+23,7.003400702209561e+23,4.202040421325736e+23
11.1041,8.546491321321648e+23,1.7092982642643296e+24,1.2819736981982475e+24,1.1395321761762199e+24,6.837193057057319e+23
28.2549,2.1746945509749646e+24,4.349389101949929e+24,3.262041826462447e+24,2.899592734633286e+24,1.7397556407799716e+24
83.2155,6.404846395020232e+24,1.2809692790040465e+25,9.607269592530349e+24,8.539795193360311e+24,5.123877116016186e+24
69.9118,5.380900675948296e+24,1.0761801351896593e+25,8.071351013922446e+24,7.17453423459773e+24,4.3047205407586373e+24
91.3736,7.032750780323626e+24,1.4065501560647252e+25,1.054912617048544e+25,9.377001040431502e+24,5.626200624258901e+24
56.9468,4.383023675732744e+24,8.766047351465488e+24,6.574535513599117e+24,5.84403156764366e+24,3.5064189405861953e+24
12.2005,9.390357378426416e+23,1.8780714756852832e+24,1.4085536067639627e+24,1.2520476504568556e+24,7.512285902741133e+23
11.5629,8.899615862547175e+23,1.779923172509435e+24,1.3349423793820764e+24,1.1866154483396235e+24,7.11969269003774e+23
74.0213,5.697196513386462e+24,1.1394393026772923e+25,8.545794770079693e+24,7.596262017848617e+24,4.557757210709169e+24
10.2715,7.905664178722752e+23,1.5811328357445505e+24,1.1858496268084129e+24,1.0540885571630337e+24,6.324531342978202e+23
74.6066,5.742245291498777e+24,1.1484490582997554e+25,8.613367937248166e+24,7.656327055331703e+24,4.593796233199021e+24
84.5099,6.504472464366859e+24,1.3008944928733717e+25,9.756708696550288e+24,8.672629952489145e+24,5.203577971493487e+24
7.03697,5.416143859781594e+23,1.0832287719563188e+24,8.124215789672392e+23,7.22152514637546e+23,4.332915087825275e+23
91.326,7.029087151691905e+24,1.405817430338381e+25,1.054363072753786e+25,9.372116202255875e+24,5.623269721353524e+24
22.6721,1.7450032500259953e+24,3.4900065000519906e+24,2.617504875038993e+24,2.3266710000346606e+24,1.3960026000207962e+24
23.2263,1.7876583548096019e+24,3.5753167096192037e+24,2.681487532214403e+24,2.3835444730794693e+24,1.4301266838476815e+24
92.6963,7.134555015432389e+24,1.4269110030864779e+25,1.0701832523148584e+25,9.512740020576519e+24,5.707644012345911e+24
40.9755,3.1537608193083205e+24,6.307521638616641e+24,4.730641228962481e+24,4.2050144257444274e+24,2.523008655446656e+24
55.3318,4.2587219900136455e+24,8.517443980027291e+24,6.388082985020469e+24,5.67829598668486e+24,3.406977592010916e+24
29.8497,2.297441503535224e+24,4.594883007070448e+24,3.4461622553028363e+24,3.0632553380469656e+24,1.837953202828179e+24
28.639,2.2042575710893335e+24,4.408515142178667e+24,3.3063863566340004e+24,2.939010094785778e+24,1.7634060568714667e+24
11.236,8.648010778574585e+23,1.729602155714917e+24,1.2972016167861878e+24,1.1530681038099446e+24,6.918408622859667e+23
44.6957,3.4400934082941974e+24,6.880186816588395e+24,5.160140112441296e+24,4.5867912110589306e+24,2.752074726635358e+24
28.2064,2.1709616520539885e+24,4.341923304107977e+24,3.256442478080983e+24,2.894615536071985e+24,1.7367693216431907e+24
24.4456,1.88150420335282e+24,3.76300840670564e+24,2.82225630502923e+24,2.5086722711370933e+24,1.505203362682256e+24
20.6749,1.591284781469844e+24,3.182569562939688e+24,2.3869271722047662e+24,2.1217130419597922e+24,1.273027825175875e+24
13.2311,1.0183579157386808e+24,2.0367158314773616e+24,1.5275368736080214e+24,1.3578105543182413e+24,8.146863325909447e+23
67.9722,5.23161550590448e+24,1.046323101180896e+25,7.84742325885672e+24,6.975487341205973e+24,4.1852924047235834e+24
47.7701,3.6767207163900474e+24,7.353441432780095e+24,5.515081074585072e+24,4.902294288520063e+24,2.941376573112038e+24
20.8713,1.6064010979250954e+24,3.212802195850191e+24,2.4096016468876432e+24,2.141868130566794e+24,1.2851208783400763e+24
35.2547,2.713448074006883e+24,5.426896148013767e+24,4.070172111010325e+24,3.617930765342511e+24,2.1707584592055065e+24
14.2664,1.0980418384786084e+24,2.1960836769572168e+24,1.647062757717913e+24,1.4640557846381447e+24,8.784334707828867e+23
35.206,2.709699781688295e+24,5.41939956337659e+24,4.0645496725324426e+24,3.61293304225106e+24,2.167759825350636e+24
35.9367,2.765939559864732e+24,5.531879119729464e+24,4.148909339797098e+24,3.687919413152976e+24,2.2127516478917853e+24
88.7265,6.829011466226396e+24,1.3658022932452792e+25,1.0243517199339593e+25,9.105348621635196e+24,5.463209172981117e+24
92.6022,7.127312421855815e+24,1.425462484371163e+25,1.0690968632783724e+25,9.503083229141088e+24,5.701849937484652e+24
86.6606,6.670005365590429e+24,1.3340010731180857e+25,1.0005008048385644e+25,8.893340487453907e+24,5.336004292472343e+24
89.3556,6.877431398415798e+24,1.3754862796831596e+25,1.0316147097623697e+25,9.169908531221066e+24,5.501945118732639e+24
19.7705,1.5216758374671486e+24,3.043351674934297e+24,2.282513756200723e+24,2.028901116622865e+24,1.2173406699737187e+24
55.3102,4.25705950307152e+24,8.51411900614304e+24,6.38558925460728e+24,5.676079337428693e+24,3.405647602457216e+24
49.3151,3.795634712944851e+24,7.591269425889702e+24,5.693452069417278e+24,5.060846283926469e+24,3.0365077703558807e+24
83.2943,6.410911393679467e+24,1.2821822787358935e+25,9.616367090519202e+24,8.547881858239291e+24,5.128729114943574e+24
7.40539,5.699705637197262e+23,1.1399411274394524e+24,8.549558455795893e+23,7.599607516263017e+23,4.55976450975781e+23
21.34,1.6424755252294557e+24,3.2849510504589114e+24,2.4637132878441835e+24,2.1899673669726075e+24,1.3139804201835644e+24
24.6134,1.8944192639495165e+24,3.788838527899033e+24,2.841628895924275e+24,2.5258923519326887e+24,1.5155354111596132e+24
35.3905,2.723900190985616e+24,5.447800381971232e+24,4.085850286478424e+24,3.631866921314155e+24,2.1791201527884928e+24
39.8117,3.064186638602508e+24,6.128373277205016e+24,4.596279957903762e+24,4.085582184803344e+24,2.451349310882006e+24
64.7124,4.980718518222053e+24,9.961437036444107e+24,7.47107777733308e+24,6.640958024296072e+24,3.9845748145776426e+24
52.33,4.02768248525105e+24,8.0553649705021e+24,6.041523727876576e+24,5.370243313668067e+24,3.22214598820084e+24
58.9782,4.539374415280594e+24,9.078748830561188e+24,6.809061622920891e+24,6.052499220374125e+24,3.631499532224475e+24
86.6157,6.666549547826474e+24,1.3333099095652948e+25,9.999824321739712e+24,8.888732730435299e+24,5.333239638261178e+24
44.4384,3.420289802266009e+24,6.840579604532018e+24,5.130434703399014e+24,4.5603864030213463e+24,2.7362318418128074e+24
29.5786,2.2765757530717888e+24,4.5531515061435777e+24,3.4148636296076834e+24,3.035434337429052e+24,1.821260602457431e+24
25.3708,1.9527140607071916e+24,3.905428121414383e+24,2.9290710910607877e+24,2.6036187476095893e+24,1.5621712485657533e+24
